question,answer,reference
What is the character's name in black panther?,"The main character in Black Panther is T'Challa, also known as the Black Panther.","Disambiguation 1. Question: What is the character's name in the black panther who is T'Challa's father? Answer:T'Chaka
Disambiguation 2. Question: What is the character's name in black panther who is the biological mother of Shuri? Answer:Ramonda
Disambiguation 3. Question: What is the character's name in black panther who saved T'Challa from drowning? Answer:Monica Lynne
Disambiguation 4. Question: What is the character's name in black panther who can control sound? Answer:Klaw
Disambiguation 5. Question: What is the character's name in black panther who is a grumpy, gigantic elderly warrior? Answer:Zuri
Disambiguation 6. Question: What is the character's name in black panther who is T'Challa's sister? Answer:Shuri
Disambiguation 7. Question: What is the character's name in black panther who is the king and protector of Wakanda? Answer:T'Challa
"
How many episodes of season 5 hell on wheels?,Season 5 of Hell on Wheels consists of 14 episodes.,"Disambiguation 1. Question: How many episodes of season 5 hell on wheels in total? Answer:14
Disambiguation 2. Question: How many episodes of season 5 part 1 hell on wheels? Answer:7
Disambiguation 3. Question: How many episodes of season 5 part 2 hell on wheels? Answer:7
"
When was the last time the giants went to the playoffs?,The last time the New York Giants went to the playoffs was in the 2016 season. They made it to the playoffs as a Wild Card team but were eliminated in the first round by the Green Bay Packers.,"Disambiguation 1. Question: When was the last time the New York Giants football team went to the playoffs? Answer:2016
Disambiguation 2. Question: When was the last time the San Francisco Giants (formerly New York Giants) baseball team went to the playoffs? Answer:2016
"
Who was the most powerful witch in charmed?,"The most powerful witch in Charmed was considered to be the Charmed Ones themselves, specifically Prue, Piper, Phoebe, and Paige. They were the most powerful witches in the series due to their combined strength, unique powers, and the Power of Three.","Disambiguation 1. Question: Who was the most powerful witch in charmed as youngest sister? Answer:Phoebe Halliwell
Disambiguation 2. Question: Who was the most powerful witch in charmed as middle sister? Answer:Piper Halliwell
Disambiguation 3. Question: Who was the most powerful witch in charmed as eldest sister? Answer:Prudence ""Prue"" Halliwell
"
A mountain in alberta that starts with j?,Jasper Mountain,"Disambiguation 1. Question: What is a mountain in Alberta that starts with j from Kananaskis Range? Answer:Mount James Walker,Jumpingpound Mountain
Disambiguation 2. Question: What is a mountain in Alberta that starts with j from Spray Mountains range? Answer:Mount Jellicoe
Disambiguation 3. Question: What is a mountain in Alberta that starts with j from Opal Range? Answer:Mount Jerram
Disambiguation 4. Question: What is a mountain in Alberta that starts with j from Elk Range ? Answer:Mount Joffre
Disambiguation 5. Question: What is a mountain in Alberta that starts with j from Bow Valley range? Answer:Mount Yamnuska
Disambiguation 6. Question: What is a mountain in Alberta that starts with j from Highwood Range? Answer:Mount Junction
"
When is have and have nots season finale?,"The season finale of ""The Haves and the Have Nots"" typically airs in the spring, around May or June. However, the exact date can vary each year.","Disambiguation 1. Question: When is have and have nots season finale in 2017? Answer:September 12, 2017
Disambiguation 2. Question: When is have and have nots season finale in 2016? Answer:September 6, 2016
Disambiguation 3. Question: When is have and have nots season finale in 2015? Answer:September 22, 2015
"
When does laurie die in the walking dead?,"Laurie dies in Season 3, Episode 4 of The Walking Dead. She dies during childbirth, sacrificing herself to save her baby daughter Judith.","Disambiguation 1. Question: In what issue does Lori die in the Walking Dead comic? Answer:Issue #55
Disambiguation 2. Question: In what episode does Lori die in the Walking Dead TV show? Answer:""Killer Within""
Disambiguation 3. Question: In what season does Lori die in the Walking Dead TV show? Answer:3
Disambiguation 4. Question: When did the episode where Lori dies in the Walking Dead TV show first air? Answer:November 4, 2012
Disambiguation 5. Question: In what year does Lori die in the Walking Dead comic? Answer:2008
"
Where did the name boaty mcboatface come from?,"The name Boaty McBoatface originated from a public poll conducted by the UK's Natural Environment Research Council (NERC) in 2016 to name a new polar research vessel. The name was suggested by a former BBC radio presenter as a joke, but it quickly gained popularity and ended up winning the poll by a large margin. Despite the public vote, the research vessel was ultimately named the RRS Sir David Attenborough, while a remotely operated underwater vehicle was named Boaty McBoatface in honor of the original suggestion.","Disambiguation 1. Question: Where did people choose the name Boaty McBoatface? Answer:#NameOurShip poll
Disambiguation 2. Question: What person originally suggested the name Boaty McBoatface? Answer:James Hand
"
Who is the current managing director of nnpc?,The current managing director of NNPC (Nigerian National Petroleum Corporation) is Mele Kyari.,"Disambiguation 1. Question: Who is the 18th managing director of nnpc? Answer:Maikanti Kacalla Baru
Disambiguation 2. Question: Who is the 17th managing director of nnpc? Answer:Dr. Emmanuel Ibe Kachikwu
Disambiguation 3. Question: Who is the 16th managing director of nnpc? Answer:Joseph Thlama Dawha
"
Piper's real name orange is the new black?,"Piper Chapman's real name in the show ""Orange is the New Black"" is Piper Kerman.","Disambiguation 1. Question: What is Piper's character's real name in Orange is the New Black? Answer:Piper Eressea Kerman
Disambiguation 2. Question: What is the name of the actress who plays Piper on Orange is the New Black? Answer:Taylor Jane Schilling
"
How many legoland's are there in the whole world?,"As of 2021, there are currently 9 Legoland theme parks located around the world. These are:

1. Legoland Billund Resort in Denmark
2. Legoland Windsor Resort in England
3. Legoland California Resort in the United States
4. Legoland Florida Resort in the United States
5. Legoland Deutschland Resort in Germany
6. Legoland Malaysia Resort in Malaysia
7. Legoland Dubai Resort in the United Arab Emirates
8. Legoland Japan Resort in Japan
9. Legoland Korea Resort in South Korea (scheduled to open in 2022)","Disambiguation 1. Question: How many legoland's are there in the whole world in 2017? Answer:8
Disambiguation 2. Question: How many legoland's are there in the whole world in 2016? Answer:7
Disambiguation 3. Question: How many legoland's are there in the whole world in 2012? Answer:6
"
Where did bruno live in the boy in the striped pajamas?,"Bruno lived in Berlin, Germany in the book and film ""The Boy in the Striped Pajamas.""","Disambiguation 1. Question: Where did Bruno live in the movie The Boy in the Striped Pajamas? Answer:Berlin
Disambiguation 2. Question: Where did Bruno  live in the book The Boy in the Striped Pajamas? Answer:Berlin
Disambiguation 3. Question: Where does Bruno move to in the book The Boy in the Striped Pajamas? Answer:Auschwitz
Disambiguation 4. Question: Where does Bruno move to in the film The Boy in the Striped Pajamas? Answer:occupied Poland
"
Who was holding the indian army during the bangladesh liberation war of 1971?,The Indian Army was holding the Pakistani Army during the Bangladesh Liberation War of 1971.,"Disambiguation 1. Question: Who was the indian army holding prisoner during the bangladesh liberation war of 1971? Answer:90,368 POWs
Disambiguation 2. Question: Who was the indian army holding prisoner from the Pakistan Army during the bangladesh liberation war of 1971? Answer:54,154 POWs
Disambiguation 3. Question: Who was the indian army holding prisoner from the Pakistan Navy/Marines during the bangladesh liberation war of 1971? Answer:1,381 POWs
Disambiguation 4. Question: Who was the indian army holding prisoner from the Pakistan Air Force during the bangladesh liberation war of 1971? Answer:833 POWs
Disambiguation 5. Question: Who was the indian army holding prisoner from the Pakistan Paramilitary/Police? during the bangladesh liberation war of 1971? Answer:22,000 POWs
Disambiguation 6. Question: Who was the indian army holding prisoner from the Civil government personnel during the bangladesh liberation war of 1971? Answer:12,000 POWs
"
Who sings bet on it in high school musical?,"Zac Efron sings ""Bet on It"" in High School Musical.","Disambiguation 1. Question: Who sings bet on it in the high school musical 2 film? Answer:Efron
Disambiguation 2. Question: Who sings bet on it on the high school musical 2 soundtrack? Answer:Efron
"
When did construction start on the great wall of china?,"Construction on the Great Wall of China began in the 7th century BC during the Warring States period, but the majority of the wall that exists today was built during the Ming Dynasty in the 14th to 17th centuries.","Disambiguation 1. Question: When did construction start on the first versions of the great wall of china? Answer:771–476 bc
Disambiguation 2. Question: When did construction start on most parts of the great wall of china visible today? Answer:1368–1644
"
Who sings tis so sweet to trust in jesus with alan jackson?,"Alan Jackson sings ""Tis So Sweet to Trust in Jesus"" on his gospel album ""Precious Memories.""","Disambiguation 1. Question: Who sings backing vocals tis so sweet to trust in jesus with alan jackson? Answer:Mattie Jackson
Disambiguation 2. Question: Who sings assistant backing vocals tis so sweet to trust in jesus with alan jackson? Answer:Dani Jackson
"
Who sang i saw mama kissing santa claus?,"""I Saw Mommy Kissing Santa Claus"" was originally sung by Jimmy Boyd in 1952.","Disambiguation 1. Question: Who most notably sang i saw mama kissing santa claus in 1952? Answer:Jimmy Boyd
Disambiguation 2. Question: Who sang a less successful version of i saw mama kissing santa claus in 1952? Answer:Rock
Disambiguation 3. Question: Who sang i saw mama kissing santa claus in 1970? Answer:Jackson 5
"
Who sings you can keep your hat on?,"Joe Cocker sings ""You Can Leave Your Hat On.""","Disambiguation 1. Question: Who originally sang you can keep your hat on? Answer:Randy Newman
Disambiguation 2. Question: Who sang lead on and popularized you can keep your hat on in 1986? Answer:Joe Cocker
"
Where is peristalsis found in the digestive system?,"Peristalsis is found throughout the digestive system, including the esophagus, stomach, small intestine, and large intestine. It is the coordinated muscular contractions that move food and waste through the digestive tract.","Disambiguation 1. Question: In what organ system is peristalsis found in the digestive system? Answer:much of a digestive tract
Disambiguation 2. Question: In what type of muscle is peristalsis found in the digestive system? Answer:smooth muscle tissue
Disambiguation 3. Question: In what organs is peristalsis found in the digestive system? Answer:large intestine
"
Who plays michael myers in the original halloween?,Nick Castle plays Michael Myers in the original Halloween (1978).,"Disambiguation 1. Question: Who plays Michael Myers at age 6 in the original Halloween? Answer:Will Sandin
Disambiguation 2. Question: Who plays Michael Myers unmasked in the original Halloween? Answer:Tony Moran
Disambiguation 3. Question: Who plays the adult Michael Myers in the original Halloween movie? Answer:Nick Castle
Disambiguation 4. Question: Who plays Michael Myers in the final scenes of the original Halloween? Answer:Tommy Lee Wallace
"
What is the age of concent in florida?,The age of consent in Florida is 18 years old.,"Disambiguation 1. Question: What is the unlimited age of consent in florida? Answer:18
Disambiguation 2. Question: What is the limited age of consent in florida? Answer:16
"
Where does the blastocyst implant to become an embryo?,The blastocyst implants into the lining of the uterus to become an embryo.,"Disambiguation 1. Question: In what lining does the blastocyst implant, in order to become an embryo? Answer:endometrium
Disambiguation 2. Question: In what organ does the blastocyst implant, in order to become an embryo? Answer:uterus
Disambiguation 3. Question: Where does the blastocyst implant when it's an ectopic pregnancy? Answer:fallopian tube
"
When is a new spiderman movie coming out?,"The next Spider-Man movie, ""Spider-Man: No Way Home,"" is set to be released on December 17, 2021.","Disambiguation 1. Question: When is the 2017 spiderman movie coming out in Hollywood? Answer:June 28, 2017
Disambiguation 2. Question: When is the 2017 spiderman movie coming out in all of the United States? Answer:July 7, 2017
Disambiguation 3. Question: When is the 2017 spiderman movie coming out in the United Kingdom? Answer:July 5
Disambiguation 4. Question: When is the 2017 spiderman movie coming out in international markets other than the United Kingdom and United States? Answer:July 6
Disambiguation 5. Question: When is the 2014 spiderman movie coming out in Mexico? Answer:April 18, 2014
Disambiguation 6. Question: When is the 2014 spiderman movie coming out in the United States? Answer:May 2, 2014
Disambiguation 7. Question: When is the 2014 spiderman movie coming out in the United Kingdom? Answer:April 16, 2014
Disambiguation 8. Question: When is the 2012 spiderman movie coming out in Tokyo? Answer:June 30, 2012
Disambiguation 9. Question: When is the 2012 spiderman movie coming out in the United States? Answer:July 3, 2012
"
When did latvia became part of the soviet union?,"Latvia became part of the Soviet Union on August 5, 1940, following the signing of the Molotov-Ribbentrop Pact between Nazi Germany and the Soviet Union.","Disambiguation 1. Question: When did the People's Assembly of latvia declared Latvia a Socialist Soviet Republic? Answer:July 21
Disambiguation 2. Question: When was latvia incorporated into the soviet union? Answer:August 5, 1940
"
Who sings the theme song for the jeffersons?,The theme song for The Jeffersons is sung by Ja'net DuBois and Oren Waters.,"Disambiguation 1. Question: Who sings The Jeffersons theme song? Answer:Ja'net Dubois
Disambiguation 2. Question: Who sings a cover version of the theme song for The Jeffersons in 1978? Answer:Sammy Davis, Jr.
Disambiguation 3. Question: Who sings the theme song for the Jeffersons with Ja'net Dubois? Answer:a gospel choir
"
How many episodes of house of cards this season?,There are 8 episodes in the final season of House of Cards.,"Disambiguation 1. Question: How many episodes are in House of Cards season 5? Answer:13
Disambiguation 2. Question: How many episodes are in House of Cards season 4? Answer:13
Disambiguation 3. Question: How many episodes are in House of Cards season 3? Answer:13
"
When does dragon ball super new episode come out?,"Dragon Ball Super episodes typically air on Sundays in Japan. However, the release schedule may vary depending on the region and platform where you watch the show. It is recommended to check the official Dragon Ball Super website or streaming platforms for the most up-to-date information on new episode releases.","Disambiguation 1. Question: When does Japanese dragon ball super new episode 121 come out? Answer:December 24, 2017
Disambiguation 2. Question: When does Japanese dragon ball super new episode 120 come out? Answer:December 17, 2017
Disambiguation 3. Question: When does Japanese dragon ball super new episode 119 come out? Answer:December 10, 2017
Disambiguation 4. Question: When does American dragon ball super new episode 44 come out? Answer:December 16, 2017
Disambiguation 5. Question: When does American dragon ball super new episode 43 come out? Answer:December 9, 2017
Disambiguation 6. Question: When does American dragon ball super new episode 42 come out? Answer:December 2, 2017
"
When was the first passport issued in uk?,The first modern-style British passport was issued in 1915.,"Disambiguation 1. Question: When was the first mention of a passport as an Act of Parliament? Answer:1414
Disambiguation 2. Question: When was the first modern passport issued in the UK? Answer:1915
Disambiguation 3. Question: When was the first biometric passport issued in the UK? Answer:February 6, 2006
"
When was 1000 rs note introduced in india?,The 1000 rupee note was first introduced in India in November 2000.,"Disambiguation 1. Question: When was 1000 rs note first introduced in india? Answer:1938
Disambiguation 2. Question: When was 1000 rs note first reintroduced in india? Answer:1954
Disambiguation 3. Question: When was 1000 rs note last  reintroduced in india? Answer:November 2000
"
When is the last time the eagles won the superbo?,"The Philadelphia Eagles won the Super Bowl on February 4, 2018, when they defeated the New England Patriots in Super Bowl LII.","Disambiguation 1. Question: As of  the 2017-18 season, when was the last time the Eagles won the Super Bowl? Answer:February 4, 2017
Disambiguation 2. Question: As of the 2016-17, when was the last time the Eagles won the Super Bowl? Answer:never
Disambiguation 3. Question: as of 2015-16 season, when was the last time the Eagles won the Super Bowl? Answer:never
"
Who sang the original song live and let die?,"The original song ""Live and Let Die"" was performed by the British rock band Wings, which was led by Paul McCartney.","Disambiguation 1. Question: Who sang the original song live and let die that was in the opening credits of the film Live and Let Die? Answer:Sir James Paul McCartney CH MBE
Disambiguation 2. Question: Who sang the original song live and let die that was in the film Live and Let Die but not in the opening credits? Answer:B. J. Arnau
"
Who built the second temple in the bible?,"The second temple in the Bible was built by the Jewish people under the direction of Zerubbabel, a governor of the Persian Empire, and later completed by Ezra and Nehemiah.","Disambiguation 1. Question: Who built the second temple in the bible as worker originally? Answer:Jewish exile groups
Disambiguation 2. Question: Who built the second temple in the bible as governor originally? Answer:Zerubbabel
Disambiguation 3. Question: Who built the second temple in the bible as king completely? Answer:Herod
"
What is the difference between blue and red cigarettes?,Blue cigarettes typically have a milder taste and lower nicotine content compared to red cigarettes. Red cigarettes are usually stronger and have a higher nicotine content.,"Disambiguation 1. Question: What is the difference between Winfield blue and red cigarettes? Answer:Winfield Red (16 mg) and Winfield Blue (12 mg)
Disambiguation 2. Question: What is the difference between L&M blue and red cigarettes? Answer:L&M Red (Full Flavor) and L&M Blue Pack
Disambiguation 3. Question: What is the difference between Sterling blue and red cigarettes? Answer:Red and blue (smooth)
Disambiguation 4. Question: What is the difference between West blue and red cigarettes? Answer:West Red, 10 mg tar, 0.9 mg nicotine, 10 mg carbon monoxide and West Blue, 4 mg tar, 0.4 mg nicotine, 4 mg carbon monoxide
"
How many scoville units in a jalapeno pepper?,"A jalapeno pepper typically ranges from 2,500 to 8,000 Scoville Heat Units (SHU).","Disambiguation 1. Question: How many scoville units minimum in a jalapeno pepper? Answer:1,000
Disambiguation 2. Question: How many scoville units maximum in a jalapeno pepper? Answer:10,000
"
What channel is into the bad lands on?,"""Into the Badlands"" aired on AMC.","Disambiguation 1. Question: What channel is into the bad lands on in the United States, premiering in 2015? Answer:AMC
Disambiguation 2. Question: What channel is into the bad lands on in Australia? Answer:Showcase
Disambiguation 3. Question: What channel is into the bad lands on, airing as double episodes since August 20, 2016? Answer:BBC America
"
Who plays the fbi agent in shades of blue?,Warren Kole plays the FBI agent Robert Stahl in the TV show Shades of Blue.,"Disambiguation 1. Question: Who is the actor that plays the fbi agent, Robert Stahl, in shades of blue? Answer:Kole
Disambiguation 2. Question: Who is the actor that plays the fbi agent, Gail Baker, in shades of blue? Answer:Silva
Disambiguation 3. Question: Who is the actor that plays the fbi agent, Katie Myers, in shades of blue? Answer:Afton Williamson
"
Who got the most medals in 2016 olympics?,"Michael Phelps, an American swimmer, won the most medals at the 2016 Olympics with a total of 6 medals (5 gold and 1 silver).","Disambiguation 1. Question: What country got the most medals in the 2016 olympics? Answer:United States
Disambiguation 2. Question: What athlete got the most medals in the 2016 olympics? Answer:Michael Phelps
"
Who won the smackdown tag team champions at money in the bank?,Rey Mysterio and Dominik Mysterio defeated The Usos (Jey Uso and Jimmy Uso) to win the SmackDown Tag Team Championships at Money in the Bank.,"Disambiguation 1. Question: Who won the wwe smackdown tag team championship at money in the bank in 2017? Answer:The New Day
Disambiguation 2. Question: Who won the wwe smackdown tag team championship at money in the bank in 2018?|Who won the smackdown tag team championship at money in the bank for 2018? Answer:The Bludgeon Brothers
"
Who won the great food truck race in 2017?,The Lime Truck won the Great Food Truck Race in 2017.,"Disambiguation 1. Question: What truck won the Great Food Truck Race in 2017? Answer:Braised in the South
Disambiguation 2. Question: What chefs won the Great Food Truck Race in 2017? Answer:Nick, Steven, and Brandon
"
Who got promoted to the premier league this year?,"The three teams that were promoted to the Premier League for the 2021-2022 season were Norwich City, Watford, and Brentford.","Disambiguation 1. Question: Who got promoted to the premier league in 2017? Answer:Newcastle United F.C.
Disambiguation 2. Question: Who got promoted to the premier league in 2016? Answer:Burnley F.C.
Disambiguation 3. Question: Who got promoted to the premier league in 2015? Answer:Norwich City Football Club
"
When was the palace of fine arts built?,"The Palace of Fine Arts was built in 1915 for the Panama-Pacific International Exposition in San Francisco, California.","Disambiguation 1. Question: When was the palace of fine arts in San Francisco originally built? Answer:1915
Disambiguation 2. Question: When was the palace of fine arts in San Francisco rebuilt? Answer:1965
Disambiguation 3. Question: When was the palace of fine arts in San Francisco built to include a renovated lagoon, walkways, and a seismic retrofit? Answer:2009
Disambiguation 4. Question: When did the Palacio de Bellas Artes aka Palace of Fine Arts start being built in Mexico City? Answer:1 Oct 1904
Disambiguation 5. Question: When did the Palacio de Bellas Artes aka Palace of Fine Arts start finish being built and open in Mexico City? Answer:1934
"
Where do we find giant panda in asia?,"Giant pandas are found in the mountain ranges of central China, primarily in the Sichuan province but also in the Shaanxi and Gansu provinces.","Disambiguation 1. Question: Where do we find giant panda in the wild in asia? Answer:south central China
Disambiguation 2. Question: Where do we find giant panda in zoos in Asia? Answer:China, Hong Kong, Japan, Singapore, Russia, Taiwan, and Thailand
"
Who do you play as in modern warfare 2?,"In Call of Duty: Modern Warfare 2, players primarily control Sergeant Gary ""Roach"" Sanderson, a member of Task Force 141, and also briefly play as Private James Ramirez, a U.S. Army Ranger.","Disambiguation 1. Question: Who from the 141 do you play as in modern warfare 2? Answer:Sergeant Gary ""Roach"" Sanderson
Disambiguation 2. Question: Who from the Army Rangers do you play as in modern warfare 2? Answer:Private James Ramirez
Disambiguation 3. Question: Which Captain do you play as in modern warfare 2? Answer:Captain MacTavish
"
Who won gold medal in badminton in commonwealth games 2018?,"In the Commonwealth Games 2018, the gold medal in badminton was won by Malaysia's mixed doubles pair of Goh Liu Ying and Chan Peng Soon.","Disambiguation 1. Question: Who won the gold medal in the men's singles in badminton in Commonwealth Games 2018? Answer:Lee Chong Wei
Disambiguation 2. Question: Who won the gold medal in the women's singles in badminton in Commonwealth Games 2018? Answer:Saina Nehwal
Disambiguation 3. Question: Who won the gold medal in the men's doubles in badminton in Commonwealth Games 2018? Answer:Marcus Ellis and Chris Langridge
Disambiguation 4. Question: Who won the gold medal in the women's doubles in badminton in Commonwealth Games 2018? Answer:Chow Mei Kuan and Vivian Hoo
Disambiguation 5. Question: Who won the gold medal in the mixed doubles in badminton in Commonwealth Games 2018? Answer:Chris Adcock and Gabrielle Adcock
Disambiguation 6. Question: Who won the gold medal in the mixed team in badminton in Commonwealth Games 2018? Answer:India
"
What countries did the western front run through?,"The western front ran through France, Belgium, and Luxembourg during World War I.","Disambiguation 1. Question: What countries did the western front run through in World War I? Answer:Belgium, north-eastern France, Alsace-Lorraine, Luxembourg, and western Germany
Disambiguation 2. Question: What countries did the western front run through in World War II? Answer:Denmark, Norway, Luxembourg, Belgium, the Netherlands, the United Kingdom, France, Italy, and Germany
"
When's the last time georgia won the national championship?,The last time Georgia won the national championship in football was in 1980.,"Disambiguation 1. Question: When's the last time georgia football won the national championship? Answer:1980
Disambiguation 2. Question: When's the last time georgia baseball won the national championship? Answer:1990
Disambiguation 3. Question: When's the last time georgia gymnastics won the national championship? Answer:2009
Disambiguation 4. Question: When's the last time georgia men's golf won the national championship? Answer:2005
Disambiguation 5. Question: When's the last time georgia women's golf won the national championship? Answer:2001
Disambiguation 6. Question: When's the last time georgia women's swimming and diving won the national championship? Answer:2016
Disambiguation 7. Question: When's the last time georgia men's tennis won the national championship? Answer:2008
Disambiguation 8. Question: When's the last time georgia women's tennis won the national championship? Answer:2019
Disambiguation 9. Question: When's the last time georgia men's track and field won the national championship? Answer:2018
Disambiguation 10. Question: When's the last time georgia women's track and field won the national championship? Answer:2018
Disambiguation 11. Question: When's the last time georgia equestrian won the national championship? Answer:2014
"
Who won the most recent world series game?,The most recent World Series game was won by the Atlanta Braves.,"Disambiguation 1. Question: Who won the most recent world series game on November 1,2017? Answer:Houston Astros
Disambiguation 2. Question: Who won the most recent world series game on October 31,2017? Answer:Los Angeles Dodgers
Disambiguation 3. Question: Who won the most recent world series game on October 29,2017? Answer:Houston Astros
"
The most holy name of mary feast day?,The most holy name of Mary feast day is celebrated on September 12th.,"Disambiguation 1. Question: When is the most holy name of mary feast day generally observed? Answer:12 September
Disambiguation 2. Question: When was the most holy name of mary feast day first observed? Answer:12 September 1684
"
What was the longest war in the us?,"The longest war in U.S. history is the ongoing war in Afghanistan, which began in 2001 and continues to this day.","Disambiguation 1. Question: What was the longest war that the US participated in? Answer:Afghanistan War
Disambiguation 2. Question: What was the longest was that took place in the US? Answer:Ohio War
"
Who was president of the united states in 1963?,John F. Kennedy was the President of the United States in 1963.,"Disambiguation 1. Question: Who was president of the United States until November 22, 1963? Answer:John F. Kennedy
Disambiguation 2. Question: Who was president of the United States after November 22, 1963? Answer:Lyndon B. Johnson
"
When did motown the musical open on broadway?,"Motown the Musical opened on Broadway on April 14, 2013.","Disambiguation 1. Question: When did motown the musical start previews on broadway? Answer:March 11
Disambiguation 2. Question: When did motown the musical premier on broadway? Answer:April 14, 2013
"
Whats the record for most wins in a row mlb?,"The record for most consecutive wins in Major League Baseball is 26, achieved by the 1916 New York Giants.","Disambiguation 1. Question: How many wins is the record for most wins in a row in regular season MLB? Answer:26
Disambiguation 2. Question: How many wins is the record for most wins in a row in the postseason in MLB? Answer:12
Disambiguation 3. Question: How many wins is the record for most wins in a row in the world season in MLB? Answer:14
"
When does season 3 star vs the forces of evil come out?,"Season 3 of Star vs. the Forces of Evil premiered on July 15, 2017.","Disambiguation 1. Question: When does season 3 star vs the forces of evil start airing? Answer:July 15, 2017
Disambiguation 2. Question: Over what time span does season 3 star vs the forces of evil come out? Answer:July 15, 2017 - April 7, 2018
"
When was anorexia classified as a mental illness?,Anorexia was officially classified as a mental illness in the Diagnostic and Statistical Manual of Mental Disorders (DSM) in 1980.,"Disambiguation 1. Question: When was anorexia classified by the medical profession as a recognized condition? Answer:late 19th century
Disambiguation 2. Question: When were the earliest descriptions of anorexic illnesses noted? Answer:1689
"
