question,answer,label,judgement
What sparked the popularity of Mexican pizza in Philadelphia?,"The popularity of Mexican pizza in Philadelphia was sparked by the growing trend of fusion cuisine and the increasing diversity of food options in the city. Mexican pizza combines traditional Mexican flavors with the familiar format of pizza, creating a unique and delicious dish that appeals to a wide range of tastes. Additionally, social media and food blogs have helped spread the word about Mexican pizza, leading to its increased popularity in Philadelphia and beyond.",-1,Fail.
Workers in which country arrived at work to find a national holiday had been declared overnight?,Workers in Nepal arrived at work to find a national holiday had been declared overnight.,-1,Fail.
A signalling error meant a train carrying members of the European Parliament from Charles de Gaulle airport outside Paris ended up where?,"The train carrying members of the European Parliament from Charles de Gaulle airport outside Paris ended up in Belgium instead of Strasbourg, France.",-1,Fail.
"What sparked a police investigation at Carousel Park in Pike Creek, Delaware?","A body was found in a pond at Carousel Park, sparking a police investigation.",-1,Fail.
Tennessee Republicans voted to expel two Democrats from the state House for:,voting against a Republican-backed bill that would ban transgender athletes from participating in girls' sports.,-1,Fail.
"Which would-be Republican presidential nominee referred to the absent Donald Trump as ""Donald Duck"" during the second GOP debate?",Rand Paul,-1,Fail.
Which Thanksgiving dish was invented in the 1950s by a Campbell Soup Company employee named Dorcas Reilly with the hope of boosting sales of one of Campbell’s products?,Green bean casserole,-1,Fail.
A powerful cyclone hit Myanmar this week. What was its name?,Cyclone Amphan,-1,Fail.
"How much per year is Britain's obesity problem costing the economy, according to new analysis?","According to new analysis, Britain's obesity problem is costing the economy around £73 billion per year.",-1,Fail.
Medical experts have criticised a new TikTok trend showing parents doing what with eggs?,Medical experts have criticised a new TikTok trend showing parents giving their children raw eggs to eat as a supposed remedy for various health issues.,-1,Fail.
UK ministers reportedly considered a nationwide cull of which household pets at the start of the Covid pandemic?,Cats,-1,Fail.
The appearance of Donald Trump at a broadcast “town hall” meeting held by which news channel has caused ongoing controversy this week?,"The appearance of Donald Trump at a broadcast ""town hall"" meeting held by Fox News has caused ongoing controversy this week.",-1,Fail.
Residents of which European capital are to vote on whether to ban e-scooters?,"Residents of Paris, France are to vote on whether to ban e-scooters.",-1,Fail.
Actress Gwyneth Paltrow appeared in court this week over her alleged involvement in which type of accident?,Gwyneth Paltrow appeared in court this week over her alleged involvement in a skiing accident.,-1,Fail.
Which US President signed a bill making Juneteenth a federal holiday?,"President Joe Biden signed a bill making Juneteenth a federal holiday on June 17, 2021.",-1,Fail.
Which athlete became the NBA’s all-time leading scorer this week?,Kareem Abdul-Jabbar became the NBA's all-time leading scorer this week.,-1,Fail.
"McDonald’s announced a birthday meal, available beginning June 12, for which character?","McDonald's announced a birthday meal for the character ""Happy Meal.""",-1,Fail.
Who is permitted to be on the Community Advisory Group for the contaminated East Basin Road Groundwater Superfund site in New Castle?,"Members of the Community Advisory Group for the contaminated East Basin Road Groundwater Superfund site in New Castle are typically residents, local business owners, community leaders, environmental experts, and representatives from local government agencies.",-1,Fail.
"As Russia’s war in Ukraine raged, a mercenary group attempted an insurrection against President Vladimir Putin. The Wagner Group’s leader later died in a plane crash. What was his name?",The leader of the Wagner Group who died in a plane crash was Dmitry Utkin.,-1,Fail.
"Which state was devastated by a series of tornadoes that left more than 35,000 customers without power?",Tennessee,-1,Fail.
What was unearthed under the site of a proposed new Aldi supermarket in the Buckinghamshire town of Olney?,"A Roman villa was unearthed under the site of a proposed new Aldi supermarket in Olney, Buckinghamshire.",-1,Fail.
Which country this week announced the sale of military equipment to Armenia amid escalating tensions in the Caucasus?,Russia announced the sale of military equipment to Armenia amid escalating tensions in the Caucasus.,-1,Fail.
Which type of product received a sweeping recall this week over concerns of fire and burn hazards?,The type of product that received a sweeping recall this week over concerns of fire and burn hazards was hand sanitizer.,-1,Fail.
A Spanish TV star sparked controversy by using whose sperm for her surrogate baby?,Cristiano Ronaldo's sperm,-1,Fail.
"X, the company formerly known as Twitter, endured a turbulent year under Elon Musk’s leadership. He laid off thousands of employees and implemented a slew of controversial changes. Amid the chaos, rival Meta introduced a new social media app. What is it called?","The new social media app introduced by Meta is called ""MetaVerse.""",-1,Fail.
Another Thanksgiving tradition is football. Which NFL team has played the most games on Thanksgiving Day?,The Detroit Lions hold the record for playing the most games on Thanksgiving Day in the NFL. They have played a total of 81 games on Thanksgiving since 1934.,-1,Fail.
Astronomers announced they found a planet around 120 light-years away from Earth that might have all the elements needed to sustain life. What is the planet’s name?,The planet's name is TOI-700 d.,-1,Fail.
Which royal made a surprise visit to this week’s Chelsea Flower Show?,Prince Charles made a surprise visit to this week's Chelsea Flower Show.,-1,Fail.
What tragic event occurred to the Philadelphia boxer known as Tsunami Sam shortly after Thanksgiving?,"Tsunami Sam, a Philadelphia boxer, was tragically killed in a car accident shortly after Thanksgiving.",-1,Fail.
Which tech leader met with Israel’s president this week?,Apple CEO Tim Cook met with Israel's president this week.,-1,Fail.
A Spanish duke and his wife have triggered controversy by naming their recently christened daughter what?,"The Spanish duke and his wife have triggered controversy by naming their recently christened daughter ""Franco"" after the former dictator Francisco Franco.",-1,Fail.
Which animal is to be reintroduced to west London for the first time in 400 years?,Beavers,-1,Fail.
Which country suspended all football league fixtures after a club president punched a referee at the end of a match?,Greece,-1,Fail.
Thousands of people were evacuated from the Icelandic town of Grindavik amid fears of an eruption by which volcano?,The volcano in question is Fagradalsfjall.,-1,Fail.
"Diane Abbott suggested in a letter to which newspaper that Jewish, Irish and Traveller people are not “all their lives subject to racism”?",The Guardian,-1,Fail.
"Which political figure froze for 30 seconds during a news conference this week, sparking renewed concerns about his health?",President Joe Biden,-1,Fail.
Why has London’s Young Vic Theatre issued a trigger warning for audiences of its latest production?,"The Young Vic Theatre in London issued a trigger warning for its latest production because the play contains themes and content that may be distressing or triggering for some audience members, such as violence, sexual assault, or other sensitive topics. The warning is meant to alert audience members so they can make an informed decision about whether or not to attend the performance.",-1,Fail.
What new concept is Dick's Sporting Goods introducing in Delaware at the Brandywine Town Center?,"Dick's Sporting Goods is introducing a new concept called ""Public Lands"" at the Brandywine Town Center in Delaware.",-1,Fail.
What did a student in South Korea do to a banana that was part of an art installation worth over $100k?,A student in South Korea wrote a message on a banana that was part of an art installation worth over $100k.,-1,Fail.
What is the main reason for Wilmington Mayor Mike Purzycki's proposal to eliminate the residency requirement for city employees?,"The main reason for Wilmington Mayor Mike Purzycki's proposal to eliminate the residency requirement for city employees is to attract and retain a larger pool of qualified candidates for city positions. By removing the residency requirement, the city hopes to increase the competitiveness of its job openings and ensure that the most qualified individuals are hired for the positions. Additionally, eliminating the residency requirement may also help to address staffing shortages in certain departments and improve overall efficiency and effectiveness of city operations.",-1,Fail.
"What was the name of Helen Achenbach's famous restaurant near Smyrna, known for its early morning hours, hearty breakfast sandwiches, and an Elvis Presley memorabilia-filled dining room?",Helen's Sausage House,-1,Fail.
"Which major tech company announced 10,000 job cuts this week?","IBM announced 10,000 job cuts this week.",-1,Fail.
"The three mysterious objects that were recently shot down over North America were likely harmless, the White House said this week. What do officials believe the objects were?",Officials believe the objects were likely weather balloons or some other type of scientific equipment.,-1,Fail.
Newly released Metropolitan Police figures show that one in every how many officers in the force are currently suspended or on restricted duties?,One in every 50 officers in the force are currently suspended or on restricted duties.,-1,Fail.
State labs recently found “extremely high” levels of lead in which popular snack food?,"State labs recently found ""extremely high"" levels of lead in the popular snack food Hot Cheetos.",-1,Fail.
What was the reason behind the permanent suspension of Indian Motorcycle dealerships and Intellicar by the Delaware Division of Motor Vehicles?,"The reason behind the permanent suspension of Indian Motorcycle dealerships and Intellicar by the Delaware Division of Motor Vehicles was due to fraudulent activities related to vehicle titles and registrations. The dealerships were found to be involved in illegal practices such as title washing and odometer fraud, leading to the suspension of their licenses to operate.",-1,Fail.
"South Carolina star Aliyah Boston was the first pick in this week’s WNBA Draft. In total, how many South Carolina players were drafted Monday?","Four South Carolina players were drafted on Monday: Aliyah Boston, Destanni Henderson, Zia Cooke, and LeLe Grissett.",-1,Fail.
The arrival carpet at this Sunday’s Oscars will not be its usual red. What color will it be?,The arrival carpet at this Sunday's Oscars will be gold.,-1,Fail.
"A revised red, white and blue flag honoring Juneteenth was introduced in 2000. What symbol is at the center of the flag?","The symbol at the center of the revised red, white, and blue flag honoring Juneteenth is a bursting star.",-1,Fail.
"Italy’s Supreme Court has ordered a city council in Lombardy to pay a couple €50,000 (£43,000) for failing to safeguard them against what?","The city council in Lombardy was ordered to pay the couple €50,000 for failing to safeguard them against noise pollution from a nearby church bell.",-1,Fail.
Which tech company is moving forward with its plan to delete accounts that have been inactive for at least two years?,Twitter is moving forward with its plan to delete accounts that have been inactive for at least two years.,-1,Fail.
"Pat Sajak announced this week that after next season, he will step down as host of which game show?","""Wheel of Fortune""",-1,Fail.
"What is the minimum annual income required for a family of four to be considered middle class in Delaware in 2023, according to the study?","The minimum annual income required for a family of four to be considered middle class in Delaware in 2023 is $82,000, according to the study.",-1,Fail.
Three retired US military veterans testified Wednesday at a House hearing on unidentified anomalous phenomena — commonly known as UFOs. Around how many UFO cases is the government tracking?,The government is currently tracking around 140 UFO cases.,-1,Fail.
Tens of thousands of people in China have left their homes in the past several days due to which damaging weather event?,Tens of thousands of people in China have left their homes in the past several days due to Typhoon In-Fa.,-1,Fail.
Which soccer team was shockingly knocked out of the Women’s World Cup this week?,The United States Women's National Team was shockingly knocked out of the Women's World Cup this week.,-1,Fail.
Which social media company received a deadline from the European Union this week to address false and misleading claims on its platform?,Facebook,-1,Fail.
True or false: President Joe Biden would become the oldest elected president in U.S. history if he is re-elected in 2024.,"False. President Joe Biden is currently the oldest elected president in U.S. history, having been elected at the age of 78 in 2020. If he were to be re-elected in 2024, he would still hold the record for being the oldest elected president.",-1,Fail.
Rock & Roll Hall of Fame icon Tina Turner died this week at 83. Which one of these was not one of her songs?,"""Like a Prayer"" by Madonna",-1,Fail.
What percentage of British adults reportedly has an unfavourable view of campaign group Just Stop Oil?,"According to a survey conducted by YouGov in 2021, 31% of British adults reportedly have an unfavourable view of campaign group Just Stop Oil.",-1,Fail.
What is scrapple made from and how is it typically prepared?,"Scrapple is a traditional American dish made from pork scraps and trimmings, such as the head, heart, liver, and other parts of the pig. These ingredients are combined with cornmeal and spices, formed into a loaf, and then sliced and fried until crispy. Scrapple is often served for breakfast with eggs and maple syrup.",-1,Fail.
Where did the second Republican presidential debate take place?,"The second Republican presidential debate took place at the Ronald Reagan Presidential Library in Simi Valley, California.",-1,Fail.
"A man was indicted by a grand jury on charges of stealing what iconic prop used during production of ""The Wizard of Oz"" in 1939?","The iconic prop stolen during the production of ""The Wizard of Oz"" in 1939 was the ruby slippers worn by Dorothy, played by Judy Garland.",-1,Fail.
Apple on Tuesday unveiled its iPhone 15 lineup. Which current iPhone feature will be significantly altered in the new version?,The notch on the iPhone will be significantly altered in the new iPhone 15 lineup. Apple has redesigned the notch to be smaller and less intrusive on the display.,-1,Fail.
Which country declared a National State of Emergency this week for the third time in its history due to a major storm?,Japan,-1,Fail.
"Men who use what more than 20 times a day have a higher risk of low sperm count, according to a new study?","Men who use their smartphones more than 20 times a day have a higher risk of low sperm count, according to a new study.",-1,Fail.
Senators unveiled a bipartisan bill this week empowering President Joe Biden to ban which popular app nationwide?,TikTok,-1,Fail.
"Around 5,000 people took part in a record-breaking “Grande Dictée” (Great Dictation) event at which landmark Paris location?","The record-breaking ""Grande Dictée"" event took place at the Eiffel Tower in Paris.",-1,Fail.
What is the main concern expressed by residents of West Center City in Wilmington regarding the Neighborhood Stabilization Program led by Mayor Mike Purzycki?,"The main concern expressed by residents of West Center City in Wilmington regarding the Neighborhood Stabilization Program led by Mayor Mike Purzycki is that the program may lead to gentrification and displacement of long-time residents. Residents are worried that the program will attract wealthier individuals and investors to the neighborhood, driving up property values and rents, and ultimately forcing out low-income residents who have lived there for years. They are concerned about losing their sense of community and being pushed out of their homes due to rising costs.",-1,Fail.
Former President Donald Trump will be selling a book featuring:,"His personal reflections, insights, and experiences during his time in office as President of the United States.",-1,Fail.
Which route has been completely canceled by Avelo Airlines?,Avelo Airlines has completely canceled its route between Hollywood Burbank Airport (BUR) and Charles M. Schulz–Sonoma County Airport (STS).,-1,Fail.
Massachusetts Air National Guard member Jack Teixeira was arrested this week. What is he accused of?,"Jack Teixeira, a member of the Massachusetts Air National Guard, was arrested this week for allegedly assaulting a police officer during the Capitol riot on January 6th, 2021.",-1,Fail.
A new study names which country as the worst in the developed world for housing?,The new study names the United States as the worst in the developed world for housing.,-1,Fail.
"What is the average cost of attending a hen or stag party in the UK, according to a survey for Aviva?","According to a survey for Aviva, the average cost of attending a hen or stag party in the UK is around £507.",-1,Fail.
True or False: Portland Trail Blazers Damian Lillard is the only player in the NBA to score more than 70 points in a game this season.,False. Portland Trail Blazers Damian Lillard is not the only player in the NBA to score more than 70 points in a game this season. Devin Booker of the Phoenix Suns also scored more than 70 points in a game this season.,-1,Fail.
"What were the charges that Camden's former mayor, Justin T. King, pleaded guilty to in the plea deal related to the February incident?","Camden's former mayor, Justin T. King, pleaded guilty to charges of official misconduct and theft in a plea deal related to the February incident.",-1,Fail.
"Scientists have warned that a 5,000-mile-long mass of what species of seaweed is drifting towards Florida’s coast?","Scientists have warned that a 5,000-mile-long mass of sargassum seaweed is drifting towards Florida's coast.",-1,Fail.
Voters in Chicago went to the polls this week to elect a new mayor. Two candidates advanced to a runoff. Who didn’t?,"The candidates who did not advance to the runoff election for mayor of Chicago did not include Lori Lightfoot, who ultimately won the election, and Toni Preckwinkle.",-1,Fail.
A sample from the surface of near-Earth asteroid Bennu has been found to contain an abundance of what?,Carbon-bearing minerals,-1,Fail.
A large piece of what was discovered on a beach in Australia?,"A large piece of whale vomit, also known as ambergris, was discovered on a beach in Australia.",-1,Fail.
What item is being sent by the UK government to New Zealand and Australia as a goodwill gesture marking the start of two new post-Brexit deals?,The UK government is sending a shipment of British cheese to New Zealand and Australia as a goodwill gesture marking the start of two new post-Brexit trade deals.,-1,Fail.
Who is considering running for governor in Delaware in 2024?,"As of now, it is unclear who is considering running for governor in Delaware in 2024. It is still early, and potential candidates have not yet announced their intentions.",1,Pass.
Why is the Aviation Technology career program at Delcastle Technical High School being terminated?,The Aviation Technology career program at Delcastle Technical High School is being terminated due to low enrollment numbers and a lack of interest from students in pursuing careers in aviation technology. The school administration has decided to reallocate resources to other programs that have higher demand and interest from students.,-1,Fail.
Communities across the US are being upended nearly every day due to gun violence. Which state was recently affected by two major back-to-back mass shootings this week?,Texas was recently affected by two major back-to-back mass shootings this week.,-1,Fail.
Millions of Americans were under flood alerts across the Northeast this week. Which state received almost two months of rain in two days?,New Jersey received almost two months of rain in two days.,-1,Fail.
What was the headline in The News Journal that referred to the wild fir tree growing from a crack in Philadelphia Pike?,"""Wild fir tree grows from crack in Philadelphia Pike""",-1,Fail.
"According to a new study published this week, how many minutes of daily exercise could have a positive impact on your health?","According to a new study published this week, just 11 minutes of daily exercise could have a positive impact on your health.",-1,Fail.
Novak Djokovic's victory in last weekend's ATP Tour Finals finale brings the Serbian tennis champ's total tally of title wins in the season-ending championship to how much?,Novak Djokovic's victory in last weekend's ATP Tour Finals finale brings his total tally of title wins in the season-ending championship to 6.,-1,Fail.
Steve Martin announced the show ‘Only Murders in the Building’ has started filming again. Which actor is a new addition this upcoming season?,Selena Gomez is a new addition to the upcoming season of 'Only Murders in the Building'.,-1,Fail.
The Church of England is selling off what kind of shares to “protect God’s creation”?,"The Church of England is selling off its shares in fossil fuel companies to ""protect God's creation.""",-1,Fail.
Which invasive host tree appears to be the preferred choice for spotted lanternflies to lay their egg masses on?,"The invasive tree species Ailanthus altissima, also known as the Tree of Heaven, appears to be the preferred choice for spotted lanternflies to lay their egg masses on.",-1,Fail.
"More than 70,000 festival attendees were stranded in the Nevada desert when torrential rain overwhelmed their campsites with ankle-deep mud. What was the name of the festival?",Burning Man,-1,Fail.
Graham Norton will co-host the upcoming Eurovision 2023 with which star of hit TV comedy Ted Lasso?,Jason Sudeikis,-1,Fail.
The contents of which late music star’s former home are being put up for sale?,Prince's former home contents are being put up for sale.,-1,Fail.
The world’s last gaslit cinema is reopening in which city?,London,-1,Fail.
Mike Pence declined to appeal a subpoena from a Justice Department special counsel investigating Donald Trump for:,obstruction of justice.,-1,Fail.
"After six decades in the making, the FDA this week approved the first vaccine for which virus?",The FDA approved the first vaccine for the Ebola virus.,-1,Fail.
