question,answer,reference,label,judgement
Which movie currently holds the top spot on worldwide box office charts?,"The ""Barbie"" movie currently holds the top spot on worldwide box office charts.",“Barbie”,1,Pass.
Earth saw its hottest day on record this week. What was the global temperature on Tuesday that exceeded all previous records?,The global temperature on Tuesday that exceeded all previous records was 17.18°C (62.9°F).,62.9°F,1,Pass.
US fighter jets recently shot down a suspected spy balloon off the East Coast. Which country did the balloon belong to?,The balloon belonged to China.,China,1,Pass.
The Financial Conduct Authority announced this week that the UK cap on bankers' bonuses will be lifted when?,The UK cap on bankers' bonuses will be lifted from 31 October.,Halloween,1,Pass.
The CDC updated its recommendations on Covid-19 vaccines to allow another booster dose for people in which age group?,The CDC updated its recommendations on Covid-19 vaccines to allow another booster dose for people who are 65 and older or those with weakened immune systems.,65+ years old,1,Pass.
The UK government has given a contract to a travel firm from which country for its planned asylum-seeker housing barges?,The UK government has given a contract to an Australian travel firm for its planned asylum-seeker housing barges.,Australia,1,Pass.
Tory MP James Wild has suggested doing what to help prevent littering?,Tory MP James Wild has suggested installing cameras on bin lorries to help prevent littering.,Adding warnings on packaging about the environmental impact of litter,-1,Fail.
What is the name of the latest Covid variant surging in the UK?,"The latest Covid variant surging in the UK is EG.5.1, also known as Eris.",Eris,1,Pass.
Which country’s prime minister unexpectedly announced that she will resign within weeks?,New Zealand's Prime Minister Jacinda Ardern unexpectedly announced that she will resign within weeks.,New Zealand,1,Pass.
Former president Donald Trump pleaded not guilty to how many felony counts of falsifying business records when he appeared in a New York court this week?,Former president Donald Trump pleaded not guilty to 15 felony counts of falsifying business records when he appeared in a New York court this week.,34,-1,Fail.
"Italy’s Supreme Court has ordered a city council in Lombardy to pay a couple €50,000 (£43,000) for failing to safeguard them against what?",The city council in Lombardy failed to safeguard the couple against noise pollution.,Nightlife noise,1,Pass.
Disney this week stopped selling what in Australia?,Disney has stopped selling physical media formats such as DVDs and Blu-rays in Australia.,DVDs and Blu-ray discs,1,Pass.
Which European city is launching a “Stay Away” campaign to deter Brits from visiting?,Amsterdam,Amsterdam,1,Pass.
