question,answer,label,judgement
Alan Shearer became the fifth British player to do what?,Alan Shearer became the fifth British player to command a transfer fee of more than £15 million.,-1,Fail.
What happened on March 30 2010?,"On March 30, 2010, there is no specific notable event mentioned in the provided context.",1,Pass.
Where in Beijing did the Dalai Lama's government flee?,"The Dalai Lama's government fled to Dharamsala, India.",1,Pass.
What exist for a second in a lab?,Subatomic particles exist for only a fixed fraction of a second in a lab.,-1,Fail.
Who settles the dispute when the President and Vice President cannot come to an agreement for a date of adjournment?,"When the President and Vice President cannot come to an agreement for a date of adjournment, the President may settle the dispute.",-1,Fail.
In what month was Lincoln released?,Lincoln was released in November.,-1,Fail.
The District of Columbia is on land donated by what two states?,The District of Columbia is on land donated by the states of Maryland and Virginia.,-1,Fail.
During what conflict did western universities influence madrasa?,Western universities influenced madrasas during the Crusades conflict.,-1,Fail.
What kind of properties does Coulomb's law have?,"Coulomb's law has the property of describing the force between two charged particles, which is inversely proportional to the square of the distance between them and directly proportional to the product of their charges. In QED vacuum, Coulomb's law is modified due to the presence of vacuum fluctuations and the finite energy of vacuum energy. This modification affects the electric potential near an electric charge in vacuum.",-1,Fail.
What term denoted someone from the northern kingdom of Judah?,"The term denoted someone from the northern kingdom of Judah is ""Israelite.""",-1,Fail.
Which three browsers promised to develop Metro-style versions of their browsers?,"The three browsers that promised to develop Metro-style versions were Chrome, Firefox, and Internet Explorer.",-1,Fail.
Voiced symbols are seldom what?,Voiced symbols are seldom actually aspirated.,1,Pass.
What is the population of Cameroon as of 2014?,The population of Cameroon as of 2014 was around 4.7 million.,-1,Fail.
Who came up with the term salvarsan?,Paul Ehrlich came up with the term salvarsan.,-1,Fail.
In 1976 what religious group was founded?,"In 1976, the Word of God religious group was founded in Ann Arbor.",-1,Fail.
Materialism is not frequently assimilated to what? ,Materialism is not frequently assimilated to dualism.,-1,Fail.
What did Christopher Green say of the similarities between traditional cubist and Salon Cubists?,"Christopher Green stated that it is not clear to what extent the Salon Cubists depended on Picasso and Braque for their development of techniques such as faceting, 'passage', and multiple perspective. He suggested that they could have arrived at these practices with little knowledge of 'true' Cubism in its early stages, guided primarily by their own understanding of Cézanne.",1,Pass.
What is group law endowed with?,Group law is endowed with continuity and stability in order for the group operations to interweave well with the topology.,-1,Fail.
How many copies did Ghost REcon Advanced Warfighter sell in 2007?,Ghost Recon Advanced Warfighter sold over a million copies in 2007.,-1,Fail.
Considerable research has been done changing what?,The science of clothing in relation to environmental physiology.,1,Pass.
In particle physics what should there be to preserve entropy?,"In particle physics, to preserve entropy, there should be a time asymmetry. This time asymmetry is necessary to counterbalance the violation of CP symmetry and maintain CPT symmetry. This asymmetry is crucial for ensuring that the laws of physics, particularly the Second law of thermodynamics, are upheld and that entropy continues to increase over time.",-1,Fail.
How often are in-house academic journals published typically?,"In-house academic journals are typically published on a regular basis, often quarterly or biannually. However, the frequency of publication can vary depending on the specific journal and its editorial schedule.",-1,Fail.
What is the climate description for the middle band of Namibia?,"The middle band of Namibia has a semi-arid climate, with average annual rainfall ranging between 300 and 500 mm. This region encompasses most of the waterless Kalahari desert. The temperatures are limited by the overall elevation of the region, with maximum temperatures typically not exceeding the mid-40s °C.",-1,Fail.
What determines the order in which suras aren't placed in the Quran?,"The order in which suras are placed in the Quran is not determined by the sequence of revelation. Instead, the suras are arranged roughly in order of decreasing size. This means that longer suras are generally placed towards the beginning of the Quran, while shorter suras are towards the end. Additionally, the arrangement of suras is not based on whether they are Meccan or Medinan, as a sura classified as Medinan may contain Meccan verses and vice versa. The titles of the suras are derived from names or qualities discussed in the text, or from the first letters or words of the sura.",-1,Fail.
What is the approach on a biotechnology farm?,"On a biotechnology farm, the approach would likely involve utilizing biotechnological tools and techniques to enhance crop productivity, disease resistance, and overall agricultural sustainability. This may include the use of genetically modified organisms (GMOs), gene editing, and other biotechnological advancements to improve crop traits and reduce the need for chemical pesticides. Additionally, integrated pest management strategies may be employed to minimize the use of harmful chemicals and promote a more balanced ecosystem on the farm. Overall, the approach on a biotechnology farm would likely focus on leveraging biotechnological innovations to optimize agricultural practices and achieve higher yields in a sustainable manner.",-1,Fail.
Who managed the Bolton Wanderers during the 1995-96 season?,Joe Royle managed the Bolton Wanderers during the 1995-96 season.,-1,Fail.
What is the method in which videos can average a color similar to?,The method in which videos can average a color similar to is similar to the methods used in JPEG image compression.,-1,Fail.
What sort of customers did Selfridges least often cater to?,Selfridges least often catered to customers who were looking to shop out of necessity rather than for pleasure.,-1,Fail.
What typically covers an MI?,"An MI is typically covered by workers' compensation insurance if it is deemed to be a work-related injury, such as if it results from unusual emotional stress or exertion. In some jurisdictions, heart attacks suffered by certain occupations may be classified as line-of-duty injuries. However, in general, a heart attack is not covered by insurance unless it meets specific criteria for work-relatedness.",-1,Fail.
What is more stable than the melatonin offset?,The melatonin offset is more stable than the melatonin onset.,-1,Fail.
What do information resources allow to pop-up in a window?,"Information resources allow content such as websites, articles, images, videos, and other forms of media to pop-up in a window.",-1,Fail.
What three groups are annelids traditionally divided among?,"The three groups that annelids are traditionally divided among are polychaetes, oligochaetes, and hirudinomorphs.",-1,Fail.
Okeh Records had whom as a subsidiary?,Columbia Phonograph Company,-1,Fail.
What isn't the German Empire?,"The German Empire is not a single sovereign state, as the states of Germany retain the right to act on their own behalf at an international level.",1,Pass.
Choosing to follow comic book tradition and tropes was called what?,"Choosing to follow comic book tradition and tropes was called a ""superheroes in the real world"" approach.",-1,Fail.
What theory did Matisse say his choice of colors was based on?,"Matisse said his choice of colors was based on observation, feelings, and the real nature of each experience, rather than on scientific theory.",-1,Fail.
Who is a celebrity that the CIA has a file on?,One celebrity that the CIA has a file on is John Lennon.,-1,Fail.
What did Popper think the weakness of a scientific theory lay in?,Popper believed that the weakness of a scientific theory lay in its inability to be falsified by criticism or experimentation. He argued that a scientific theory should be able to be proven false in order to be considered valid.,-1,Fail.
What year did the destruction of the church begin?,The destruction of the church began in 1666 during the Great Fire of London.,-1,Fail.
Where was the Gustav Lindenthal Conference located?,The Gustav Lindenthal Conference was located in Pittsburgh.,-1,Fail.
Who supported the unban against government aid to religious schools before 1970?,"Before 1970, the ban against government aid to religious schools was supported by most Protestants (and most Jews).",1,Pass.
When did the first SDTV transmissions happen in Europe?,The first SDTV transmissions in Europe happened in the 1980s.,-1,Fail.
When did Friends of the Earth begin protesting Shell?,"Friends of the Earth began protesting Shell in the Niger Delta prior to January 2013, as evidenced by the Dutch court case mentioned in the context.",-1,Fail.
What is Mata o le Afi probably the result of?,Mata o le Afi is probably the result of volcanic activity.,-1,Fail.
What does the Rayleigh-Jeans law avoid predictions for in terms of values?,The Rayleigh-Jeans law avoids predictions for high frequencies or short wavelengths in terms of values.,-1,Fail.
"Where isn't Magasin's ""flagship"" store located? ","Magasin's ""flagship"" store is not located in Jutland.",1,Pass.
What is one of the most recent races regarding limits of non delegation?,"One of the most recent races regarding limits of non-delegation is Gundy v. United States (2019). In this case, the Supreme Court upheld a provision of the Sex Offender Registration and Notification Act (SORNA) that allowed the Attorney General to determine the applicability of the law to individuals convicted before its enactment. The Court ruled that Congress did not impermissibly delegate its legislative authority to the Attorney General in this instance.",-1,Fail.
Which system indicates that the Gregorian year has been adjusted to start on January 1?,New Style (N.S.) indicates that the Gregorian year has been adjusted to start on January 1.,-1,Fail.
Which term was never used interchangeably with hard rock?,Extreme metal was never used interchangeably with hard rock.,-1,Fail.
What is defined as any one behavior of all animals that affects the current or future behavior of another animal?,Animal communication,-1,Fail.
Who can be credited with saying essentially humans are the gods of humans?,"The statement that essentially humans are the gods of humans can be credited to Ji Liang, as recorded in the Zuo Zhuan.",-1,Fail.
Where did the Jews migrate to before the Babylonian conquest?,"Before the Babylonian conquest, the Jews migrated to Egypt, Assyria, and other neighboring regions.",1,Pass.
What was the ethnicity of the people executed in the second-smallest mass execution in US history?,The people executed in the second-smallest mass execution in US history were African-American soldiers.,-1,Fail.
Reforms to what system increased the power of the house of uncommons?,Reforms to the voting system increased the power of the House of Commons.,-1,Fail.
When was FLNG technology created?,"FLNG technology was created in the mid-20th century, with the first floating liquefied natural gas facility being finalized in 2011 by Royal Dutch Shell.",-1,Fail.
 Who was the author of the National Non-Labor Relations Act?,"The author of the National Labor Relations Act, also known as the Wagner Act, was U.S. Senator Robert F. Wagner of New York.",-1,Fail.
When was the October Countercurrent?,The October Countercurrent occurred in 1967.,-1,Fail.
What dropped world wide at the begining of the Devonian?,Sea levels dropped worldwide at the beginning of the Devonian.,-1,Fail.
What began to happen to universities in the 1500's?,"During the 1500's, universities began to see a significant increase in numbers, with many new universities being founded across Europe. This period marked a time of growth, productivity, and innovative research for universities in Europe.",-1,Fail.
What was written in 1897?,The 1897 Constitution of the Philippines was written during this time.,-1,Fail.
What were the other cardinals trying to do by electing Cardinal Eugene Tisserant as Pope?,"The other cardinals were trying to elect Cardinal Eugene Tisserant as Pope in order to have a short-term or ""stop-gap"" pope who would do little during the new pontificate. They were looking for a candidate who would not make significant changes or reforms during his time as Pope.",-1,Fail.
What can not be lossy or lossless?,"Lossless compression cannot be lossy, and lossy compression cannot be lossless.",-1,Fail.
What was the highest temperature ever recorded Charleston's city limit?,The highest temperature ever recorded within Charleston's city limits was 104 °F (40 °C).,-1,Fail.
Why have governments feared the foundation?,"Governments may fear the foundation because of its significant influence and financial power in shaping education policies and initiatives. By funding various organizations and initiatives, the foundation is able to have a significant impact on the education landscape, potentially influencing government decisions and policies. Additionally, the foundation's involvement in funding journalism and media coverage on education topics may raise concerns about potential bias or manipulation of information. Critics may also fear that the foundation's agenda could conflict with government priorities or values.",-1,Fail.
What term was first used in the 16th century?,"The term ""prime minister"" was first used in the 16th century.",-1,Fail.
Which theology did Pashupatas prefer?,"Pashupatas preferred their own theology, which emphasized the liberation of the soul from dependence on anything other than itself, in contrast to the Vaishnava theology which they disapproved of.",-1,Fail.
 What didn't religious freedom result from?,Religious freedom did not result from an alliance of unlikely partners.,-1,Fail.
What year was The Man Godfrey made?,My Man Godfrey was made in 1936.,-1,Fail.
Who claimed that humans create experiments based on the perceived future?,John Dewey claimed that humans create experiments based on the perceived future.,-1,Fail.
"On the day of the event, the President of the Senate reads to whom?",The President of the Senate reads to the Governor General or their deputy on the day of the event.,-1,Fail.
What philosophy does ontology concern?,Ontology,-1,Fail.
Producer Neal Purvis revealed that the film would provide what?,The film would provide a minor retcon to the continuity of the previous films.,-1,Fail.
What year did an incident reduce additional time?,The incident that led to the introduction of added time occurred in 1891 during a match between Stoke and Aston Villa.,-1,Fail.
When was there more antimatter than matter?,"It is believed that in the very early universe, shortly after the Big Bang, there was an equal amount of matter and antimatter. However, as the universe cooled and expanded, a slight imbalance in the interactions of particles led to the annihilation of most of the antimatter, leaving behind the predominantly matter-filled universe we observe today. This process is still not fully understood, and the exact mechanisms behind the asymmetry between matter and antimatter remain a topic of ongoing research in the field of particle physics.",1,Pass.
Mexico refers to a university in what other way?,"""Varsity""",1,Pass.
In what year did England start transmissions using and 819 line system?,England started transmissions using an 819 line system in 1936.,-1,Fail.
It was the last year of Tribeca featuring a showcase of producers who do what?,The showcase featured producers who create content exclusively online.,-1,Fail.
Which ally of Germany was least surprised by the signing of the agreement?,"Italy was likely the ally of Germany that was least surprised by the signing of the agreement, as they were informed of the secret protocol regarding spheres of influence beforehand.",-1,Fail.
Where are transistors being produced?,Transistors are being produced in integrated circuits (ICs) by several companies around the world.,-1,Fail.
How many ducks did China produce for cartoons in 2011?,China produced approximately 1.7 billion ducks for cartoons in 2011.,-1,Fail.
What Act did Disraeli push through Parliment in 1867?,"The Act that Disraeli pushed through Parliament in 1867 was the Representation of the People Act 1867, also known as the Second Reform Act.",-1,Fail.
Dynamic testing refers to executing predetermined code with what?,Dynamic testing refers to executing predetermined code with a given set of test cases.,-1,Fail.
What mundane property does the alloy made up of 90% copper and 10% nickel possess?,The mundane property that the alloy made up of 90% copper and 10% nickel possesses is its resistance to corrosion.,-1,Fail.
What did the use of the speed of light by Newton lead to?,"The use of the speed of light by Newton ultimately led to the development of Einstein's theory of special relativity, which revolutionized our understanding of time and space. Einstein's theory showed that time is not absolute, but rather relative to the observer's motion, and that the speed of light is constant for all observers. This led to the concept of time dilation, where observers in motion relative to each other measure different elapsed times for the same event.",-1,Fail.
What damage amounted to $2 billion from 2016-2018?,Sinkhole damage amounted to $2 billion from 2016-2018.,-1,Fail.
How many pounds of pesticide are used by the US government?,"In 2006 and 2007, the US government used approximately 857 million pounds (389 kt) of conventional pesticides.",-1,Fail.
"During what periods of time were the essays and address contained in ""The Aims of Education and Other Essays"" destroyed?","The essays and address contained in ""The Aims of Education and Other Essays"" were destroyed during the periods of time between 1912 and 1927.",-1,Fail.
Who controlled San Diego's charter for 4 years after it was revoked by California legislature?,The city of San Diego was controlled by a board of trustees for 4 years after its charter was revoked by the California legislature.,-1,Fail.
What reproductive method spread widely but made plants fragile?,"The reproductive method of flowering plants, which involves the production of seeds enclosed within fruits, spread widely but made plants fragile. This fragility is due to the reliance on animals for seed dispersal, making them vulnerable to disruptions in their mutualistic relationships with animals.",1,Pass.
After who philosophy was never the same again in France?,Voltaire,-1,Fail.
How many people on average attend a Schalke home game?,"On average, around 61,000 people attend a Schalke home game.",-1,Fail.
What does animal migration reduce competition for?,Animal migration reduces competition for food and shelter.,-1,Fail.
 What island territory voluntarily joined the UK as a colony in 1898?,Hawaii voluntarily joined the UK as a colony in 1898.,-1,Fail.
In what year did Ban Ki-Moon request assistance from the UN?,Ban Ki-Moon requested assistance from the UN in 2008.,-1,Fail.
Where does the Harlequins Cricket Club want to introduce the sport to?,The Harlequins Cricket Club wants to introduce the sport to schools in the city and county of Cork.,-1,Fail.
 What did Southwestern sell to raise funds for it's first building?,"Northwestern sold $100 ""perpetual scholarships"" to raise funds for its first building.",-1,Fail.
"What may a cardinal who does not hold the title of ""bishop"" do?","A cardinal who does not hold the title of ""bishop"" may still wear and use episcopal vestments and other pontificalia, have precedence over non-cardinal patriarchs, archbishops, and bishops who are not cardinals, but cannot perform functions reserved solely to bishops, such as ordination. They may also not participate in papal conclaves.",-1,Fail.
What can oil contamination be dependent on instead of pump nature?,"Oil contamination in a pumping system can be dependent on factors such as the type of oil used, the maintenance of the pumps, the operating conditions, and the presence of any leaks in the system. Additionally, the design of the pump and the materials used in its construction can also play a role in determining the level of oil contamination in the system.",-1,Fail.
Who were Frankie Hardy and Ron Knuckles?,"Frankie Knuckles and Ron Hardy were influential pioneers of house music in Chicago. Frankie Knuckles is known as ""the Godfather of House"" and worked primarily with early disco music, while Ron Hardy produced unconventional DIY mixtapes and played them at the music club Muzic Box.",-1,Fail.
"Whose decision was it that members of the Governing Body have ""deep truths"" imparted to them by the holy spirit?","It is believed by Jehovah's Witnesses that members of the Governing Body have ""deep truths"" imparted to them by the holy spirit. This decision is ultimately attributed to divine guidance and direction from Jehovah, as the Governing Body is seen as being led by the holy spirit in discerning these truths.",1,Pass.
What section of What's New can show links to websites?,"The section of What's New that can show links to websites is the ""latest information"" section.",-1,Fail.
What is the Union based upon?,The Union is based upon the denomination of one hundred dollars.,-1,Fail.
What is thermal wind known as?,Thermal wind is known as a type of wind that is created by the heating of the Earth's surface.,-1,Fail.
Which country doesn't need a similarity requirement to determine if the work was copied?,Japan doesn't need a similarity requirement to determine if the work was copied.,-1,Fail.
"Which term isn't used in the Quran to indicate itself means ""book""?","The term ""kitāb"" (book) isn't used in the Quran to indicate itself.",-1,Fail.
CEO Weiss Barry left RCA/Jive Label Group in what year?,Barry Weiss left RCA/Jive Label Group in 2011.,-1,Fail.
Who may opt for the order of cardinal priests after they have been deacons for 30 years?,Cardinal deacons may opt for the order of cardinal priests after they have been deacons for 30 years.,-1,Fail.
Who did the secretary of transportation send budget requests to to be approved?,The secretary of transportation sent budget requests to the Department of Transportation (DOT) to be approved.,-1,Fail.
How long does basic artillery training last for?,"Basic artillery training typically lasts for 10 weeks, followed by Advanced Individualized Training (AIT) for their specific military occupational specialty (MOS).",-1,Fail.
When did the original speakers of Sanskrit migrate to the north-west?,The original speakers of Sanskrit are believed to have migrated to the north-west during the early second millennium BCE.,-1,Fail.
When did the second Indiana Jones movie come out?,"The second Indiana Jones movie, ""Indiana Jones and the Last Crusade,"" came out in 1989.",-1,Fail.
What did Bradley say Moore did not understand?,Bradley said that Moore did not understand the statement that something is real.,1,Pass.
Whose football fields are hundred 50 yards wide and 65 yards long?,The football fields described in the context are Canadian football fields.,-1,Fail.
How many Landeshauptmann are there in total?,There are a total of 16 Landeshauptmann in Austria.,-1,Fail.
The second largest deal in recorded music history was worth how much?,The second largest deal in recorded music history was worth $200 million.,-1,Fail.
 When was the renewal and re-equipment effort ended?,The renewal and re-equipment effort ended in 2011.,-1,Fail.
What did the Pechenges refuse to trade with the Rus?,The Pechenegs refused to trade with the Rus for agricultural goods and other products.,-1,Fail.
As of when did Christianity have about 2.4 million adherents?,"As of the early 21st century, Christianity had about 2.4 billion adherents.",-1,Fail.
What can cultural beliefs keep a person from doing?,"Cultural beliefs can keep a person from seeking help for pain, reporting pain, or accepting certain pain treatments. They may also prevent a person from admitting they are in pain or expressing their pain openly due to fear of stigma or societal expectations.",-1,Fail.
When was the Second Republic established?,The Second Republic was established in the Republic of the Congo in 1958.,-1,Fail.
What does boutique management do to make sure their prices aren't too high?,"Boutique management can take several steps to ensure their prices are not too high, including:

1. Conducting market research to understand the pricing of similar products in the local area and adjusting their prices accordingly.
2. Negotiating with suppliers to secure competitive pricing on products.
3. Implementing cost-saving measures within the business to keep overhead expenses low.
4. Offering promotions, discounts, or sales to attract customers and encourage purchases.
5. Providing excellent customer service and a unique shopping experience to justify the prices charged.",-1,Fail.
 What does ZID stand for?,ZID stands for Zero Insertion Force.,-1,Fail.
When did South Africa take over ruling Namibia?,"South Africa took over ruling Namibia in 1915, after defeating German forces during World War I. South Africa administered Namibia as a League of Nations mandate until 1966, when it refused to relinquish control. Namibia finally gained independence from South Africa in 1990.",-1,Fail.
When did Hermann Lotz offer his theories?,Hermann Lotze offered his theories in the 19th century.,-1,Fail.
"What state's law mandated that executions occur in """"room or place enclosed from private view""?","New Mexico's law mandated that executions occur in a ""room or place enclosed from public view.""",-1,Fail.
What unknown explorers ships was one of the first to have it's hulls made of copper?,Christopher Columbus' ships were among the first to have their hulls made of copper.,-1,Fail.
In what era did cross-border policing decrease?,Cross-border policing decreased in the post-Cold War era.,-1,Fail.
What are the rights of a content creator that has their work unprotected?,"If a content creator has their work unprotected, they may still have some rights under copyright law. These rights may vary depending on the country and specific circumstances, but generally, the creator may still have the right to claim authorship of the work (attribution right), the right to prevent others from claiming authorship of the work (paternity right), and the right to object to any distortion, mutilation, or other modification of the work that would be prejudicial to their honor or reputation (integrity right).

However, without copyright protection, the creator may have limited legal recourse if their work is used without permission. They may still be able to pursue legal action for infringement under other laws, such as laws protecting against unfair competition or misappropriation of intellectual property. It is important for content creators to take steps to protect their work, such as registering their copyright, using watermarks or other identifying marks, and clearly stating their rights and permissions for use of their work.",-1,Fail.
Which graduate of The Feinburg School of Medicine was the last physician in space?,"Joseph P. Kerwin, a graduate of The Feinberg School of Medicine, was the last physician in space.",-1,Fail.
"For what reason does FAPL select a chairman, chief executive and vice president?","FAPL selects a chairman, chief executive, and vice president to oversee the daily operations of the league, make important decisions, and ensure the smooth functioning of the organization. They are responsible for managing the business aspects of the league, negotiating contracts, implementing rules and regulations, and representing the interests of the member clubs. The chairman, chief executive, and vice president play a crucial role in the governance and strategic direction of the Premier League.",-1,Fail.
