question,answer,reference,label,judgement
Who is the grand marshall of the rose parade?,"As of the most recent information available, the grand marshal of the Rose Parade in 2022 is LeVar Burton.","Disambiguation 1. Question: Who is the grand marshall of the rose parade 2017 who was an Olympic diver? Answer:Greg Louganis
Disambiguation 2. Question: Who is the grand marshall of the rose parade 2016? Answer:Ken Burns
Disambiguation 3. Question: Who is the grand marshall of the rose parade 2015? Answer:Louis Zamperini
Disambiguation 4. Question: Who is the grand marshall of the rose parade 2017 who was an Olympic sprinter? Answer:Janet Evans
Disambiguation 5. Question: Who is the grand marshall of the rose parade 2017 who was an olympic swimmer? Answer:Allyson Felix
",-1,Fail.
Who played in the 2017 ncaa championship game?,The 2017 NCAA Championship game was played between the North Carolina Tar Heels and the Gonzaga Bulldogs. North Carolina emerged victorious with a final score of 71-65.,"Disambiguation 1. Question: What teams played in the 2017 men's NCAA championship game? Answer:Gonzaga Bulldogs
Disambiguation 2. Question: What teams played in the 2017 women's NCAA championship game? Answer:Mississippi State Bulldogs
",1,Pass.
What percent alcohol is bailey's irish cream?,Bailey's Irish Cream typically contains around 17% alcohol by volume.,"Disambiguation 1. Question: What is the percent alcohol by volume of original Bailey's Irish Cream? Answer:17%
Disambiguation 2. Question: What is the percent alcohol by volume of original Bailey's Irish Cream mint chocolate variant? Answer:17%
Disambiguation 3. Question: What is the percent alcohol by volume of original Bailey's Irish Cream creme caramel variant? Answer:17%
",1,Pass.
Where is the billboard music awards 2017 held?,"The Billboard Music Awards 2017 was held at the T-Mobile Arena in Las Vegas, Nevada.","Disambiguation 1. Question: What venue is the billboard music awards 2017 held in? Answer:T-Mobile Arena in Las Vegas
Disambiguation 2. Question: What state is the billboard music awards 2017 held in? Answer:Nevada
Disambiguation 3. Question: What City is the billboard music awards 2017 held in? Answer:Las Vegas
",1,Pass.
What is the name of the trophies awarded at the annual montreal fireworks festival?,"The question is not ambiguous. The trophies awarded at the annual Montreal fireworks festival are called the ""Gold, Silver, and Bronze Jupiter Trophies.""","Disambiguation 1. Question: What is the general name of the trophies awarded at the annual montreal fireworks festival? Answer:Jupiters
Disambiguation 2. Question: What is the name of the first place trophies awarded at the annual montreal fireworks festival? Answer:Gold Jupiter
Disambiguation 3. Question: What is the name of the second place trophies awarded at the annual montreal fireworks festival? Answer:Silver Jupiter
Disambiguation 4. Question: What is the name of the third place trophies awarded at the annual montreal fireworks festival? Answer:Bronze Jupiter
",-1,Fail.
When did mcdonald's come to new zealand?,McDonald's first arrived in New Zealand in 1976.,"Disambiguation 1. Question: When did mcdonald's first restaurant come to new zealand? Answer:7 June 1976
Disambiguation 2. Question: When did mcdonald's Restaurants (New Zealand) Limited come to new zealand? Answer:4 November 1975
",-1,Fail.
What kind of government is there in myanmar?,"The question is ambiguous because it does not specify whether you are asking about the current form of government in Myanmar or the type of government system that exists in the country. 

If you are asking about the current form of government in Myanmar, as of my last update, Myanmar is governed by a military junta that seized power in a coup in February 2021.

If you are asking about the type of government system in Myanmar, historically, Myanmar has had a unitary parliamentary republic system of government. However, due to the recent military coup, the country is currently under military rule.","Disambiguation 1. Question: What kind of government is there in Myanmar under its constitution of 2008? Answer:unitary parliamentary republic
Disambiguation 2. Question: What kind of government is there in Myanmar according to the Economist Intelligence Unit? Answer:authoritarian regime
",1,Pass.
Where does the last name hayes originate from?,"The last name Hayes can originate from multiple places, as it is a common surname in various countries. It can have origins in Ireland, England, and Scotland. In Ireland, Hayes is derived from the Gaelic name ""Ó hAodha,"" meaning ""descendant of Aodh,"" which was a personal name meaning ""fire."" In England and Scotland, Hayes can be a locational surname referring to a place named Hayes, which comes from Old English words meaning ""enclosure"" or ""hedged area.""","Disambiguation 1. Question: Where does the last name hayes originate from in Ireland? Answer:name of Irish god
Disambiguation 2. Question: Where does the last name hayes originate from in England? Answer:locational surname, associated with one of the several places named or suffixed -Hay, -Hays, -Hayes, etc.
Disambiguation 3. Question: Where does the last name hayes originate from in Scotland? Answer:""de la Haye"", meaning ""of La Haye""
Disambiguation 4. Question: Where does the last name hayes originate from in Wales? Answer:“Hughes” meaning the son of “Hugh”
Disambiguation 5. Question: Where does the last name hayes originate from with respect to Yiddish? Answer:name Khaye, meaning ""life""
",1,Pass.
Who won the 2018 formula 1 australian grand prix tournament?,The 2018 Formula 1 Australian Grand Prix was won by Sebastian Vettel driving for the Ferrari team.,"Disambiguation 1. Question: Which driver won the 2018 formula 1 australian grand prix tournament? Answer:Sebastian Vettel
Disambiguation 2. Question: Which constructor won the 2018 formula 1 australian grand prix tournament? Answer:Ferrari
",1,Pass.
What are the hannibal lecter movies in order?,"There is ambiguity in the question as it is not specified whether the question is referring to the order of release or the chronological order of the events in the movies. Assuming you are asking for the order of release, the Hannibal Lecter movies in order are:

1. The Silence of the Lambs (1991)
2. Hannibal (2001)
3. Red Dragon (2002)
4. Hannibal Rising (2007)","Disambiguation 1. Question: What is the 1st hannibal lecter movie? Answer:Manhunter
Disambiguation 2. Question: What is the 2nd hannibal lecter movie? Answer:The Silence of the Lambs
Disambiguation 3. Question: What is the 3rd hannibal lecter movie? Answer:Hannibal
Disambiguation 4. Question: What is the 4th hannibal lecter movie? Answer:Red Dragon
Disambiguation 5. Question: What is the 5th hannibal lecter movie? Answer:Hannibal Rising
",1,Pass.
When was the first passport issued in uk?,"The question is ambiguous because it does not specify whether it is referring to the first modern-style passport issued in the UK or the first historical document that could be considered a precursor to the modern passport. 

If we are referring to the first modern-style passport issued in the UK, it was introduced in 1915 during World War I. 

If we are referring to the first historical document that could be considered a precursor to the modern passport, it dates back to the reign of King Henry V in the early 15th century.","Disambiguation 1. Question: When was the first mention of a passport as an Act of Parliament? Answer:1414
Disambiguation 2. Question: When was the first modern passport issued in the UK? Answer:1915
Disambiguation 3. Question: When was the first biometric passport issued in the UK? Answer:February 6, 2006
",1,Pass.
When did the potato come to north america?,"The question is ambiguous as it could be referring to the introduction of potatoes to North America by European settlers or the natural migration of wild potatoes to North America. If we are referring to the introduction of potatoes by European settlers, they were brought to North America in the late 15th or early 16th century.","Disambiguation 1. Question: When did the potato possibly come to north america? Answer:Early colonists
Disambiguation 2. Question: When did the potato come to north america for certain and get used as a crop? Answer:1719
",1,Pass.
Where are most of the us oil refineries located?,"Most of the US oil refineries are located in the Gulf Coast region, specifically in Texas and Louisiana.","Disambiguation 1. Question: Where with respect to geographical features are most of the us oil refineries located? Answer:near navigable waterways, especially seaports or Great Lakes ports
Disambiguation 2. Question: On what coast are most of the us oil refineries located? Answer:along the Gulf Coast
Disambiguation 3. Question: In what states are most of the us oil refineries located? Answer:Texas, Louisiana, and California
",1,Pass.
What is the most northerly town in the world?,"The question is ambiguous as it could refer to the most northerly town in terms of latitude or in terms of distance from the North Pole. If we consider latitude, the most northerly town in the world is Longyearbyen, located on the Svalbard archipelago in Norway at 78°13'N. If we consider distance from the North Pole, the most northerly town is Alert, located in Nunavut, Canada at 82°30'N.","Disambiguation 1. Question: What is the most northerly inhabited place in the world? Answer:Camp Barneo
Disambiguation 2. Question: What is the most northerly place with a permanent population in the world? Answer:Alert, Ellesmere Island
Disambiguation 3. Question: What is the most northerly civilian and functional settlement in the world? Answer:Ny-Ålesund
",1,Pass.
When was harry potter and the sorcerers stone book released?,"The question is ambiguous because there are two possible interpretations based on the title of the book. If you are referring to the release date of the book titled ""Harry Potter and the Sorcerer's Stone"" in the United States, it was released on September 1, 1998. If you are referring to the release date of the book titled ""Harry Potter and the Philosopher's Stone"" in the United Kingdom, it was released on June 26, 1997.","Disambiguation 1. Question: When was Harry Potter and the Sorcerers Stone released in the UK? Answer:June 26, 1997
Disambiguation 2. Question: When was Harry Potter and the Sorcerers Stone released in the US? Answer:September 1, 1998
",1,Pass.
When does dragon ball super new episode come out?,"The question is ambiguous as it does not specify which region or platform the asker is referring to. If you are asking about the release schedule for new episodes of Dragon Ball Super in Japan, they typically air on Sundays. However, if you are asking about the release schedule for new episodes on a streaming platform or in a different region, it would be best to check the specific platform or broadcaster for their schedule.","Disambiguation 1. Question: When does Japanese dragon ball super new episode 121 come out? Answer:December 24, 2017
Disambiguation 2. Question: When does Japanese dragon ball super new episode 120 come out? Answer:December 17, 2017
Disambiguation 3. Question: When does Japanese dragon ball super new episode 119 come out? Answer:December 10, 2017
Disambiguation 4. Question: When does American dragon ball super new episode 44 come out? Answer:December 16, 2017
Disambiguation 5. Question: When does American dragon ball super new episode 43 come out? Answer:December 9, 2017
Disambiguation 6. Question: When does American dragon ball super new episode 42 come out? Answer:December 2, 2017
",1,Pass.
When was the national pan hellenic council formed?,"The question is ambiguous as it could be referring to the formation of the National Pan-Hellenic Council (NPHC) in the United States or the formation of a similar council in another country. If we are referring to the NPHC in the United States, it was formed on May 10, 1930.","Disambiguation 1. Question: When was the national pan hellenic council originally formed? Answer:May 10, 1930
Disambiguation 2. Question: When was the national pan hellenic council officially incorporated? Answer:1937
",1,Pass.
Who is the successor to the british throne?,"The question is ambiguous as it does not specify a timeframe. If referring to the current successor to the British throne, it would be Prince Charles, the eldest son of Queen Elizabeth II.","Disambiguation 1. Question: Which person is the successor to the british throne? Answer:Charles, Prince of Wales
Disambiguation 2. Question: What is the successor to the british throne known as? Answer:Heir Apparent
",1,Pass.
When did the song the fighter come out?,"The question is ambiguous as there are multiple songs titled ""The Fighter"" by different artists. Could you please specify which version of the song you are referring to so I can provide an accurate answer?","Disambiguation 1. Question: When did the song ""The Fighter"" by Keith Urban come out? Answer:6 February 2017
Disambiguation 2. Question: When did the song ""The Fighter"" by Gym Class Heroes come out? Answer:November 8, 2011
Disambiguation 3. Question: When did the song ""Fighter"" by Christina Aguilera come out? Answer:March 13, 2003
Disambiguation 4. Question: When did the song ""Fighter"" by Namie Amuro come out? Answer:October 26, 2016
",1,Pass.
When was the last time the new york giants won a superbowl?,"The New York Giants won their most recent Super Bowl on February 5, 2012, when they defeated the New England Patriots in Super Bowl XLVI.","Disambiguation 1. Question: As of 2017, when was the last time the New York Giants won a super bowl? Answer:2011
Disambiguation 2. Question: As of 2016, when was the last time the New York Giants won a super bowl? Answer:2011
Disambiguation 3. Question: As of 2015, when was the last time the New York Giants won a Super Bowl? Answer:2011
",1,Pass.
When does the flash season 4 episode 9 come out?,"The release date for The Flash season 4 episode 9 is December 5, 2017.","Disambiguation 1. Question: When does the flash season 4 episode 9 come out on TV? Answer:December 5, 2017
Disambiguation 2. Question: When does the flash season 4 episode 9 come out on Netflix? Answer:late May 2018
Disambiguation 3. Question: When does the flash season 4 episode 9 come out on Blu-ray? Answer:August 28, 2018
",-1,Fail.
When does the new season of law and order special victims unit start?,"The question is ambiguous as it does not specify which season of Law and Order: Special Victims Unit is being referred to. If you are asking about the upcoming season 23, it is scheduled to premiere on September 23, 2021.","Disambiguation 1. Question: When does season 19 of law and order special victims unit start? Answer:September 27, 2017
Disambiguation 2. Question: When does season 18 of law and order special victims unit start? Answer:September 21, 2016
Disambiguation 3. Question: When does season 17 of law and order special victims unit start? Answer:September 23, 2015
",1,Pass.
The members of american cabinet are appointed after the approval of?,The members of the American cabinet are appointed after the approval of the President of the United States.,"Disambiguation 1. Question: The members of american cabinet are appointed after the approval of and appointment by? Answer:the President
Disambiguation 2. Question: The members of american cabinet are appointed after the approval of and confirmation by? Answer:United States Senate
",-1,Fail.
Who won the 3 point contest last year?,"I'm sorry, but the question is ambiguous as it does not specify which 3 point contest is being referred to. If you are asking about the NBA 3 point contest, the winner last year was Devin Booker. If you are referring to a different 3 point contest, please provide more context for me to give a more accurate answer.","Disambiguation 1. Question: Who won the 3 point contest in 2017? Answer:Eric Gordon
Disambiguation 2. Question: Who won the 3 point contest in 2016? Answer:Klay Alexander Thompson
Disambiguation 3. Question: Who won the 3 point contest in 2015? Answer:Wardell Stephen ""Steph"" Curry II
",1,Pass.
Who was the prime minister of pakistan when martial law was imposed in 1958?,The question is not ambiguous. The Prime Minister of Pakistan when martial law was imposed in 1958 was Feroz Khan Noon.,"Disambiguation 1. Question: Who was the prime minister in Pakistan when martial law was imposed in 1958? Answer:Feroz Khan Noon
Disambiguation 2. Question: Who was the leader who imposed martial law on Pakistan in 1958? Answer:Iskander Mirza
Disambiguation 3. Question: Who imposed the 2nd martial law in Pakistan in 1958? Answer:Ayub Khan
",-1,Fail.
Who sings standing in the hall of fame?,"The question is ambiguous as it could be interpreted in two ways. One interpretation could be asking for the name of the artist who sings the song ""Hall of Fame,"" which is performed by The Script featuring will.i.am. Another interpretation could be asking for the name of the artist who is known for being inducted into the Hall of Fame, which could refer to various musicians, athletes, actors, etc.","Disambiguation 1. Question: Who is the main singer of ""Hall of Fame""? Answer:The Script
Disambiguation 2. Question: Who is a featured singer on The Script's song Hall of Fame? Answer:will.i.am
",1,Pass.
What is the population of big spring texas?,"The population of Big Spring, Texas, as of the 2020 census, is approximately 28,187.","Disambiguation 1. Question: What was the population of Big Spring, Texas in 2010? Answer:27,282
Disambiguation 2. Question: What was the population of Big Spring, Texas in 2000? Answer:25,233
Disambiguation 3. Question: What was the population of Big Spring, Texas in 1990? Answer:23,093
Disambiguation 4. Question: What is the 2018 estimated population of Big Spring, Texas? Answer:28,162
",1,Pass.
When was the first altar built in the bible?,"The question is ambiguous because the term ""altar"" is mentioned multiple times in the Bible with different contexts and purposes. If we are referring to the first altar mentioned in the Bible, it is believed to be the one built by Noah after the Great Flood as described in Genesis 8:20.","Disambiguation 1. Question: In what book was the first altar built in the Bible? Answer:Old Testament
Disambiguation 2. Question: In what section was the first altar built in the Bible? Answer:Genesis 8:20
",1,Pass.
Who plays belle's father in the beauty and the beast?,The question is not ambiguous. The character of Belle's father Maurice is played by actor Kevin Kline in the live-action adaptation of Beauty and the Beast released in 2017.,"Disambiguation 1. Question: Who plays belle's father in the 2017 beauty and the beast film? Answer:Kevin Kline
Disambiguation 2. Question: Who plays belle's father in the 1991 beauty and the beast film? Answer:Rex Everhart
Disambiguation 3. Question: Who plays belle's father in the 1946 beauty and the beast film? Answer:Marcel André
Disambiguation 4. Question: Who plays belle's father in the 2014 beauty and the beast film? Answer:André Dussollier
Disambiguation 5. Question: Who originally plays belle's father in the 1994 beauty and the beast musical? Answer:Tom Bosley
",1,Pass.
Which country receives the most us foreign aid?,"The question is ambiguous as it does not specify the time frame or type of foreign aid being referred to. If we are considering the total amount of foreign aid received historically, Israel has been the largest recipient of U.S. foreign aid. However, if we are looking at recent years or specific types of aid, the answer may vary.","Disambiguation 1. Question: Which country receives the most total us foreign aid? Answer:Afghanistan
Disambiguation 2. Question: Which country receives the most us foreign aid per capita? Answer:Israel
Disambiguation 3. Question: Which country receives the most economic us foreign aid? Answer:Afghanistan
Disambiguation 4. Question: Which country receives the most military us foreign aid? Answer:Afghanistan
",1,Pass.
Who did goldberg play for in the nfl?,"The question is ambiguous because it does not specify which Goldberg is being referred to. If the question is asking about former NFL player and professional wrestler Bill Goldberg, he played for the Atlanta Falcons in the NFL.","Disambiguation 1. Question: Who did Bill Goldberg play for in the NFL? Answer:Los Angeles Rams, Atlanta Falcons
Disambiguation 2. Question: Who did Marshall Goldberg play for in the NFL? Answer:Chicago Cardinals
",1,Pass.
Who sang what we need is a great big melting pot?,"The question is ambiguous as there are multiple songs with similar lyrics. One interpretation could be the song ""Melting Pot"" by Blue Mink, released in 1969, which includes the lyrics ""What we need is a great big melting pot.""","Disambiguation 1. Question: What group originally sang what we need is a great big melting pot? Answer:Blue Mink
Disambiguation 2. Question: Who wrote and sang what we need is a great big melting pot? Answer:Roger Cook
Disambiguation 3. Question: Who was the New Zealand band who sang the number one song what we need is a great big melting pot? Answer:When the Cat's Away
",1,Pass.
How many episodes in marvels runaways season 1?,There are a total of 10 episodes in Marvel's Runaways Season 1.,"Disambiguation 1. Question: How many episodes in season 1 of marvel's runaways tv series? Answer:10
Disambiguation 2. Question: How many episodes in marvels runaways season 2? Answer:13
Disambiguation 3. Question: How many episodes in marvels runaways season 3? Answer:10
Disambiguation 4. Question: How many episodes total in marvels runaway tv series? Answer:33
",1,Pass.
Greatest number of tour de france stage wins?,"The greatest number of Tour de France stage wins by a single rider is 34, achieved by Eddy Merckx.","Disambiguation 1. Question: Who has the greatest number of stage wins ever in the tour de france? Answer:Eddy Merckx
Disambiguation 2. Question: What country has the greatest number of stage wins ever in the tour de frane? Answer:France
Disambiguation 3. Question: Who has won the most stages in the tour de France in a single year? Answer:Charles Pélissier, Eddy Merckx, Freddy Maetens
",-1,Fail.
Where does it say in the bible do unto others as you would have them do unto you?,"The phrase ""do unto others as you would have them do unto you"" is commonly known as the Golden Rule and is found in the Bible in Matthew 7:12, where Jesus says, ""So in everything, do to others what you would have them do to you, for this sums up the Law and the Prophets.""","Disambiguation 1. Question: What book and verse in the bible is best known for saying do unto others as you would have them do unto you? Answer:Matthew 7:12
Disambiguation 2. Question: In which testament does it say in the bible do unto others as you would have them do unto you? Answer:New Testament
Disambiguation 3. Question: In addition to Matthew 7:12, where does it say in the bible do unto others as you would have them do unto you? Answer:Luke 6:31
",1,Pass.
How far is methuen ma from boston ma?,"The question is ambiguous because it does not specify the mode of transportation or the specific locations within Methuen and Boston. If we assume you are asking about the distance between the city centers of Methuen, MA, and Boston, MA, the approximate distance is around 30 miles.","Disambiguation 1. Question: How far is methuen ma from boston ma in mile? Answer:30
Disambiguation 2. Question: How far is methuen ma from boston ma in kilometer? Answer:48
",1,Pass.
Who plays spider man in the amazing spider man?,"The question is ambiguous because there have been multiple actors who have portrayed Spider-Man in different film adaptations. In ""The Amazing Spider-Man"" film series, Andrew Garfield played the role of Spider-Man.","Disambiguation 1. Question: Who plays spider man in the first the amazing spider man movie? Answer:Andrew Russell Garfield
Disambiguation 2. Question: Who plays spider man in the amazing spider man 2? Answer:Andrew Russell Garfield
Disambiguation 3. Question: Who plays spider man in the amazing spider man tv series? Answer:Hammond
",1,Pass.
When was star wars the empire strikes back released?,"The question is ambiguous as it could be referring to the release date of the original theatrical release of ""Star Wars: The Empire Strikes Back"" in 1980 or the various re-releases in subsequent years. If we are referring to the original theatrical release, ""Star Wars: The Empire Strikes Back"" was released on May 21, 1980.","Disambiguation 1. Question: When was star wars the empire strikes back released in Kennedy Center? Answer:May 17, 1980
Disambiguation 2. Question: When was star wars the empire strikes back released in United States? Answer:May 21, 1980
Disambiguation 3. Question: When was star wars the empire strikes back soundtrack released? Answer:May 16, 1980
",1,Pass.
Where did the saying dressed up to the nines come from?,"The question is ambiguous as there are multiple theories about the origin of the saying ""dressed up to the nines."" One theory suggests that it originated from the fact that the number nine is considered the highest single-digit number, implying that someone dressed to the nines is dressed in the best possible way. Another theory suggests that it may have originated from the 18th-century British tailoring term ""to the nines,"" which meant to the highest standard of perfection.","Disambiguation 1. Question: What language did the saying dressed up to the nines come from? Answer:Scots
Disambiguation 2. Question: In what 1719 written work did the saying dressed up to the nines come from? Answer:Epistle to Ramsay
Disambiguation 3. Question: In what 1800 written work did the saying dressed up to the nines come from? Answer:Poem on Pastoral Poetry
Disambiguation 4. Question: Where is the possible legendary origin forthe saying dressed up to the nines? Answer:the nine Muses
",1,Pass.
When did the indian numbering system reach europe?,"The question is ambiguous as it could be interpreted in different ways. One interpretation could be referring to the introduction of the Indian numbering system to Europe, which happened in the 13th century through the works of Fibonacci. Another interpretation could be asking when the Indian numbering system became widely adopted or recognized in Europe, which occurred gradually over several centuries.","Disambiguation 1. Question: When was the first mention of Hindu-Arabic numerals in europe? Answer:976
Disambiguation 2. Question: When did the Indian numbering system become commonly used in Europe? Answer:15th century
",1,Pass.
Who sang the best day of my life?,"This question is ambiguous as it could be interpreted in two ways. It could be asking who sang a song titled ""Best Day of My Life"" or who sang a song that the listener considers to be the best day of their life. 

If the question is referring to the song ""Best Day of My Life,"" then the band American Authors is known for performing that song. 

If the question is asking about a song that the listener considers to be the best day of their life, then the answer would vary depending on personal preference.","Disambiguation 1. Question: Who sang the 2013 version of Best Day of My Life? Answer:American Authors
Disambiguation 2. Question: Who sang the March 29th, 2014 version of Best Day of My Life? Answer:Tyler Ward and Cimorelli
Disambiguation 3. Question: Who sang the easy listening version of Best Day of My Life? Answer:Vitamin String Quartet
",1,Pass.
