question,answer,label,judgement
Which pop icon will embark on her 40th anniversary tour this year?,Madonna will embark on her 40th anniversary tour this year.,-1,Fail.
"After 35 years, the curtain fell for the final time on Broadway's longest-running musical this week. What is the show called?","The show is called ""The Phantom of the Opera.""",-1,Fail.
What type of agreement was reached between dozens of countries this week?,The type of agreement reached between dozens of countries this week was a trade agreement aimed at promoting economic cooperation and reducing trade barriers among the participating nations.,-1,Fail.
"A French woman named Lucile Randon, believed to be the world’s oldest person, died this week. What age was she?","Lucile Randon, also known as Sister Andre, was 117 years old when she passed away.",-1,Fail.
"Third baseman Scott Rolen was the lone player elected to the Baseball Hall of Fame this year. He played for five MLB teams, including the:","Philadelphia Phillies, St. Louis Cardinals, Toronto Blue Jays, Cincinnati Reds, and the New York Yankees.",-1,Fail.
Which of the following bands will reportedly headline King Charles’s coronation concert?,The band that will reportedly headline King Charles's coronation concert is Queen.,-1,Fail.
True or false: Travelers from China to the U.S. are no longer required to present a negative COVID-19 test before boarding their flights.,"False. As of the current guidelines set by the U.S. government, travelers from China are still required to present a negative COVID-19 test before boarding their flights to the U.S. This requirement is in place to help prevent the spread of the virus and protect public health. It is important for travelers to stay informed about the latest travel restrictions and requirements to ensure a smooth and safe journey.",-1,Fail.
Which European royal was accused of infidelity with her former brother-in-law?,"Princess Diana, the former wife of Prince Charles, was accused of infidelity with her former brother-in-law, James Hewitt.",-1,Fail.
"After being expelled for leading gun-reform protests on the chamber floor, two Black Democratic lawmakers from which state were reappointed?",The two Black Democratic lawmakers who were expelled for leading gun-reform protests on the chamber floor and were later reappointed are from the state of Missouri.,-1,Fail.
Which actor paid tribute to Karl Lagerfeld by wearing a giant fluffy cat costume to the 2023 Met Gala?,The actor who paid tribute to Karl Lagerfeld by wearing a giant fluffy cat costume to the 2023 Met Gala was Jared Leto.,-1,Fail.
Which North African country was inundated with catastrophic flooding this week?,The North African country that was inundated with catastrophic flooding this week is Algeria.,-1,Fail.
Which cabinet minister now has the highest approval rating from Tory members following Ben Wallace’s resignation as defence minister?,"As of the latest data available, Liz Truss currently holds the highest approval rating among Tory members following Ben Wallace's resignation as defence minister. Truss, who serves as the Foreign Secretary, has been praised for her strong leadership and handling of international affairs. Her approval rating has seen a significant increase in recent weeks, making her the top choice among Conservative party members.",-1,Fail.
What sparked the popularity of Mexican pizza in Philadelphia?,"The popularity of Mexican pizza in Philadelphia can be attributed to the city's diverse culinary scene and the growing trend of fusion cuisine. Mexican pizza combines traditional Mexican flavors with the familiar concept of pizza, creating a unique and delicious dish that appeals to a wide range of tastes. Additionally, the rise of social media and food blogging has helped spread awareness of Mexican pizza, leading to its increased popularity in Philadelphia and beyond.",-1,Fail.
Workers in which country arrived at work to find a national holiday had been declared overnight?,Workers in Nepal arrived at work to find a national holiday had been declared overnight.,-1,Fail.
A signalling error meant a train carrying members of the European Parliament from Charles de Gaulle airport outside Paris ended up where?,"The train carrying members of the European Parliament from Charles de Gaulle airport outside Paris ended up in Belgium instead of Strasbourg, where the European Parliament is located.",-1,Fail.
"What sparked a police investigation at Carousel Park in Pike Creek, Delaware?","A police investigation was sparked at Carousel Park in Pike Creek, Delaware, after a body was discovered in the park on a Sunday morning. The body was found near the playground area, and authorities were called to the scene to investigate the circumstances surrounding the death. The investigation is ongoing, and further details have not been released at this time.",-1,Fail.
Tennessee Republicans voted to expel two Democrats from the state House for:,Tennessee Republicans voted to expel two Democrats from the state House for allegedly violating the state constitution by engaging in inappropriate conduct.,-1,Fail.
"Which would-be Republican presidential nominee referred to the absent Donald Trump as ""Donald Duck"" during the second GOP debate?","The would-be Republican presidential nominee who referred to the absent Donald Trump as ""Donald Duck"" during the second GOP debate was Senator Rand Paul.",-1,Fail.
Which Thanksgiving dish was invented in the 1950s by a Campbell Soup Company employee named Dorcas Reilly with the hope of boosting sales of one of Campbell’s products?,The Thanksgiving dish invented in the 1950s by Campbell Soup Company employee Dorcas Reilly was Green Bean Casserole. She created the recipe as a way to boost sales of Campbell's Cream of Mushroom soup.,-1,Fail.
A powerful cyclone hit Myanmar this week. What was its name?,The powerful cyclone that hit Myanmar this week was named Cyclone Amphan.,-1,Fail.
"How much per year is Britain's obesity problem costing the economy, according to new analysis?","According to new analysis, Britain's obesity problem is costing the economy approximately £73 billion per year.",-1,Fail.
Medical experts have criticised a new TikTok trend showing parents doing what with eggs?,"Medical experts have criticized a new TikTok trend showing parents putting raw eggs in their children's mouths as a dangerous and potentially harmful practice. This trend can pose a choking hazard, as well as increase the risk of salmonella infection from consuming raw eggs. It is important to always prioritize safety and consult with healthcare professionals before participating in any viral challenges or trends.",-1,Fail.
UK ministers reportedly considered a nationwide cull of which household pets at the start of the Covid pandemic?,The UK ministers reportedly considered a nationwide cull of mink at the start of the Covid pandemic.,-1,Fail.
The appearance of Donald Trump at a broadcast “town hall” meeting held by which news channel has caused ongoing controversy this week?,"The appearance of Donald Trump at a broadcast ""town hall"" meeting held by NBC News has caused ongoing controversy this week.",-1,Fail.
Residents of which European capital are to vote on whether to ban e-scooters?,"Residents of Paris, the capital of France, are set to vote on whether to ban e-scooters in the city.",-1,Fail.
Actress Gwyneth Paltrow appeared in court this week over her alleged involvement in which type of accident?,Actress Gwyneth Paltrow appeared in court this week over her alleged involvement in a skiing accident.,-1,Fail.
Which US President signed a bill making Juneteenth a federal holiday?,"President Joe Biden signed a bill making Juneteenth a federal holiday on June 17, 2021.",-1,Fail.
Which athlete became the NBA’s all-time leading scorer this week?,Kareem Abdul-Jabbar became the NBA's all-time leading scorer this week.,-1,Fail.
"McDonald’s announced a birthday meal, available beginning June 12, for which character?","McDonald's announced a birthday meal featuring the iconic character, Ronald McDonald, available beginning June 12.",-1,Fail.
Who is permitted to be on the Community Advisory Group for the contaminated East Basin Road Groundwater Superfund site in New Castle?,"The Community Advisory Group for the contaminated East Basin Road Groundwater Superfund site in New Castle is open to any interested community members, including residents, local business owners, environmental organizations, and other stakeholders. The group aims to provide a platform for community input, feedback, and collaboration in the decision-making process regarding the cleanup and remediation efforts at the site.",-1,Fail.
"As Russia’s war in Ukraine raged, a mercenary group attempted an insurrection against President Vladimir Putin. The Wagner Group’s leader later died in a plane crash. What was his name?",The leader of the Wagner Group who died in a plane crash during an attempted insurrection against President Vladimir Putin in Russia's war in Ukraine was Dmitry Utkin.,-1,Fail.
"Which state was devastated by a series of tornadoes that left more than 35,000 customers without power?","The state that was devastated by a series of tornadoes that left more than 35,000 customers without power was Tennessee.",-1,Fail.
What was unearthed under the site of a proposed new Aldi supermarket in the Buckinghamshire town of Olney?,A Roman villa was unearthed under the site of a proposed new Aldi supermarket in the Buckinghamshire town of Olney.,-1,Fail.
Which country this week announced the sale of military equipment to Armenia amid escalating tensions in the Caucasus?,Russia announced the sale of military equipment to Armenia this week amid escalating tensions in the Caucasus.,-1,Fail.
Which type of product received a sweeping recall this week over concerns of fire and burn hazards?,The type of product that received a sweeping recall this week over concerns of fire and burn hazards is lithium-ion batteries.,-1,Fail.
A Spanish TV star sparked controversy by using whose sperm for her surrogate baby?,The Spanish TV star sparked controversy by using the sperm of a well-known Italian businessman for her surrogate baby.,-1,Fail.
"X, the company formerly known as Twitter, endured a turbulent year under Elon Musk’s leadership. He laid off thousands of employees and implemented a slew of controversial changes. Amid the chaos, rival Meta introduced a new social media app. What is it called?","The new social media app introduced by rival Meta is called ""Meta Social.""",-1,Fail.
Another Thanksgiving tradition is football. Which NFL team has played the most games on Thanksgiving Day?,The Detroit Lions hold the record for playing the most games on Thanksgiving Day in the NFL. They have played a total of 81 games on Thanksgiving since 1934.,-1,Fail.
Astronomers announced they found a planet around 120 light-years away from Earth that might have all the elements needed to sustain life. What is the planet’s name?,The planet's name is TOI-700 d.,-1,Fail.
Which royal made a surprise visit to this week’s Chelsea Flower Show?,Prince Charles made a surprise visit to this week's Chelsea Flower Show.,-1,Fail.
What tragic event occurred to the Philadelphia boxer known as Tsunami Sam shortly after Thanksgiving?,"Tsunami Sam, the Philadelphia boxer, tragically passed away in a car accident shortly after Thanksgiving.",-1,Fail.
Which tech leader met with Israel’s president this week?,"The tech leader who met with Israel's president this week was Mark Zuckerberg, the CEO of Facebook.",-1,Fail.
A Spanish duke and his wife have triggered controversy by naming their recently christened daughter what?,"The Spanish duke and his wife have triggered controversy by naming their recently christened daughter ""Franco.""",-1,Fail.
Which animal is to be reintroduced to west London for the first time in 400 years?,The animal to be reintroduced to west London for the first time in 400 years is the beaver.,-1,Fail.
Which country suspended all football league fixtures after a club president punched a referee at the end of a match?,Greece suspended all football league fixtures after a club president punched a referee at the end of a match.,-1,Fail.
Thousands of people were evacuated from the Icelandic town of Grindavik amid fears of an eruption by which volcano?,The volcano that caused the evacuation of thousands of people from the Icelandic town of Grindavik is the Fagradalsfjall volcano.,-1,Fail.
"Diane Abbott suggested in a letter to which newspaper that Jewish, Irish and Traveller people are not “all their lives subject to racism”?","Diane Abbott suggested in a letter to The Guardian newspaper that Jewish, Irish, and Traveller people are not ""all their lives subject to racism.""",-1,Fail.
"Which political figure froze for 30 seconds during a news conference this week, sparking renewed concerns about his health?","The political figure who froze for 30 seconds during a news conference this week, sparking renewed concerns about his health, was President Joe Biden.",-1,Fail.
Why has London’s Young Vic Theatre issued a trigger warning for audiences of its latest production?,"The Young Vic Theatre in London issued a trigger warning for its latest production to alert audiences to potentially distressing or triggering content that may be depicted in the show. Trigger warnings are intended to give audience members the opportunity to make an informed decision about whether or not they want to engage with the material, particularly if it may bring up past trauma or emotional distress. By providing this warning, the Young Vic Theatre aims to prioritize the well-being and mental health of its audience members and create a safe and respectful environment for all attendees.",-1,Fail.
What new concept is Dick's Sporting Goods introducing in Delaware at the Brandywine Town Center?,"Dick's Sporting Goods is introducing a new concept called ""Public Lands"" in Delaware at the Brandywine Town Center. This concept will focus on outdoor and recreational activities, offering a wide range of gear and equipment for camping, hiking, fishing, and other outdoor adventures. Additionally, Public Lands will feature interactive experiences and workshops to educate and inspire customers to explore the great outdoors.",-1,Fail.
What did a student in South Korea do to a banana that was part of an art installation worth over $100k?,A student in South Korea taped a banana to a wall as part of an art installation worth over $100k.,-1,Fail.
What is the main reason for Wilmington Mayor Mike Purzycki's proposal to eliminate the residency requirement for city employees?,"The main reason for Wilmington Mayor Mike Purzycki's proposal to eliminate the residency requirement for city employees is to attract a wider pool of qualified candidates for city positions. By removing the residency requirement, the city hopes to increase the number of applicants and ultimately hire the most qualified individuals for the job, regardless of where they live. Additionally, this change may help address staffing shortages in certain departments and improve the overall efficiency and effectiveness of city services.",-1,Fail.
"What was the name of Helen Achenbach's famous restaurant near Smyrna, known for its early morning hours, hearty breakfast sandwiches, and an Elvis Presley memorabilia-filled dining room?","The name of Helen Achenbach's famous restaurant near Smyrna was ""Helen's Restaurant."" It was known for its early morning hours, hearty breakfast sandwiches, and an Elvis Presley memorabilia-filled dining room.",-1,Fail.
"Which major tech company announced 10,000 job cuts this week?","The major tech company that announced 10,000 job cuts this week is IBM (International Business Machines Corporation).",-1,Fail.
"The three mysterious objects that were recently shot down over North America were likely harmless, the White House said this week. What do officials believe the objects were?",Officials believe that the three mysterious objects that were recently shot down over North America were likely harmless weather balloons.,-1,Fail.
Newly released Metropolitan Police figures show that one in every how many officers in the force are currently suspended or on restricted duties?,"According to the newly released Metropolitan Police figures, one in every 14 officers in the force are currently suspended or on restricted duties.",-1,Fail.
State labs recently found “extremely high” levels of lead in which popular snack food?,"State labs recently found ""extremely high"" levels of lead in the popular snack food, Hot Cheetos. Lead contamination in food products can have serious health implications, especially for children and pregnant women. It is important to be aware of such findings and make informed choices about the foods we consume.",-1,Fail.
What was the reason behind the permanent suspension of Indian Motorcycle dealerships and Intellicar by the Delaware Division of Motor Vehicles?,"The reason behind the permanent suspension of Indian Motorcycle dealerships and Intellicar by the Delaware Division of Motor Vehicles was due to multiple violations of state laws and regulations, including failure to maintain proper records, failure to provide accurate information to customers, and failure to comply with safety standards. The suspension was a result of a thorough investigation by the Division of Motor Vehicles, which found evidence of widespread misconduct and negligence on the part of both dealerships.",-1,Fail.
"South Carolina star Aliyah Boston was the first pick in this week’s WNBA Draft. In total, how many South Carolina players were drafted Monday?","Three South Carolina players were drafted in the 2021 WNBA Draft on Monday. Aliyah Boston was the first pick, while Destanni Henderson was selected 10th overall by the Las Vegas Aces and Victaria Saxton was chosen 18th overall by the Los Angeles Sparks.",-1,Fail.
The arrival carpet at this Sunday’s Oscars will not be its usual red. What color will it be?,The arrival carpet at this Sunday's Oscars will be gold instead of its usual red.,-1,Fail.
"A revised red, white and blue flag honoring Juneteenth was introduced in 2000. What symbol is at the center of the flag?","The symbol at the center of the revised red, white, and blue flag honoring Juneteenth is a bursting star, representing the new freedom and opportunity that Juneteenth symbolizes for African Americans.",-1,Fail.
"Italy’s Supreme Court has ordered a city council in Lombardy to pay a couple €50,000 (£43,000) for failing to safeguard them against what?","Italy’s Supreme Court has ordered a city council in Lombardy to pay a couple €50,000 (£43,000) for failing to safeguard them against noise pollution.",-1,Fail.
Which tech company is moving forward with its plan to delete accounts that have been inactive for at least two years?,Twitter is the tech company that is moving forward with its plan to delete accounts that have been inactive for at least two years. This initiative is aimed at freeing up usernames and reducing the clutter on the platform.,-1,Fail.
"Pat Sajak announced this week that after next season, he will step down as host of which game show?","""Wheel of Fortune""",-1,Fail.
"What is the minimum annual income required for a family of four to be considered middle class in Delaware in 2023, according to the study?","According to the study, the minimum annual income required for a family of four to be considered middle class in Delaware in 2023 is $78,000.",-1,Fail.
Three retired US military veterans testified Wednesday at a House hearing on unidentified anomalous phenomena — commonly known as UFOs. Around how many UFO cases is the government tracking?,The government is currently tracking over 140 UFO cases.,-1,Fail.
Tens of thousands of people in China have left their homes in the past several days due to which damaging weather event?,Tens of thousands of people in China have left their homes in the past several days due to the damaging weather event known as Typhoon In-Fa.,-1,Fail.
Which soccer team was shockingly knocked out of the Women’s World Cup this week?,The United States Women's National Team was shockingly knocked out of the Women's World Cup this week after losing to Sweden in the quarterfinals.,-1,Fail.
Which social media company received a deadline from the European Union this week to address false and misleading claims on its platform?,Facebook received a deadline from the European Union this week to address false and misleading claims on its platform.,-1,Fail.
True or false: President Joe Biden would become the oldest elected president in U.S. history if he is re-elected in 2024.,"True. President Joe Biden was born on November 20, 1942, which would make him 82 years old in 2024. If he were to be re-elected, he would indeed become the oldest elected president in U.S. history.",-1,Fail.
Rock & Roll Hall of Fame icon Tina Turner died this week at 83. Which one of these was not one of her songs?,"Tina Turner is a legendary singer, but she did not sing the song ""I Will Always Love You."" This song was actually performed by Whitney Houston. Some of Tina Turner's popular songs include ""What's Love Got to Do with It,"" ""Proud Mary,"" and ""Simply the Best.""",-1,Fail.
What percentage of British adults reportedly has an unfavourable view of campaign group Just Stop Oil?,"According to a recent survey conducted by YouGov, 43% of British adults reportedly have an unfavorable view of the campaign group Just Stop Oil.",-1,Fail.
What is scrapple made from and how is it typically prepared?,"Scrapple is a traditional American dish that is made from pork scraps and trimmings, such as the head, heart, liver, and other parts of the pig. These scraps are combined with cornmeal, flour, and spices, then formed into a loaf and sliced before being fried until crispy on the outside. Scrapple is often served for breakfast alongside eggs and toast.",-1,Fail.
Where did the second Republican presidential debate take place?,"The second Republican presidential debate took place at the Ronald Reagan Presidential Library in Simi Valley, California.",-1,Fail.
"A man was indicted by a grand jury on charges of stealing what iconic prop used during production of ""The Wizard of Oz"" in 1939?","A man was indicted by a grand jury on charges of stealing the iconic ruby slippers worn by Judy Garland in ""The Wizard of Oz"" in 1939.",-1,Fail.
