question,answer,label,judgement
In Ireland and what other country are there a large number of reptile species?,Ireland and Iceland are the two countries with a large number of reptile species.,-1,Fail.
When do routines begin?,Routines begin with the gymnast swinging both legs in a circular motion on the pommel horse.,-1,Fail.
What letter of the alphabet do most of the last names the men of France end with?,"The letter that most last names of men in France end with is ""E"".",-1,Fail.
What does a common browser identify?,A common browser identifies a resource to be retrieved over the Hypertext Transfer Protocol (HTTP) through a Uniform Resource Locator (URL) or Uniform Resource Identifier (URI).,-1,Fail.
Which article claimed if a petition was successful there was no need for a referendum?,Article 29,-1,Fail.
Which people used the ancient tools?,"The ancient tools were used by the indigenous people of St. Barts, as well as by the early European settlers during the French, Swedish, and British periods of occupation on the island.",-1,Fail.
Who was wanted in connection with the 2002 Kenyan attacks?,Saleh Ali Saleh Nabhan was wanted in connection with the 2002 Kenyan attacks.,-1,Fail.
What was a local dry cleaner found to be the main source of in 1979?,"Traces of volatile organic compounds were found in Endicott's soil and aquifer, with IBM identified as the major source of pollution in 1979. However, contaminants from a local dry cleaner and other polluters were also found.",-1,Fail.
The civil war lasted from 1982 to what year?,The civil war in Tajikistan lasted from 1992 to 1997.,-1,Fail.
When did the publication's choices cause confusion and incompatibility?,"The publication's choices caused confusion and incompatibility when other countries began to make their own assignments to the code points reserved for ""national use,"" following the delay between the publication of ASCII-1963 and ISO's acceptance of an international recommendation in 1967.",-1,Fail.
What cost is involved in evading a predator?,"The cost involved in evading a predator includes the energy expended in fleeing or hiding, potential injury or death, and the potential loss of resources or opportunities while avoiding the predator.",-1,Fail.
The Protestant Reformation isn't attributed to what two developments that resulted from the invention of printing?,The Protestant Reformation isn't attributed to the developments of increased dissemination of the printed word and democratized learning resulting from the invention of printing.,1,Pass.
What did Daniel Robbins say about Demoiselles being the end of Cubism?,Daniel Robbins argued that regarding Demoiselles as the end of Cubism is unhistorical and fails to consider the complexities of the flourishing art scene just before and during the period when Picasso's new painting developed.,1,Pass.
How many same-sex female married couples are there?,There were 416 same-sex married couples.,-1,Fail.
What was reduced in the medieval period?,The size of the wall circuit was reduced in the medieval period.,-1,Fail.
Foreign names are not considered what? ,considered incorrect,-1,Fail.
The term asphalt is often preferred by who?,Geologists often prefer the term bitumen.,1,Pass.
What kind of instruments are favored by Hylian?,"Hylian is favored by string instruments, specifically a string quartet for more ""lyrical moments"".",-1,Fail.
"When you are an agnostic, what do you think doesn't exist?","When you are an agnostic, you believe that the existence of God is unknown or unknowable.",1,Pass.
What happened when methods of the Iroquois Confederacy were introduced to the Ottoman Empire?,"When methods of the Iroquois Confederacy were introduced to the Ottoman Empire, there was no significant impact or integration of these ideologies into common thought. The spread of Iroquois philosophy did not occur in the Ottoman Empire or within the advanced civilizations of the New World. However, the Iroquois philosophy did influence Christian thought and inspired some institutions adopted in the United States, with figures like Benjamin Franklin being admirers of their methods.",1,Pass.
Alan Shearer became the fifth British player to do what?,Alan Shearer became the fifth British player to command a transfer fee of more than £3 million.,-1,Fail.
What happened on March 30 2010?,"On March 30, 2010, YouTube launched a new design for its website with the goal of simplifying the interface and increasing user engagement.",-1,Fail.
Where in Beijing did the Dalai Lama's government flee?,"The Dalai Lama's government fled to Dharamsala, India.",1,Pass.
What exist for a second in a lab?,Subatomic particles exist for a fixed fraction of a second in a lab.,1,Pass.
Who settles the dispute when the President and Vice President cannot come to an agreement for a date of adjournment?,The President settles the dispute when the President and Vice President cannot come to an agreement for a date of adjournment.,-1,Fail.
In what month was Lincoln released?,Lincoln was released in the month of November.,-1,Fail.
The District of Columbia is on land donated by what two states?,The District of Columbia is on land donated by the states of Maryland and Virginia.,-1,Fail.
During what conflict did western universities influence madrasa?,During the Crusades.,-1,Fail.
What kind of properties does Coulomb's law have?,"Coulomb's law has the property of describing the electrostatic interaction between charged particles, specifically stating that the force between two point charges is directly proportional to the product of the charges and inversely proportional to the square of the distance between them.",-1,Fail.
What term denoted someone from the northern kingdom of Judah?,The term denoted someone from the northern kingdom of Judah is Israelite.,-1,Fail.
Which three browsers promised to develop Metro-style versions of their browsers?,"The three browsers that promised to develop Metro-style versions of their browsers were Chrome, Firefox, and Internet Explorer.",-1,Fail.
Voiced symbols are seldom what?,Voiced symbols are seldom actually aspirated.,1,Pass.
What is the population of Cameroon as of 2014?,The population of Cameroon as of 2014 was estimated to be around 4.7 million.,-1,Fail.
Who came up with the term salvarsan?,Paul Ehrlich came up with the term salvarsan.,-1,Fail.
In 1976 what religious group was founded?,"The religious group founded in 1976 was Word of God, a charismatic inter-denominational movement.",-1,Fail.
Materialism is not frequently assimilated to what? ,Materialism is not frequently assimilated to idealism.,-1,Fail.
What did Christopher Green say of the similarities between traditional cubist and Salon Cubists?,"Christopher Green argued that the Salon Cubists may have developed techniques such as faceting, 'passage', and multiple perspective independently, without necessarily depending on Picasso and Braque for their development. He suggested that they could have arrived at these practices guided by their own understanding of Cézanne.",-1,Fail.
What is group law endowed with?,The group law is endowed with continuity in order for the group operations to interweave well with the topology.,-1,Fail.
How many copies did Ghost REcon Advanced Warfighter sell in 2007?,Ghost Recon Advanced Warfighter sold over a million copies in 2005.,1,Pass.
Considerable research has been done changing what?,"Considerable research has been done changing our understanding of the functions of clothing, including psycho-social, physiological, protective, and cartage functions.",1,Pass.
In particle physics what should there be to preserve entropy?,"In particle physics, to preserve entropy, there should be a small counterbalancing time asymmetry to maintain CPT symmetry.",1,Pass.
How often are in-house academic journals published typically?,In-house academic journals are typically published on a quarterly or biannual basis.,-1,Fail.
What is the climate description for the middle band of Namibia?,"The climate description for the middle band of Namibia is Semi-Arid, with mean rainfall between 300 and 500 mm.",-1,Fail.
What determines the order in which suras aren't placed in the Quran?,"The order in which suras are placed in the Quran is not determined by the sequence of revelation, but rather by their length. The suras are arranged roughly in order of decreasing size, with each sura except the ninth starting with the Bismillah (بسم الله الرحمن الرحيم).",-1,Fail.
What is the approach on a biotechnology farm?,"The approach on a biotechnology farm involves using a combination of biologically destructive pesticides, mechanized tools, and transgenic engineering techniques to eradicate associated biodiversity and rotate crops. Some polyculture farmers also employ integrated pest management strategies and labor-intensive techniques that are less dependent on capital, biotechnology, and energy.",-1,Fail.
Who managed the Bolton Wanderers during the 1995-96 season?,Colin Todd,-1,Fail.
What is the method in which videos can average a color similar to?,"The method in which videos can average a color similar to is through compression algorithms that can average a color across similar areas to reduce space, similar to those used in JPEG image compression.",-1,Fail.
What sort of customers did Selfridges least often cater to?,Selfridges least often catered to customers who were looking to shop out of necessity rather than pleasure.,-1,Fail.
What typically covers an MI?,"An MI (myocardial infarction) is typically covered as a disease, but may sometimes be considered an injury, especially in cases where it is work-related or caused by unusual stress or exertion.",-1,Fail.
What is more stable than the melatonin offset?,The melatonin offset is more stable than the melatonin onset.,1,Pass.
What do information resources allow to pop-up in a window?,"Information resources allow content, such as advertisements or notifications, to pop-up in a window.",-1,Fail.
What three groups are annelids traditionally divided among?,"The three groups that annelids are traditionally divided among are polychaetes, oligochaetes, and hirudinomorphs.",-1,Fail.
Okeh Records had whom as a subsidiary?,Columbia Phonograph Company,-1,Fail.
What isn't the German Empire?,"The German Empire was a historical state that existed from 1871 to 1918, encompassing parts of modern-day Germany, Poland, Russia, and other territories. It is not the current political entity known as Germany, which is a federal republic established in 1949.",-1,Fail.
Choosing to follow comic book tradition and tropes was called what?,"Choosing to follow comic book tradition and tropes was called the ""superheroes in the real world"" approach.",-1,Fail.
What theory did Matisse say his choice of colors was based on?,"Matisse said his choice of colors was based on observation, feelings, and the real nature of each experience, rather than on scientific theory.",-1,Fail.
Who is a celebrity that the CIA has a file on?,Elvis Presley,-1,Fail.
What did Popper think the weakness of a scientific theory lay in?,Popper believed that the weakness of a scientific theory lay in its inability to be falsified by criticism.,-1,Fail.
What year did the destruction of the church begin?,The destruction of the church began in 1666 during the Great Fire of London.,-1,Fail.
Where was the Gustav Lindenthal Conference located?,"The Gustav Lindenthal Conference was located in Pittsburgh, Pennsylvania, USA.",-1,Fail.
Who supported the unban against government aid to religious schools before 1970?,Most Protestants (and most Jews) supported the ban against government aid to religious schools before 1970.,1,Pass.
When did the first SDTV transmissions happen in Europe?,The first SDTV transmissions in Europe happened in the mid-1990s.,-1,Fail.
When did Friends of the Earth begin protesting Shell?,Friends of the Earth began protesting Shell in response to the extreme environmental issues in the Niger Delta caused by the company's operations.,-1,Fail.
What is Mata o le Afi probably the result of?,Mata o le Afi is probably the result of a volcanic eruption on the island of Savai'i in Samoa.,-1,Fail.
What does the Rayleigh-Jeans law avoid predictions for in terms of values?,The Rayleigh-Jeans law avoids predictions for high frequency values.,-1,Fail.
"Where isn't Magasin's ""flagship"" store located? ","Magasin's ""flagship"" store is not located in Jutland.",-1,Fail.
What is one of the most recent races regarding limits of non delegation?,"One of the most recent cases regarding limits of non-delegation is Gundy v. United States, 588 U.S. ___ (2019). In this case, the Supreme Court upheld a provision of the Sex Offender Registration and Notification Act (SORNA) that allowed the Attorney General to determine the applicability of the law to pre-Act offenders. The Court held that Congress did not impermissibly delegate its legislative authority to the Attorney General in this instance.",-1,Fail.
Which system indicates that the Gregorian year has been adjusted to start on January 1?,New Style (N.S.) indicates that the Gregorian year has been adjusted to start on January 1.,-1,Fail.
Which term was never used interchangeably with hard rock?,Heavy metal,-1,Fail.
What is defined as any one behavior of all animals that affects the current or future behavior of another animal?,Animal communication is defined as any behavior of one animal that affects the current or future behavior of another animal.,-1,Fail.
Who can be credited with saying essentially humans are the gods of humans?,"Ji Liang, as recorded in Zuo Zhuan, can be credited with saying essentially humans are the gods of humans.",-1,Fail.
Where did the Jews migrate to before the Babylonian conquest?,The Jews migrated to Egypt before the Babylonian conquest.,-1,Fail.
What was the ethnicity of the people executed in the second-smallest mass execution in US history?,The people executed in the second-smallest mass execution in US history were of African-American descent.,-1,Fail.
Reforms to what system increased the power of the house of uncommons?,Reforms to the voting system increased the power of the House of Commons.,-1,Fail.
When was FLNG technology created?,"FLNG technology was created in the mid-20th century, with the world's first floating liquefied natural gas (FLNG) facility being finalized by Royal Dutch Shell in 2011.",-1,Fail.
 Who was the author of the National Non-Labor Relations Act?,Robert F. Wagner,-1,Fail.
When was the October Countercurrent?,The October Countercurrent occurred in 1967 during the Cultural Revolution in China.,-1,Fail.
What dropped world wide at the begining of the Devonian?,Sea level dropped worldwide at the beginning of the Devonian.,-1,Fail.
What began to happen to universities in the 1500's?,"Universities in Europe began to see a tremendous amount of growth, productivity, and innovative research in the 1500's. The number of universities increased significantly during this time, with approximately 143 universities in Europe and Eastern Europe by the end of the 18th century. This was close to a 500% increase over the number of universities at the end of the Middle Ages.",-1,Fail.
What was written in 1897?,The 1897 Constitution of Biak-na-Bato was written in 1897.,-1,Fail.
What were the other cardinals trying to do by electing Cardinal Eugene Tisserant as Pope?,"The other cardinals were trying to elect Cardinal Eugene Tisserant as Pope in order to choose a candidate who would have a short-term or ""stop-gap"" pontificate, and do little during his time as Pope.",-1,Fail.
What can not be lossy or lossless?,Information cannot be lossy or lossless.,1,Pass.
What was the highest temperature ever recorded Charleston's city limit?,"The highest temperature ever recorded within Charleston's city limits was 104 °F (40 °C), on June 2, 1985, and June 24, 1944.",-1,Fail.
Why have governments feared the foundation?,"Governments have feared the foundation because of concerns that it may influence the conversation on education and higher education through its funding of journalists, think tanks, lobbying organizations, and governments. Critics worry that the foundation may push its own agenda through news coverage, although the foundation maintains that it does not enforce any rules for content among its grantees and grants editorial independence.",-1,Fail.
What term was first used in the 16th century?,"The term ""prime minister"" was first used in the 16th century by Cardinal Richelieu in 1625 when he was named as the prime minister of France.",-1,Fail.
Which theology did Pashupatas prefer?,Pashupatas preferred Pāśupata Shaivism.,-1,Fail.
 What didn't religious freedom result from?,"Religious freedom did not result from a single group or ideology, but rather from an alliance of unlikely partners including New Light evangelicals, Deists, and skeptics who fought for a complete separation of church and state.",-1,Fail.
What year was The Man Godfrey made?,My Man Godfrey was made in 1936.,-1,Fail.
Who claimed that humans create experiments based on the perceived future?,John Dewey claimed that humans create experiments based on the perceived future.,-1,Fail.
"On the day of the event, the President of the Senate reads to whom?","On the day of the event, the President of the Senate reads to the chamber a notice from the secretary to the governor general indicating when the viceroy or a deputy thereof will arrive.",-1,Fail.
What philosophy does ontology concern?,"Ontology concerns the branch of philosophy that deals with the nature of being, existence, and reality.",-1,Fail.
Producer Neal Purvis revealed that the film would provide what?,"Producer Neal Purvis revealed that the film would provide a minor retcon to the continuity of the previous films, with the Quantum organisation reimagined as a division within Spectre rather than an independent organisation.",-1,Fail.
What year did an incident reduce additional time?,The incident that led to the introduction of additional time in football matches occurred in 1891 during a match between Stoke and Aston Villa.,-1,Fail.
When was there more antimatter than matter?,"It is believed that in the early universe, matter and antimatter were equally represented. However, due to a phenomenon known as charge parity (CP) violation, there was a slight asymmetry that led to the dominance of matter over antimatter. This imbalance is one of the great unsolved problems in physics and is still being studied by scientists.",1,Pass.
Mexico refers to a university in what other way?,Varsity,-1,Fail.
In what year did England start transmissions using and 819 line system?,England started transmissions using an 819 line system in 1936.,-1,Fail.
It was the last year of Tribeca featuring a showcase of producers who do what?,Producers who work exclusively online.,-1,Fail.
Which ally of Germany was least surprised by the signing of the agreement?,Italy was the ally of Germany that was least surprised by the signing of the agreement.,-1,Fail.
Where are transistors being produced?,"Transistors are being produced in integrated circuits (IC), microchips, or simply chips, along with other electronic components, to produce complete electronic circuits.",-1,Fail.
How many ducks did China produce for cartoons in 2011?,China produced approximately 1.7 billion ducks for cartoons in 2011.,-1,Fail.
What Act did Disraeli push through Parliment in 1867?,"The Act that Disraeli pushed through Parliament in 1867 was the Representation of the People Act 1867, also known as the Second Reform Act.",-1,Fail.
Dynamic testing refers to executing predetermined code with what?,Dynamic testing refers to executing predetermined code with a set of test cases.,-1,Fail.
What mundane property does the alloy made up of 90% copper and 10% nickel possess?,The alloy made up of 90% copper and 10% nickel possesses the mundane property of resistance to corrosion.,-1,Fail.
What did the use of the speed of light by Newton lead to?,"The use of the speed of light by Newton ultimately led to the development of Einstein's theory of special relativity, which revolutionized our understanding of time and space.",-1,Fail.
What damage amounted to $2 billion from 2016-2018?,Sinkhole damage amounted to $2 billion from 2016-2018.,-1,Fail.
How many pounds of pesticide are used by the US government?,"In 2006 and 2007, the US government used approximately 857 million pounds (389 kt) of pesticides.",-1,Fail.
"During what periods of time were the essays and address contained in ""The Aims of Education and Other Essays"" destroyed?","The essays and addresses contained in ""The Aims of Education and Other Essays"" were destroyed during World War II.",-1,Fail.
Who controlled San Diego's charter for 4 years after it was revoked by California legislature?,The city of San Diego's charter was controlled by a board of trustees for 4 years after it was revoked by the California legislature.,-1,Fail.
What reproductive method spread widely but made plants fragile?,The reproductive method that spread widely but made plants fragile is sexual reproduction through flowers and seeds.,-1,Fail.
After who philosophy was never the same again in France?,François Marie Arouet de Voltaire,-1,Fail.
How many people on average attend a Schalke home game?,"The average attendance for a Schalke home game is approximately 61,197.",-1,Fail.
What does animal migration reduce competition for?,Animal migration reduces competition for food and shelter.,-1,Fail.
 What island territory voluntarily joined the UK as a colony in 1898?,Hawaii voluntarily joined the UK as a colony in 1898.,-1,Fail.
In what year did Ban Ki-Moon request assistance from the UN?,Ban Ki-Moon requested assistance from the UN in the year 2008.,-1,Fail.
Where does the Harlequins Cricket Club want to introduce the sport to?,The Harlequins Cricket Club wants to introduce the sport to schools in Cork city and county.,-1,Fail.
 What did Southwestern sell to raise funds for it's first building?,"Northwestern sold $100 ""perpetual scholarships"" to raise funds for its first building.",-1,Fail.
"What may a cardinal who does not hold the title of ""bishop"" do?","A cardinal who does not hold the title of ""bishop"" may still wear and use episcopal vestments and other pontificalia, such as the mitre, crozier, zucchetto, pectoral cross, and ring. However, they cannot perform functions reserved solely to bishops, such as ordination. Additionally, any cardinal, regardless of being a bishop or not, has both actual and honorary precedence over non-cardinal patriarchs, archbishops, and bishops who are not cardinals.",-1,Fail.
What can oil contamination be dependent on instead of pump nature?,"Oil contamination in a pumping system can be dependent on factors such as the type of oil used, the condition of the oil, the operating temperature of the system, the presence of contaminants in the environment, and the maintenance practices followed.",-1,Fail.
Who were Frankie Hardy and Ron Knuckles?,"Frankie Knuckles and Ron Hardy were influential pioneers of house music, with Frankie Knuckles being known as ""the Godfather of House."" They were known for their out-of-bounds behavior and their contributions to the early development of house music in Chicago.",-1,Fail.
"Whose decision was it that members of the Governing Body have ""deep truths"" imparted to them by the holy spirit?","The decision that members of the Governing Body have ""deep truths"" imparted to them by the holy spirit is believed to be made by the Governing Body itself, with the understanding that they are guided by the holy spirit in discerning these truths.",1,Pass.
What section of What's New can show links to websites?,"The ""latest information"" section of What's New can show links to websites.",-1,Fail.
What is the Union based upon?,"The Union is based upon the proposed denomination of $100, as suggested by James Guthrie, the Secretary of the Treasury in 1854.",-1,Fail.
What is thermal wind known as?,"Thermal wind is known as ""cloud-streets"" in the context of unpowered air sports such as hang gliding and paragliding.",-1,Fail.
Which country doesn't need a similarity requirement to determine if the work was copied?,"China is a country that doesn't need a similarity requirement to determine if a work was copied. In China, the focus is more on whether there is substantial evidence of direct copying, rather than a comparison of similarities between the original and the allegedly copied work. This approach is known as the ""originality"" requirement in Chinese copyright law.",-1,Fail.
"Which term isn't used in the Quran to indicate itself means ""book""?","The term ""kitāb"" (book) is not used in the Quran to indicate itself means ""book"".",-1,Fail.
CEO Weiss Barry left RCA/Jive Label Group in what year?,CEO Weiss Barry left RCA/Jive Label Group in March 2011.,-1,Fail.
Who may opt for the order of cardinal priests after they have been deacons for 30 years?,Cardinal deacons may opt for the order of cardinal priests after they have been deacons for 30 years.,-1,Fail.
Who did the secretary of transportation send budget requests to to be approved?,The secretary of transportation sends budget requests to the president to be approved.,-1,Fail.
How long does basic artillery training last for?,Basic artillery training typically lasts for 10 weeks for most recruits in the U.S. Army.,-1,Fail.
When did the original speakers of Sanskrit migrate to the north-west?,The original speakers of Sanskrit migrated to the north-west during the early second millennium BCE.,-1,Fail.
When did the second Indiana Jones movie come out?,"The second Indiana Jones movie, ""Indiana Jones and the Temple of Doom,"" came out in 1984.",-1,Fail.
What did Bradley say Moore did not understand?,Bradley said Moore did not understand the statement that something is real.,1,Pass.
Whose football fields are hundred 50 yards wide and 65 yards long?,Canadian football fields are 150 yards wide and 65 yards long.,-1,Fail.
How many Landeshauptmann are there in total?,There are a total of 16 Landeshauptmann in Germany.,-1,Fail.
The second largest deal in recorded music history was worth how much?,The second largest deal in recorded music history was worth $200 million.,-1,Fail.
 When was the renewal and re-equipment effort ended?,The renewal and re-equipment effort ended in 2011.,-1,Fail.
What did the Pechenges refuse to trade with the Rus?,The Pechenegs refused to trade horses with the Rus.,-1,Fail.
As of when did Christianity have about 2.4 million adherents?,"As of the early 21st century, Christianity had approximately 2.4 billion adherents.",-1,Fail.
What can cultural beliefs keep a person from doing?,"Cultural beliefs can keep a person from seeking help for pain, reporting pain, or admitting they are in pain.",-1,Fail.
When was the Second Republic established?,The Second Republic was established in the Republic of the Congo in 1958.,-1,Fail.
What does boutique management do to make sure their prices aren't too high?,"Boutique management can ensure their prices aren't too high by conducting market research to understand the pricing strategies of competitors, analyzing the cost of goods sold to determine a fair markup, and offering promotions or discounts to attract customers without compromising profitability. Additionally, they can focus on providing unique and high-quality products or services to justify their pricing.",-1,Fail.
 What does ZID stand for?,ZID stands for Zero Insertion Force.,-1,Fail.
When did South Africa take over ruling Namibia?,"South Africa took over ruling Namibia during the period of South African rule, which lasted from 1915 to 1990.",-1,Fail.
When did Hermann Lotz offer his theories?,Hermann Lotze offered his theories of idealism in the 19th century.,-1,Fail.
"What state's law mandated that executions occur in """"room or place enclosed from private view""?",New Mexico,-1,Fail.
What unknown explorers ships was one of the first to have it's hulls made of copper?,The ships of Christopher Columbus were among the first to have their hulls made of copper.,-1,Fail.
In what era did cross-border policing decrease?,Cross-border policing decreased in the post–Cold War era.,-1,Fail.
What are the rights of a content creator that has their work unprotected?,"The rights of a content creator whose work is unprotected may vary depending on the specific laws and regulations in place. In general, without copyright protection, the creator may not have the legal right to control how their work is used, reproduced, distributed, displayed, or performed by others. This can potentially lead to their work being used without their permission or compensation. It is important for content creators to understand and protect their rights through copyright registration and other legal measures to prevent unauthorized use of their work.",-1,Fail.
Which graduate of The Feinburg School of Medicine was the last physician in space?,"Joseph P. Kerwin, the first physician in space, was the last physician in space who graduated from The Feinberg School of Medicine.",-1,Fail.
"For what reason does FAPL select a chairman, chief executive and vice president?","FAPL selects a chairman, chief executive, and vice president to oversee the daily operations of the league and make decisions on issues such as rule changes and contracts.",-1,Fail.
 In what order are words put in sentences in the Finnish language?,"In the Finnish language, the order of words in sentences is typically subject-verb-object.",-1,Fail.
"What creates conversation called a ""frame""?","Codecs create conversation called a ""frame"" to create discrete data segments for encoding and decoding.",-1,Fail.
What were the Chancellor's Ministers mos often members of?,The Chancellor's Ministers were most often members of one of the two Houses of Parliament.,-1,Fail.
Who elevated the Duke of Brunswick to the rank of Prince?,The Holy Roman Emperor elevated the Duke of Brunswick to the rank of Prince.,-1,Fail.
Where do microbes transfer material from their chloroplast and mitochondrial genomes?,Eukaryotic cells transfer genetic material from their chloroplast and mitochondrial genomes to their nuclear chromosomes.,-1,Fail.
When did sea levels rise to prehistoric levels?,"Sea levels rose to prehistoric levels some 4,000 to 5,000 years ago.",-1,Fail.
What was increased from 10 to 15 in July 2001?,The upload limit for videos on YouTube was increased from 10 minutes to 15 minutes in July 2010.,-1,Fail.
Who led the Friars Teachers order at this time?,Dominic of Guzman led the Friars Preachers order at this time.,-1,Fail.
What did the the UK courts in the end of the 19th century?,The UK courts in the end of the 19th century lacked a coherent court hierarchy and judges subscribed to natural law theories of law.,-1,Fail.
The term referring to unpublished material in a particular field includes what type of literature as one example?,The term referring to unpublished material in a particular field includes academic literature as one example.,-1,Fail.
What is dystropy?,"Dystropy is a term used to describe the evenness of a distribution of energy within a system, closely related to entropy. It is a principle that is important in understanding the behavior of entropy, which is a measure of the distribution of energy within a system. When an isolated system is given more degrees of freedom, the total energy spreads evenly over all available degrees without distinction between new and old degrees. This concept is related to the second law of thermodynamics.",-1,Fail.
In what year was RCA founded?,RCA was founded in 1919.,-1,Fail.
In what year was the Order of the Garter destroyed?,The Order of the Garter has not been destroyed. It is still in existence today and is considered one of the most prestigious chivalric orders in the world.,1,Pass.
99% of asphalt that is removed from road surfaces during what type of projects is reused for conducting industry surveys?,Widening and resurfacing projects.,-1,Fail.
How many people will no longer be diagnosed with decline in lung function after 2004?,"After 2004, approximately half of the children diagnosed with asthma will no longer be diagnosed with a decline in lung function.",-1,Fail.
How much area of downtown Texas does the Theater District cover?,The Theater District in downtown Houston covers approximately 17 blocks.,-1,Fail.
When did The Norddeutsche Affinerie nuclear plant first begin production?,The Norddeutsche Affinerie nuclear plant first began production in 1876.,-1,Fail.
What is the most corrupt market for copper today?,"The most corrupt market for copper today is the illegal scrap metal market, where stolen copper is sold for profit without proper authorization or documentation. This illegal activity not only contributes to the depletion of valuable resources but also poses safety risks and undermines the legitimate copper industry.",-1,Fail.
What organization is mainly funded through public donations?,Nonprofit organizations,-1,Fail.
What document was written by Edward I in 1297?,"The document written by Edward I in 1297 is the Confirmation of the Charters, also known as the Confirmatio Cartarum.",-1,Fail.
