question,answer,label,judgement
Elon Musk told advertisers fleeing his social media platform X (formerly Twitter) to do what?,"""Elon Musk told advertisers fleeing his social media platform X (formerly Twitter) to go ahead and leave, as he believes in free speech and will not bow down to pressure from advertisers.""",-1,Fail.
Who was criticised for saying Brits need to accept being “worse off” financially?,"Former Prime Minister Theresa May was criticized for saying Brits need to accept being ""worse off"" financially during the Brexit negotiations.",-1,Fail.
ESPN apologized for airing footage during the broadcast of a game between the Miami Heat and the New York Knicks that showed what?,A fan making a racist gesture towards a player.,-1,Fail.
"According to internal documents reported this week, what measure is United Airlines planning to introduce this month to speed up the boarding of passengers?","United Airlines is planning to introduce a new boarding process based on the number of items passengers are carrying, rather than their seat numbers, in order to speed up the boarding of passengers.",-1,Fail.
What was the name of the country music festival where the deadliest mass shooting in American history occurred?,The name of the country music festival where the deadliest mass shooting in American history occurred was the Route 91 Harvest Festival.,-1,Fail.
Prince Harry and Meghan’s daughter will be known by which royal title?,Lilibet Diana Mountbatten-Windsor,-1,Fail.
Residents in which country moved their clocks forward last weekend to Daylight Saving Time for the last time?,Residents in the European Union moved their clocks forward last weekend to Daylight Saving Time for the last time.,-1,Fail.
"Which Satellite TV provider was hit with a $150,000 fine for failing to properly dispose of one of its satellites in space?",DirecTV,-1,Fail.
New polling data suggests that what percentage of 18- to 24-year-olds in the UK want to replace the monarchy with an elected head of state?,The polling data suggests that 41% of 18- to 24-year-olds in the UK want to replace the monarchy with an elected head of state.,-1,Fail.
Which MLB team won the World Series this week?,The Atlanta Braves won the World Series this week.,-1,Fail.
"Which member of the UK shadow cabinet branded Suella Braverman as ""out of control"" after the home secretary publicly criticised the Met Police?",Lisa Nandy,-1,Fail.
What beverage was once popular and synonymous with Juneteenth celebrations?,"Red soda pop, specifically strawberry soda, was once popular and synonymous with Juneteenth celebrations.",-1,Fail.
Latest analysis by Reporters Without Borders (RSF) found that which country ranks lowest for press freedom?,North Korea,-1,Fail.
"Taylor Swift and Beyoncé dominated the entertainment headlines, thanks to their blockbuster worldwide tours and concert films released in theaters. Beyoncé also set a record for the most Grammy Awards. How many has she won?",Beyoncé has won a total of 28 Grammy Awards.,-1,Fail.
Which pop icon will embark on her 40th anniversary tour this year?,Madonna,-1,Fail.
"After 35 years, the curtain fell for the final time on Broadway's longest-running musical this week. What is the show called?","The show is called ""The Phantom of the Opera.""",-1,Fail.
What type of agreement was reached between dozens of countries this week?,The type of agreement reached between dozens of countries this week was a trade agreement.,-1,Fail.
"A French woman named Lucile Randon, believed to be the world’s oldest person, died this week. What age was she?","Lucile Randon, also known as Sister Andre, was 117 years old when she passed away.",-1,Fail.
"Third baseman Scott Rolen was the lone player elected to the Baseball Hall of Fame this year. He played for five MLB teams, including the:","Philadelphia Phillies, St. Louis Cardinals, Toronto Blue Jays, Cincinnati Reds, and the New York Yankees.",-1,Fail.
Which of the following bands will reportedly headline King Charles’s coronation concert?,The Rolling Stones,-1,Fail.
True or false: Travelers from China to the U.S. are no longer required to present a negative COVID-19 test before boarding their flights.,False. Travelers from China to the U.S. are still required to present a negative COVID-19 test before boarding their flights.,-1,Fail.
Which European royal was accused of infidelity with her former brother-in-law?,Princess Diana,-1,Fail.
"After being expelled for leading gun-reform protests on the chamber floor, two Black Democratic lawmakers from which state were reappointed?",Missouri,-1,Fail.
Which actor paid tribute to Karl Lagerfeld by wearing a giant fluffy cat costume to the 2023 Met Gala?,The actor who paid tribute to Karl Lagerfeld by wearing a giant fluffy cat costume to the 2023 Met Gala was Jared Leto.,-1,Fail.
Which North African country was inundated with catastrophic flooding this week?,Tunisia,-1,Fail.
Which cabinet minister now has the highest approval rating from Tory members following Ben Wallace’s resignation as defence minister?,Liz Truss,-1,Fail.
What sparked the popularity of Mexican pizza in Philadelphia?,"The popularity of Mexican pizza in Philadelphia was sparked by the unique combination of flavors and ingredients, such as spicy chorizo, tangy salsa, creamy avocado, and melted cheese, that appealed to the diverse taste preferences of the city's residents. Additionally, the rise of food trucks and pop-up restaurants in Philadelphia helped introduce Mexican pizza to a wider audience, leading to its widespread popularity in the city.",-1,Fail.
Workers in which country arrived at work to find a national holiday had been declared overnight?,Workers in Nepal arrived at work to find a national holiday had been declared overnight.,-1,Fail.
A signalling error meant a train carrying members of the European Parliament from Charles de Gaulle airport outside Paris ended up where?,"Strasbourg, France",-1,Fail.
"What sparked a police investigation at Carousel Park in Pike Creek, Delaware?","A dead body was found in Carousel Park in Pike Creek, Delaware, sparking a police investigation.",-1,Fail.
Tennessee Republicans voted to expel two Democrats from the state House for:,voting against a bill that would ban critical race theory in schools.,-1,Fail.
"Which would-be Republican presidential nominee referred to the absent Donald Trump as ""Donald Duck"" during the second GOP debate?",Rand Paul,-1,Fail.
Which Thanksgiving dish was invented in the 1950s by a Campbell Soup Company employee named Dorcas Reilly with the hope of boosting sales of one of Campbell’s products?,Green bean casserole,-1,Fail.
A powerful cyclone hit Myanmar this week. What was its name?,The powerful cyclone that hit Myanmar this week was named Cyclone Amphan.,-1,Fail.
"How much per year is Britain's obesity problem costing the economy, according to new analysis?","According to new analysis, Britain's obesity problem is costing the economy around £27 billion per year.",-1,Fail.
Medical experts have criticised a new TikTok trend showing parents doing what with eggs?,Medical experts have criticised a new TikTok trend showing parents putting raw eggs in their children's mouths as a dangerous choking hazard.,-1,Fail.
UK ministers reportedly considered a nationwide cull of which household pets at the start of the Covid pandemic?,Cats,-1,Fail.
The appearance of Donald Trump at a broadcast “town hall” meeting held by which news channel has caused ongoing controversy this week?,"The appearance of Donald Trump at a broadcast ""town hall"" meeting held by NBC News has caused ongoing controversy this week.",-1,Fail.
Residents of which European capital are to vote on whether to ban e-scooters?,"Residents of Paris, the capital of France, are to vote on whether to ban e-scooters.",-1,Fail.
Actress Gwyneth Paltrow appeared in court this week over her alleged involvement in which type of accident?, Actress Gwyneth Paltrow appeared in court this week over her alleged involvement in a skiing accident.,-1,Fail.
Which US President signed a bill making Juneteenth a federal holiday?,Joe Biden,-1,Fail.
Which athlete became the NBA’s all-time leading scorer this week?,Kareem Abdul-Jabbar,-1,Fail.
"McDonald’s announced a birthday meal, available beginning June 12, for which character?","McDonald's announced a birthday meal, available beginning June 12, for the character ""Happy Meal.""",-1,Fail.
Who is permitted to be on the Community Advisory Group for the contaminated East Basin Road Groundwater Superfund site in New Castle?,"The Community Advisory Group for the contaminated East Basin Road Groundwater Superfund site in New Castle is open to any interested community members, including residents, business owners, local government officials, and representatives from environmental organizations.",-1,Fail.
"As Russia’s war in Ukraine raged, a mercenary group attempted an insurrection against President Vladimir Putin. The Wagner Group’s leader later died in a plane crash. What was his name?",Dmitry Utkin,-1,Fail.
"Which state was devastated by a series of tornadoes that left more than 35,000 customers without power?",Tennessee,-1,Fail.
What was unearthed under the site of a proposed new Aldi supermarket in the Buckinghamshire town of Olney?,A Roman villa was unearthed under the site of a proposed new Aldi supermarket in the Buckinghamshire town of Olney.,-1,Fail.
Which country this week announced the sale of military equipment to Armenia amid escalating tensions in the Caucasus?,Russia,-1,Fail.
Which type of product received a sweeping recall this week over concerns of fire and burn hazards?, Lithium-ion batteries,-1,Fail.
A Spanish TV star sparked controversy by using whose sperm for her surrogate baby?,Cristiano Ronaldo,-1,Fail.
"X, the company formerly known as Twitter, endured a turbulent year under Elon Musk’s leadership. He laid off thousands of employees and implemented a slew of controversial changes. Amid the chaos, rival Meta introduced a new social media app. What is it called?","The new social media app introduced by Meta is called ""Meta Social.""",-1,Fail.
Another Thanksgiving tradition is football. Which NFL team has played the most games on Thanksgiving Day?,The Detroit Lions hold the record for playing the most games on Thanksgiving Day in the NFL.,-1,Fail.
Astronomers announced they found a planet around 120 light-years away from Earth that might have all the elements needed to sustain life. What is the planet’s name?,The planet's name is K2-18b.,-1,Fail.
Which royal made a surprise visit to this week’s Chelsea Flower Show?,Prince Charles made a surprise visit to this week's Chelsea Flower Show.,-1,Fail.
What tragic event occurred to the Philadelphia boxer known as Tsunami Sam shortly after Thanksgiving?,"Tsunami Sam, the Philadelphia boxer, tragically passed away in a car accident shortly after Thanksgiving.",-1,Fail.
Which tech leader met with Israel’s president this week?,"The tech leader who met with Israel's president this week is Mark Zuckerberg, the CEO of Facebook.",-1,Fail.
A Spanish duke and his wife have triggered controversy by naming their recently christened daughter what?,"The Spanish duke and his wife have triggered controversy by naming their recently christened daughter ""Franco.""",-1,Fail.
Which animal is to be reintroduced to west London for the first time in 400 years?,Beavers,-1,Fail.
Which country suspended all football league fixtures after a club president punched a referee at the end of a match?,Greece,-1,Fail.
Thousands of people were evacuated from the Icelandic town of Grindavik amid fears of an eruption by which volcano?,Mount Keilir,-1,Fail.
"Diane Abbott suggested in a letter to which newspaper that Jewish, Irish and Traveller people are not “all their lives subject to racism”?",The Guardian,-1,Fail.
"Which political figure froze for 30 seconds during a news conference this week, sparking renewed concerns about his health?",President Joe Biden,-1,Fail.
Why has London’s Young Vic Theatre issued a trigger warning for audiences of its latest production?,"The Young Vic Theatre in London issued a trigger warning for its latest production due to the sensitive and potentially distressing subject matter depicted in the play, which includes themes of sexual violence and abuse. The warning is intended to alert audience members who may be triggered or upset by such content, allowing them to make an informed decision about whether or not to attend the performance.",-1,Fail.
What new concept is Dick's Sporting Goods introducing in Delaware at the Brandywine Town Center?,"Dick's Sporting Goods is introducing a new concept called ""Public Lands"" in Delaware at the Brandywine Town Center.",-1,Fail.
What did a student in South Korea do to a banana that was part of an art installation worth over $100k?,The student in South Korea taped a banana to a wall as part of an art installation worth over $100k.,-1,Fail.
What is the main reason for Wilmington Mayor Mike Purzycki's proposal to eliminate the residency requirement for city employees?,"The main reason for Wilmington Mayor Mike Purzycki's proposal to eliminate the residency requirement for city employees is to attract a larger pool of qualified candidates for city positions and to increase diversity within the city workforce. By removing the residency requirement, the city hopes to recruit top talent from a wider geographic area and improve the overall efficiency and effectiveness of city services.",-1,Fail.
"What was the name of Helen Achenbach's famous restaurant near Smyrna, known for its early morning hours, hearty breakfast sandwiches, and an Elvis Presley memorabilia-filled dining room?","The name of Helen Achenbach's famous restaurant near Smyrna was ""Helen's Restaurant.""",-1,Fail.
"Which major tech company announced 10,000 job cuts this week?","IBM announced 10,000 job cuts this week.",-1,Fail.
"The three mysterious objects that were recently shot down over North America were likely harmless, the White House said this week. What do officials believe the objects were?",Officials believe the mysterious objects that were shot down over North America were likely harmless weather balloons.,-1,Fail.
Newly released Metropolitan Police figures show that one in every how many officers in the force are currently suspended or on restricted duties?,One in every 50 officers in the force are currently suspended or on restricted duties.,-1,Fail.
State labs recently found “extremely high” levels of lead in which popular snack food?,Kale chips,-1,Fail.
What was the reason behind the permanent suspension of Indian Motorcycle dealerships and Intellicar by the Delaware Division of Motor Vehicles?,The reason behind the permanent suspension of Indian Motorcycle dealerships and Intellicar by the Delaware Division of Motor Vehicles was due to fraudulent activities and violations of state laws and regulations.,-1,Fail.
"South Carolina star Aliyah Boston was the first pick in this week’s WNBA Draft. In total, how many South Carolina players were drafted Monday?",Three South Carolina players were drafted on Monday.,-1,Fail.
The arrival carpet at this Sunday’s Oscars will not be its usual red. What color will it be?,The arrival carpet at this Sunday's Oscars will be gold.,-1,Fail.
"A revised red, white and blue flag honoring Juneteenth was introduced in 2000. What symbol is at the center of the flag?","The symbol at the center of the revised red, white, and blue flag honoring Juneteenth is a bursting star.",-1,Fail.
"Italy’s Supreme Court has ordered a city council in Lombardy to pay a couple €50,000 (£43,000) for failing to safeguard them against what?",Flooding.,-1,Fail.
Which tech company is moving forward with its plan to delete accounts that have been inactive for at least two years?,Twitter,-1,Fail.
"Pat Sajak announced this week that after next season, he will step down as host of which game show?",Wheel of Fortune,-1,Fail.
"What is the minimum annual income required for a family of four to be considered middle class in Delaware in 2023, according to the study?","The minimum annual income required for a family of four to be considered middle class in Delaware in 2023 is $78,676, according to the study.",-1,Fail.
Three retired US military veterans testified Wednesday at a House hearing on unidentified anomalous phenomena — commonly known as UFOs. Around how many UFO cases is the government tracking?,The government is currently tracking around 140 UFO cases.,-1,Fail.
Tens of thousands of people in China have left their homes in the past several days due to which damaging weather event?,Tens of thousands of people in China have left their homes in the past several days due to the damaging weather event of Typhoon In-Fa.,-1,Fail.
Which soccer team was shockingly knocked out of the Women’s World Cup this week?,The United States Women's National Soccer Team was shockingly knocked out of the Women's World Cup this week.,-1,Fail.
Which social media company received a deadline from the European Union this week to address false and misleading claims on its platform?,Facebook,-1,Fail.
True or false: President Joe Biden would become the oldest elected president in U.S. history if he is re-elected in 2024.,"True. President Joe Biden was already the oldest elected president in U.S. history when he was elected in 2020 at the age of 78. If he were to be re-elected in 2024, he would continue to hold that title as the oldest elected president.",-1,Fail.
Rock & Roll Hall of Fame icon Tina Turner died this week at 83. Which one of these was not one of her songs?,"""Like a Prayer"" by Madonna",-1,Fail.
What percentage of British adults reportedly has an unfavourable view of campaign group Just Stop Oil?,"According to a survey conducted by YouGov in 2021, 42% of British adults reportedly have an unfavorable view of the campaign group Just Stop Oil.",-1,Fail.
What is scrapple made from and how is it typically prepared?,"Scrapple is a traditional American dish made from pork scraps and trimmings, combined with cornmeal, flour, and spices. The mixture is then formed into a loaf, sliced, and pan-fried until crispy on the outside. It is often served for breakfast with eggs and maple syrup.",-1,Fail.
Where did the second Republican presidential debate take place?,"The second Republican presidential debate took place at the Ronald Reagan Presidential Library in Simi Valley, California.",-1,Fail.
"A man was indicted by a grand jury on charges of stealing what iconic prop used during production of ""The Wizard of Oz"" in 1939?","The iconic prop stolen during the production of ""The Wizard of Oz"" in 1939 was the ruby slippers worn by Dorothy.",-1,Fail.
Apple on Tuesday unveiled its iPhone 15 lineup. Which current iPhone feature will be significantly altered in the new version?,"The current iPhone feature that will be significantly altered in the new iPhone 15 lineup is the notch. Apple has announced that the notch will be smaller in the new version, allowing for more screen real estate.",-1,Fail.
Which country declared a National State of Emergency this week for the third time in its history due to a major storm?,Japan,-1,Fail.
"Men who use what more than 20 times a day have a higher risk of low sperm count, according to a new study?","Men who use their smartphones more than 20 times a day have a higher risk of low sperm count, according to a new study.",-1,Fail.
Senators unveiled a bipartisan bill this week empowering President Joe Biden to ban which popular app nationwide?,TikTok,-1,Fail.
"Around 5,000 people took part in a record-breaking “Grande Dictée” (Great Dictation) event at which landmark Paris location?",The Eiffel Tower.,-1,Fail.
What is the main concern expressed by residents of West Center City in Wilmington regarding the Neighborhood Stabilization Program led by Mayor Mike Purzycki?,Residents of West Center City in Wilmington have expressed concerns about the lack of transparency and community input in the Neighborhood Stabilization Program led by Mayor Mike Purzycki. They feel that decisions are being made without considering the needs and opinions of the residents who will be directly affected by the program.,-1,Fail.
Former President Donald Trump will be selling a book featuring:,"His time in office, his perspective on key events during his presidency, and his thoughts on current political issues.",-1,Fail.
Which route has been completely canceled by Avelo Airlines?,"Avelo Airlines has completely canceled its route between Hollywood Burbank Airport (BUR) in California and Charles M. Schulz–Sonoma County Airport (STS) in Santa Rosa, California.",-1,Fail.
Massachusetts Air National Guard member Jack Teixeira was arrested this week. What is he accused of?,"Jack Teixeira, a member of the Massachusetts Air National Guard, was arrested this week on charges of child pornography possession.",-1,Fail.
A new study names which country as the worst in the developed world for housing?,United States,-1,Fail.
"What is the average cost of attending a hen or stag party in the UK, according to a survey for Aviva?","According to a survey for Aviva, the average cost of attending a hen or stag party in the UK is around £507.",-1,Fail.
True or False: Portland Trail Blazers Damian Lillard is the only player in the NBA to score more than 70 points in a game this season.,False. Washington Wizards' Bradley Beal also scored more than 70 points in a game this season.,-1,Fail.
"What were the charges that Camden's former mayor, Justin T. King, pleaded guilty to in the plea deal related to the February incident?","Justin T. King, Camden's former mayor, pleaded guilty to charges of wire fraud and filing a false tax return in the plea deal related to the February incident.",-1,Fail.
"Scientists have warned that a 5,000-mile-long mass of what species of seaweed is drifting towards Florida’s coast?","Scientists have warned that a 5,000-mile-long mass of Sargassum seaweed is drifting towards Florida's coast.",-1,Fail.
Voters in Chicago went to the polls this week to elect a new mayor. Two candidates advanced to a runoff. Who didn’t?,The candidate who did not advance to the runoff election in Chicago was Toni Preckwinkle.,-1,Fail.
A sample from the surface of near-Earth asteroid Bennu has been found to contain an abundance of what?,Carbon-bearing minerals,-1,Fail.
A large piece of what was discovered on a beach in Australia?,"A large piece of whale vomit, also known as ambergris, was discovered on a beach in Australia.",-1,Fail.
What item is being sent by the UK government to New Zealand and Australia as a goodwill gesture marking the start of two new post-Brexit deals?,The item being sent by the UK government to New Zealand and Australia as a goodwill gesture marking the start of two new post-Brexit deals is a historic bottle of British wine.,-1,Fail.
Who is considering running for governor in Delaware in 2024?,"As of now, it is rumored that former Vice President Joe Biden's son, Hunter Biden, is considering running for governor in Delaware in 2024.",1,Pass.
Why is the Aviation Technology career program at Delcastle Technical High School being terminated?,The Aviation Technology career program at Delcastle Technical High School is being terminated due to budget cuts and low enrollment numbers.,-1,Fail.
Communities across the US are being upended nearly every day due to gun violence. Which state was recently affected by two major back-to-back mass shootings this week?,Texas,-1,Fail.
Millions of Americans were under flood alerts across the Northeast this week. Which state received almost two months of rain in two days?,New York,-1,Fail.
What was the headline in The News Journal that referred to the wild fir tree growing from a crack in Philadelphia Pike?,"""Nature's Resilience: Fir Tree Thrives in Unlikely Urban Setting on Philadelphia Pike""",-1,Fail.
"According to a new study published this week, how many minutes of daily exercise could have a positive impact on your health?","According to a new study published this week, at least 30 minutes of daily exercise could have a positive impact on your health.",-1,Fail.
Novak Djokovic's victory in last weekend's ATP Tour Finals finale brings the Serbian tennis champ's total tally of title wins in the season-ending championship to how much?,Novak Djokovic's victory in last weekend's ATP Tour Finals finale brings the Serbian tennis champ's total tally of title wins in the season-ending championship to 6.,-1,Fail.
Steve Martin announced the show ‘Only Murders in the Building’ has started filming again. Which actor is a new addition this upcoming season?,Selena Gomez is the new addition to the upcoming season of 'Only Murders in the Building'.,-1,Fail.
The Church of England is selling off what kind of shares to “protect God’s creation”?,"The Church of England is selling off its shares in fossil fuel companies to ""protect God's creation.""",-1,Fail.
Which invasive host tree appears to be the preferred choice for spotted lanternflies to lay their egg masses on?,The invasive host tree that appears to be the preferred choice for spotted lanternflies to lay their egg masses on is the Tree of Heaven (Ailanthus altissima).,-1,Fail.
"More than 70,000 festival attendees were stranded in the Nevada desert when torrential rain overwhelmed their campsites with ankle-deep mud. What was the name of the festival?",Burning Man,-1,Fail.
Graham Norton will co-host the upcoming Eurovision 2023 with which star of hit TV comedy Ted Lasso?,Jason Sudeikis,-1,Fail.
The contents of which late music star’s former home are being put up for sale?,Prince,-1,Fail.
The world’s last gaslit cinema is reopening in which city?,London,-1,Fail.
Mike Pence declined to appeal a subpoena from a Justice Department special counsel investigating Donald Trump for:,obstruction of justice,-1,Fail.
"After six decades in the making, the FDA this week approved the first vaccine for which virus?",COVID-19,-1,Fail.
"According to the J.D. Power 2023 North American Airport Satisfaction Study, which airport ranked last in customer satisfaction among the nation's largest airports?","According to the J.D. Power 2023 North American Airport Satisfaction Study, the airport that ranked last in customer satisfaction among the nation's largest airports was Newark Liberty International Airport.",-1,Fail.
What NHL team in its sixth season routed the Florida Panthers 9-3 this week to capture its first-ever Stanley Cup title?,The Tampa Bay Lightning,-1,Fail.
"This week, mortgage rates in the US rose for the fourth consecutive week as inflation concerns remain. What is the current average rate for a 30-year fixed mortgage?",The current average rate for a 30-year fixed mortgage in the US is around 3.15%.,-1,Fail.
The cast of which television show visited the White House this week to help promote mental health awareness?,"The cast of the television show ""This Is Us"" visited the White House this week to help promote mental health awareness.",-1,Fail.
Which countries will host matches in the unprecedented six-nation 2030 FIFA World Cup?,"The unprecedented six-nation 2030 FIFA World Cup will be hosted by Argentina, Uruguay, Paraguay, and Chile in South America, as well as by Spain and Portugal in Europe.",-1,Fail.
Approximately how many people are still unaccounted for in the wake of Maui’s devastating wildfires?,"As of the latest reports, approximately 17 people are still unaccounted for in the wake of Maui's devastating wildfires.",-1,Fail.
What percentage of British adults think that King Charles is doing a “good job” as monarch?,"As of the latest survey data, approximately 70% of British adults think that King Charles is doing a ""good job"" as monarch.",-1,Fail.
Workers brought which major city to a standstill this week following a second mass strike over pension reforms?,Paris,-1,Fail.
What is one of the changes that Delaware Park's $10 million renovation project includes?,One of the changes that Delaware Park's $10 million renovation project includes is the addition of a new state-of-the-art turf track for horse racing.,-1,Fail.
Who served as George Washington’s vice president?,John Adams served as George Washington's vice president.,-1,Fail.
Which US state announced a ban on TikTok this week?,The US state that announced a ban on TikTok this week is Texas.,-1,Fail.
"Beyoncé made history Sunday, becoming the most-winning Grammy artist of all time with 32. When did she win her first Grammy award?","Beyoncé won her first Grammy award in 2000 for Best R&B Performance by a Duo or Group with Vocals for the song ""Say My Name"" with Destiny's Child.",-1,Fail.
Florida Gov. Ron DeSantis officially kicked off his 2024 presidential campaign on Tuesday in which state?,Florida,-1,Fail.
Which highly anticipated Netflix show is halting filming due to the film and TV writers’ strike?,Stranger Things,-1,Fail.
SpaceX and NASA launched a fresh crew of astronauts on a mission to space this week. What is their destination?,The destination of the SpaceX and NASA crew of astronauts launched this week is the International Space Station (ISS).,-1,Fail.
Which Hollywood star was seen working at a Dunkin’ Donuts this week?,Ben Affleck was seen working at a Dunkin' Donuts this week.,-1,Fail.
