question,answer,reference,label,judgement
Who was given the ten commandments by god?,"According to religious texts, the Ten Commandments were given by God to Moses on Mount Sinai.","Disambiguation 1. Question: What group was given the ten commandments by God? Answer:the children of Israel
Disambiguation 2. Question: What person was given the ten commandments by God? Answer:Moses
",1,Pass.
When is dj khaled's album coming out?,The release date for DJ Khaled's album may vary depending on the specific album you are referring to. It is recommended to check his official social media accounts or website for the most up-to-date information on album releases.,"Disambiguation 1. Question: When is DJ Khaled's album Grateful coming out? Answer:June 23, 2017
Disambiguation 2. Question: When is DJ Khaled's album Major Key coming out? Answer:July 29, 2016
Disambiguation 3. Question: When is DJ Khaled's album I Changed a Lot coming out? Answer:October 23, 2015
",1,Pass.
Who owned the farmhouse where the two commanders of the civil war met to end the war?,"The farmhouse where the two commanders of the Civil War met to end the war was owned by Wilmer McLean. The meeting took place at McLean's farmhouse in Appomattox Court House, Virginia on April 9, 1865, where General Robert E. Lee of the Confederate Army surrendered to General Ulysses S. Grant of the Union Army, effectively ending the Civil War.","Disambiguation 1. Question: Who originally owned the farmhouse where the two commanders of the civil war met to end the war? Answer:McLean
Disambiguation 2. Question: Who purchased and owned the farmhouse in 1869 where the two commanders of the civil war met to end the war? Answer:John L. Pascoe
Disambiguation 3. Question: Who purchased and owned the farmhouse in 1872 where the two commanders of the civil war met to end the war? Answer:Nathaniel H. Ragland
Disambiguation 4. Question: Who purchased and owned the farmhouse in 1891 where the two commanders of the civil war met to end the war? Answer:Myron Dunlap
",-1,Fail.
Who played mayella in to kill a mockingbird?,"In the 1962 film adaptation of ""To Kill a Mockingbird,"" the character of Mayella Ewell was played by actress Collin Wilcox Paxton.","Disambiguation 1. Question: Who played Mayella in the 1962 film To Kill a Mockingbird? Answer:Collin Wilcox
Disambiguation 2. Question: Who played Mayella in the 2018-19 Original Broadway cast of To Kill a Mockingbird? Answer:Erin Wilhelmi
Disambiguation 3. Question: Who played Mayella in the 2019-20 Second Broadway cast of To Kill a Mockingbird? Answer:Eliza Scanlen
",-1,Fail.
Who appoints the chief justice of the supreme court?,"The Chief Justice of the Supreme Court is appointed by the President of the United States, with confirmation by the Senate.","Disambiguation 1. Question: Who appoints the chief justice of the supreme court in the US? Answer:president of the United States
Disambiguation 2. Question: Who appoints the chief justice of the supreme court in canada? Answer:Governor General-in-Council
Disambiguation 3. Question: Who appoints the chief justice of the supreme court in the Philippines? Answer:president of the Philippines
Disambiguation 4. Question: Who appoints the chief justice of the supreme court in  Nigeria? Answer:President of the Federal Republic of Nigeria
Disambiguation 5. Question: Who appoints the chief justice of the supreme court in Kenya? Answer:President
",-1,Fail.
Who sings the song it never rains in california?,"The song ""It Never Rains in California"" was originally performed by Albert Hammond.","Disambiguation 1. Question: Who sings the song ""It Never Rains in Southern California""? Answer:Albert Hammond
Disambiguation 2. Question: Who sings the 1990 song ""It Never Rains (In Southern California)""? Answer:Tony! Toni! Toné!
",-1,Fail.
When was the last time notre dame won a bowl game?,"The last time Notre Dame won a bowl game was on January 1, 2021, when they defeated the University of Alabama in the Rose Bowl.","Disambiguation 1. Question: When was the last time notre dame won a fiesta bowl game? Answer:January 1, 2016
Disambiguation 2. Question: When was the last time notre dame won a music city bowl game? Answer:December 30, 2014
Disambiguation 3. Question: When was the last time notre dame won a pinstripe bowl game? Answer:December 28, 2013
",-1,Fail.
Who is the grand marshall of the rose parade?,The grand marshal of the Rose Parade varies each year. The grand marshal is typically a well-known individual chosen for their achievements and contributions to society.,"Disambiguation 1. Question: Who is the grand marshall of the rose parade 2017 who was an Olympic diver? Answer:Greg Louganis
Disambiguation 2. Question: Who is the grand marshall of the rose parade 2016? Answer:Ken Burns
Disambiguation 3. Question: Who is the grand marshall of the rose parade 2015? Answer:Louis Zamperini
Disambiguation 4. Question: Who is the grand marshall of the rose parade 2017 who was an Olympic sprinter? Answer:Janet Evans
Disambiguation 5. Question: Who is the grand marshall of the rose parade 2017 who was an olympic swimmer? Answer:Allyson Felix
",-1,Fail.
Who played in the 2017 ncaa championship game?,The 2017 NCAA Championship game was played between the North Carolina Tar Heels and the Gonzaga Bulldogs. North Carolina emerged as the victor with a final score of 71-65.,"Disambiguation 1. Question: What teams played in the 2017 men's NCAA championship game? Answer:Gonzaga Bulldogs
Disambiguation 2. Question: What teams played in the 2017 women's NCAA championship game? Answer:Mississippi State Bulldogs
",1,Pass.
What percent alcohol is bailey's irish cream?,Bailey's Irish Cream typically has an alcohol content of around 17%.,"Disambiguation 1. Question: What is the percent alcohol by volume of original Bailey's Irish Cream? Answer:17%
Disambiguation 2. Question: What is the percent alcohol by volume of original Bailey's Irish Cream mint chocolate variant? Answer:17%
Disambiguation 3. Question: What is the percent alcohol by volume of original Bailey's Irish Cream creme caramel variant? Answer:17%
",1,Pass.
Where is the billboard music awards 2017 held?,"The Billboard Music Awards 2017 were held at the T-Mobile Arena in Las Vegas, Nevada.","Disambiguation 1. Question: What venue is the billboard music awards 2017 held in? Answer:T-Mobile Arena in Las Vegas
Disambiguation 2. Question: What state is the billboard music awards 2017 held in? Answer:Nevada
Disambiguation 3. Question: What City is the billboard music awards 2017 held in? Answer:Las Vegas
",1,Pass.
What is the name of the trophies awarded at the annual montreal fireworks festival?,The trophies awarded at the annual Montreal fireworks festival are called the Jupiter Trophies.,"Disambiguation 1. Question: What is the general name of the trophies awarded at the annual montreal fireworks festival? Answer:Jupiters
Disambiguation 2. Question: What is the name of the first place trophies awarded at the annual montreal fireworks festival? Answer:Gold Jupiter
Disambiguation 3. Question: What is the name of the second place trophies awarded at the annual montreal fireworks festival? Answer:Silver Jupiter
Disambiguation 4. Question: What is the name of the third place trophies awarded at the annual montreal fireworks festival? Answer:Bronze Jupiter
",-1,Fail.
When did mcdonald's come to new zealand?,"McDonald's first arrived in New Zealand in 1976 when the first restaurant opened in Porirua, near Wellington. Since then, McDonald's has expanded throughout the country and become a popular fast-food chain in New Zealand.","Disambiguation 1. Question: When did mcdonald's first restaurant come to new zealand? Answer:7 June 1976
Disambiguation 2. Question: When did mcdonald's Restaurants (New Zealand) Limited come to new zealand? Answer:4 November 1975
",1,Pass.
What kind of government is there in myanmar?,"Myanmar is currently governed by a military junta, which took power in a coup on February 1, 2021. The country has a history of military rule, with periodic elections and periods of civilian government.","Disambiguation 1. Question: What kind of government is there in Myanmar under its constitution of 2008? Answer:unitary parliamentary republic
Disambiguation 2. Question: What kind of government is there in Myanmar according to the Economist Intelligence Unit? Answer:authoritarian regime
",-1,Fail.
Where does the last name hayes originate from?,"The last name Hayes originates from Ireland. It is derived from the Gaelic name ""O'hAodha,"" meaning descendant of Aodh, which was a popular personal name in Ireland.","Disambiguation 1. Question: Where does the last name hayes originate from in Ireland? Answer:name of Irish god
Disambiguation 2. Question: Where does the last name hayes originate from in England? Answer:locational surname, associated with one of the several places named or suffixed -Hay, -Hays, -Hayes, etc.
Disambiguation 3. Question: Where does the last name hayes originate from in Scotland? Answer:""de la Haye"", meaning ""of La Haye""
Disambiguation 4. Question: Where does the last name hayes originate from in Wales? Answer:“Hughes” meaning the son of “Hugh”
Disambiguation 5. Question: Where does the last name hayes originate from with respect to Yiddish? Answer:name Khaye, meaning ""life""
",-1,Fail.
Who won the 2018 formula 1 australian grand prix tournament?,Sebastian Vettel won the 2018 Formula 1 Australian Grand Prix tournament.,"Disambiguation 1. Question: Which driver won the 2018 formula 1 australian grand prix tournament? Answer:Sebastian Vettel
Disambiguation 2. Question: Which constructor won the 2018 formula 1 australian grand prix tournament? Answer:Ferrari
",-1,Fail.
What are the hannibal lecter movies in order?,"The Hannibal Lecter movies in order are:

1. The Silence of the Lambs (1991)
2. Hannibal (2001)
3. Red Dragon (2002)
4. Hannibal Rising (2007)","Disambiguation 1. Question: What is the 1st hannibal lecter movie? Answer:Manhunter
Disambiguation 2. Question: What is the 2nd hannibal lecter movie? Answer:The Silence of the Lambs
Disambiguation 3. Question: What is the 3rd hannibal lecter movie? Answer:Hannibal
Disambiguation 4. Question: What is the 4th hannibal lecter movie? Answer:Red Dragon
Disambiguation 5. Question: What is the 5th hannibal lecter movie? Answer:Hannibal Rising
",-1,Fail.
When was the first passport issued in uk?,The first modern-style passport in the UK was issued in 1915. It was introduced as a result of World War I to control the movement of people across borders.,"Disambiguation 1. Question: When was the first mention of a passport as an Act of Parliament? Answer:1414
Disambiguation 2. Question: When was the first modern passport issued in the UK? Answer:1915
Disambiguation 3. Question: When was the first biometric passport issued in the UK? Answer:February 6, 2006
",1,Pass.
When did the potato come to north america?,"The potato came to North America in the late 15th century, brought by Spanish explorers and settlers. It quickly became an important crop in North America due to its adaptability to different climates and its nutritional value.","Disambiguation 1. Question: When did the potato possibly come to north america? Answer:Early colonists
Disambiguation 2. Question: When did the potato come to north america for certain and get used as a crop? Answer:1719
",-1,Fail.
Where are most of the us oil refineries located?,"Most of the US oil refineries are located in Texas, Louisiana, and California. These states have a high concentration of refineries due to their proximity to oil production sites and access to transportation infrastructure.","Disambiguation 1. Question: Where with respect to geographical features are most of the us oil refineries located? Answer:near navigable waterways, especially seaports or Great Lakes ports
Disambiguation 2. Question: On what coast are most of the us oil refineries located? Answer:along the Gulf Coast
Disambiguation 3. Question: In what states are most of the us oil refineries located? Answer:Texas, Louisiana, and California
",-1,Fail.
What is the most northerly town in the world?,"The most northerly town in the world is Longyearbyen, located in Svalbard, Norway.","Disambiguation 1. Question: What is the most northerly inhabited place in the world? Answer:Camp Barneo
Disambiguation 2. Question: What is the most northerly place with a permanent population in the world? Answer:Alert, Ellesmere Island
Disambiguation 3. Question: What is the most northerly civilian and functional settlement in the world? Answer:Ny-Ålesund
",-1,Fail.
When was harry potter and the sorcerers stone book released?,"Harry Potter and the Sorcerer's Stone, known as Harry Potter and the Philosopher's Stone in the UK, was first published on June 26, 1997.","Disambiguation 1. Question: When was Harry Potter and the Sorcerers Stone released in the UK? Answer:June 26, 1997
Disambiguation 2. Question: When was Harry Potter and the Sorcerers Stone released in the US? Answer:September 1, 1998
",1,Pass.
When does dragon ball super new episode come out?,"Dragon Ball Super episodes are typically released on Sundays in Japan. However, the specific release date of new episodes can vary, so it is best to check the official Dragon Ball Super website or social media channels for the most up-to-date information on episode releases.","Disambiguation 1. Question: When does Japanese dragon ball super new episode 121 come out? Answer:December 24, 2017
Disambiguation 2. Question: When does Japanese dragon ball super new episode 120 come out? Answer:December 17, 2017
Disambiguation 3. Question: When does Japanese dragon ball super new episode 119 come out? Answer:December 10, 2017
Disambiguation 4. Question: When does American dragon ball super new episode 44 come out? Answer:December 16, 2017
Disambiguation 5. Question: When does American dragon ball super new episode 43 come out? Answer:December 9, 2017
Disambiguation 6. Question: When does American dragon ball super new episode 42 come out? Answer:December 2, 2017
",-1,Fail.
When was the national pan hellenic council formed?,"The National Pan-Hellenic Council (NPHC) was formed on May 10, 1930, at Howard University in Washington, D.C. It is an organization that represents historically African American fraternities and sororities.","Disambiguation 1. Question: When was the national pan hellenic council originally formed? Answer:May 10, 1930
Disambiguation 2. Question: When was the national pan hellenic council officially incorporated? Answer:1937
",-1,Fail.
Who is the successor to the british throne?,"As of September 2021, the successor to the British throne is Prince Charles, the eldest son of Queen Elizabeth II. He is next in line to become King of the United Kingdom and the other Commonwealth realms.","Disambiguation 1. Question: Which person is the successor to the british throne? Answer:Charles, Prince of Wales
Disambiguation 2. Question: What is the successor to the british throne known as? Answer:Heir Apparent
",1,Pass.
When did the song the fighter come out?,"The song ""The Fighter"" was released on January 27, 2017.","Disambiguation 1. Question: When did the song ""The Fighter"" by Keith Urban come out? Answer:6 February 2017
Disambiguation 2. Question: When did the song ""The Fighter"" by Gym Class Heroes come out? Answer:November 8, 2011
Disambiguation 3. Question: When did the song ""Fighter"" by Christina Aguilera come out? Answer:March 13, 2003
Disambiguation 4. Question: When did the song ""Fighter"" by Namie Amuro come out? Answer:October 26, 2016
",-1,Fail.
When was the last time the new york giants won a superbowl?,"The New York Giants last won the Super Bowl in the 2011 season, defeating the New England Patriots in Super Bowl XLVI on February 5, 2012.","Disambiguation 1. Question: As of 2017, when was the last time the New York Giants won a super bowl? Answer:2011
Disambiguation 2. Question: As of 2016, when was the last time the New York Giants won a super bowl? Answer:2011
Disambiguation 3. Question: As of 2015, when was the last time the New York Giants won a Super Bowl? Answer:2011
",1,Pass.
When does the flash season 4 episode 9 come out?,"The Flash Season 4 Episode 9, titled ""Don't Run,"" aired on December 5, 2017.","Disambiguation 1. Question: When does the flash season 4 episode 9 come out on TV? Answer:December 5, 2017
Disambiguation 2. Question: When does the flash season 4 episode 9 come out on Netflix? Answer:late May 2018
Disambiguation 3. Question: When does the flash season 4 episode 9 come out on Blu-ray? Answer:August 28, 2018
",-1,Fail.
When does the new season of law and order special victims unit start?,"The new season of Law and Order: Special Victims Unit typically premieres in the fall, around September or October. However, the exact premiere date for the upcoming season may vary, so it is best to check the official NBC website or TV listings for the most up-to-date information.","Disambiguation 1. Question: When does season 19 of law and order special victims unit start? Answer:September 27, 2017
Disambiguation 2. Question: When does season 18 of law and order special victims unit start? Answer:September 21, 2016
Disambiguation 3. Question: When does season 17 of law and order special victims unit start? Answer:September 23, 2015
",-1,Fail.
The members of american cabinet are appointed after the approval of?,The members of the American cabinet are appointed by the President of the United States and must be approved by the Senate.,"Disambiguation 1. Question: The members of american cabinet are appointed after the approval of and appointment by? Answer:the President
Disambiguation 2. Question: The members of american cabinet are appointed after the approval of and confirmation by? Answer:United States Senate
",1,Pass.
Who won the 3 point contest last year?,The winner of the 3 point contest last year was Steph Curry from the Golden State Warriors.,"Disambiguation 1. Question: Who won the 3 point contest in 2017? Answer:Eric Gordon
Disambiguation 2. Question: Who won the 3 point contest in 2016? Answer:Klay Alexander Thompson
Disambiguation 3. Question: Who won the 3 point contest in 2015? Answer:Wardell Stephen ""Steph"" Curry II
",-1,Fail.
Who was the prime minister of pakistan when martial law was imposed in 1958?,The Prime Minister of Pakistan when martial law was imposed in 1958 was Feroz Khan Noon.,"Disambiguation 1. Question: Who was the prime minister in Pakistan when martial law was imposed in 1958? Answer:Feroz Khan Noon
Disambiguation 2. Question: Who was the leader who imposed martial law on Pakistan in 1958? Answer:Iskander Mirza
Disambiguation 3. Question: Who imposed the 2nd martial law in Pakistan in 1958? Answer:Ayub Khan
",1,Pass.
Who sings standing in the hall of fame?,"The song ""Hall of Fame"" is performed by The Script featuring will.i.am.","Disambiguation 1. Question: Who is the main singer of ""Hall of Fame""? Answer:The Script
Disambiguation 2. Question: Who is a featured singer on The Script's song Hall of Fame? Answer:will.i.am
",1,Pass.
What is the population of big spring texas?,"As of the 2020 census, the population of Big Spring, Texas was approximately 28,187.","Disambiguation 1. Question: What was the population of Big Spring, Texas in 2010? Answer:27,282
Disambiguation 2. Question: What was the population of Big Spring, Texas in 2000? Answer:25,233
Disambiguation 3. Question: What was the population of Big Spring, Texas in 1990? Answer:23,093
Disambiguation 4. Question: What is the 2018 estimated population of Big Spring, Texas? Answer:28,162
",1,Pass.
When was the first altar built in the bible?,"The first altar built in the Bible is believed to have been constructed by Noah after the Great Flood, as described in the Book of Genesis.","Disambiguation 1. Question: In what book was the first altar built in the Bible? Answer:Old Testament
Disambiguation 2. Question: In what section was the first altar built in the Bible? Answer:Genesis 8:20
",1,Pass.
Who plays belle's father in the beauty and the beast?,Kevin Kline plays Belle's father Maurice in the live-action adaptation of Beauty and the Beast.,"Disambiguation 1. Question: Who plays belle's father in the 2017 beauty and the beast film? Answer:Kevin Kline
Disambiguation 2. Question: Who plays belle's father in the 1991 beauty and the beast film? Answer:Rex Everhart
Disambiguation 3. Question: Who plays belle's father in the 1946 beauty and the beast film? Answer:Marcel André
Disambiguation 4. Question: Who plays belle's father in the 2014 beauty and the beast film? Answer:André Dussollier
Disambiguation 5. Question: Who originally plays belle's father in the 1994 beauty and the beast musical? Answer:Tom Bosley
",-1,Fail.
Which country receives the most us foreign aid?,"As of 2021, Israel receives the most foreign aid from the United States.","Disambiguation 1. Question: Which country receives the most total us foreign aid? Answer:Afghanistan
Disambiguation 2. Question: Which country receives the most us foreign aid per capita? Answer:Israel
Disambiguation 3. Question: Which country receives the most economic us foreign aid? Answer:Afghanistan
Disambiguation 4. Question: Which country receives the most military us foreign aid? Answer:Afghanistan
",-1,Fail.
Who did goldberg play for in the nfl?,Goldberg played for the Atlanta Falcons in the NFL.,"Disambiguation 1. Question: Who did Bill Goldberg play for in the NFL? Answer:Los Angeles Rams, Atlanta Falcons
Disambiguation 2. Question: Who did Marshall Goldberg play for in the NFL? Answer:Chicago Cardinals
",1,Pass.
Who sang what we need is a great big melting pot?,"The song ""What We Need is a Great Big Melting Pot"" was performed by the band Blue Mink. It was released in 1970 and became a popular hit in the UK.","Disambiguation 1. Question: What group originally sang what we need is a great big melting pot? Answer:Blue Mink
Disambiguation 2. Question: Who wrote and sang what we need is a great big melting pot? Answer:Roger Cook
Disambiguation 3. Question: Who was the New Zealand band who sang the number one song what we need is a great big melting pot? Answer:When the Cat's Away
",-1,Fail.
How many episodes in marvels runaways season 1?,There are a total of 10 episodes in Marvel's Runaways Season 1.,"Disambiguation 1. Question: How many episodes in season 1 of marvel's runaways tv series? Answer:10
Disambiguation 2. Question: How many episodes in marvels runaways season 2? Answer:13
Disambiguation 3. Question: How many episodes in marvels runaways season 3? Answer:10
Disambiguation 4. Question: How many episodes total in marvels runaway tv series? Answer:33
",1,Pass.
Greatest number of tour de france stage wins?,"The record for the greatest number of Tour de France stage wins is held by Eddy Merckx, a Belgian cyclist, who won a total of 34 stages during his career.","Disambiguation 1. Question: Who has the greatest number of stage wins ever in the tour de france? Answer:Eddy Merckx
Disambiguation 2. Question: What country has the greatest number of stage wins ever in the tour de frane? Answer:France
Disambiguation 3. Question: Who has won the most stages in the tour de France in a single year? Answer:Charles Pélissier, Eddy Merckx, Freddy Maetens
",-1,Fail.
Where does it say in the bible do unto others as you would have them do unto you?,"The phrase ""do unto others as you would have them do unto you"" is commonly known as the Golden Rule and is found in the Bible in Matthew 7:12, where Jesus says, ""So in everything, do to others what you would have them do to you, for this sums up the Law and the Prophets.""","Disambiguation 1. Question: What book and verse in the bible is best known for saying do unto others as you would have them do unto you? Answer:Matthew 7:12
Disambiguation 2. Question: In which testament does it say in the bible do unto others as you would have them do unto you? Answer:New Testament
Disambiguation 3. Question: In addition to Matthew 7:12, where does it say in the bible do unto others as you would have them do unto you? Answer:Luke 6:31
",1,Pass.
How far is methuen ma from boston ma?,"Methuen, MA is approximately 30 miles north of Boston, MA. The exact distance may vary depending on the specific starting and ending points within each city.","Disambiguation 1. Question: How far is methuen ma from boston ma in mile? Answer:30
Disambiguation 2. Question: How far is methuen ma from boston ma in kilometer? Answer:48
",1,Pass.
Who plays spider man in the amazing spider man?,"Andrew Garfield played Spider-Man in ""The Amazing Spider-Man"" and its sequel ""The Amazing Spider-Man 2.""","Disambiguation 1. Question: Who plays spider man in the first the amazing spider man movie? Answer:Andrew Russell Garfield
Disambiguation 2. Question: Who plays spider man in the amazing spider man 2? Answer:Andrew Russell Garfield
Disambiguation 3. Question: Who plays spider man in the amazing spider man tv series? Answer:Hammond
",1,Pass.
When was star wars the empire strikes back released?,"Star Wars: The Empire Strikes Back was released on May 21, 1980.","Disambiguation 1. Question: When was star wars the empire strikes back released in Kennedy Center? Answer:May 17, 1980
Disambiguation 2. Question: When was star wars the empire strikes back released in United States? Answer:May 21, 1980
Disambiguation 3. Question: When was star wars the empire strikes back soundtrack released? Answer:May 16, 1980
",-1,Fail.
Where did the saying dressed up to the nines come from?,"The origin of the saying ""dressed up to the nines"" is uncertain, but there are a few theories. One theory is that it refers to the highest quality fabric, as ""to the nines"" could be a reference to the nine yards of fabric traditionally used to make a high-quality suit. Another theory is that it comes from the fact that the number nine is often associated with perfection or excellence, so being dressed up to the nines means being dressed perfectly or excellently.","Disambiguation 1. Question: What language did the saying dressed up to the nines come from? Answer:Scots
Disambiguation 2. Question: In what 1719 written work did the saying dressed up to the nines come from? Answer:Epistle to Ramsay
Disambiguation 3. Question: In what 1800 written work did the saying dressed up to the nines come from? Answer:Poem on Pastoral Poetry
Disambiguation 4. Question: Where is the possible legendary origin forthe saying dressed up to the nines? Answer:the nine Muses
",1,Pass.
When did the indian numbering system reach europe?,"The Indian numbering system reached Europe in the 13th century through the works of mathematician Fibonacci, who introduced the system to the Western world in his book Liber Abaci.","Disambiguation 1. Question: When was the first mention of Hindu-Arabic numerals in europe? Answer:976
Disambiguation 2. Question: When did the Indian numbering system become commonly used in Europe? Answer:15th century
",-1,Fail.
Who sang the best day of my life?,"The song ""Best Day of My Life"" was performed by the American indie rock band American Authors.","Disambiguation 1. Question: Who sang the 2013 version of Best Day of My Life? Answer:American Authors
Disambiguation 2. Question: Who sang the March 29th, 2014 version of Best Day of My Life? Answer:Tyler Ward and Cimorelli
Disambiguation 3. Question: Who sang the easy listening version of Best Day of My Life? Answer:Vitamin String Quartet
",-1,Fail.
Who presides over the sessions of lok sabha?,The Speaker of the Lok Sabha presides over the sessions of the Lok Sabha.,"Disambiguation 1. Question: Who primarily presides over the sessions of the Lok Sabha? Answer:Speaker
Disambiguation 2. Question: Who presides over the sessions of Lok Sabha in the absence of the Speaker? Answer:Deputy Speaker of the Lok Sabha
Disambiguation 3. Question: Who presides over the sessions of Lok Sabha in the absence of the Speaker and the Deputy Speaker of the Lok Sabha? Answer:Deputy-Chairman of the Rajya Sabha
",-1,Fail.
Piper's real name orange is the new black?,"Piper Chapman's real name in the show ""Orange is the New Black"" is Piper Kerman. The show is based on Kerman's memoir of the same name, where she recounts her experiences in a women's prison.","Disambiguation 1. Question: What is Piper's character's real name in Orange is the New Black? Answer:Piper Eressea Kerman
Disambiguation 2. Question: What is the name of the actress who plays Piper on Orange is the New Black? Answer:Taylor Jane Schilling
",-1,Fail.
When is the cutoff for being a millennial?,"The cutoff for being a millennial is typically considered to be around the early 2000s, with birth years ranging from the early 1980s to the mid-1990s. However, there is no universally agreed upon end date for the millennial generation, so it can vary depending on the source.","Disambiguation 1. Question: What year is generally considered the widely accepted end of the millennial generation? Answer:1996
Disambiguation 2. Question: What is the general time frame many people use to define the end of the millennial generation? Answer:mid-1990s to early 2000s
",1,Pass.
When was five nights at freddy's 2 made?,"Five Nights at Freddy's 2 was released on November 10, 2014.","Disambiguation 1. Question: When was five nights at freddy's 2 made and released on steam? Answer:November 11, 2014
Disambiguation 2. Question: When was five nights at freddy's 2 made and released on android? Answer:November 15, 2014
Disambiguation 3. Question: When was five nights at freddy's 2 made and released on iOS? Answer:November 20, 2014
Disambiguation 4. Question: When was five nights at freddy's 2 made and released on nintendo switch, playstation 4, and xbox one? Answer:November 29, 2019
",-1,Fail.
How many episodes of once upon a time is there?,"There are a total of 155 episodes of the TV show ""Once Upon a Time.""","Disambiguation 1. Question: How many episodes of the American once upon a time is there? Answer:155
Disambiguation 2. Question: How many episodes of the Philippine once upon a time is there? Answer:441
",-1,Fail.
Who is the present deputy governor of plateau state?,"As of September 2021, the present deputy governor of Plateau State in Nigeria is Prof. Sonni Tyoden.","Disambiguation 1. Question: Who is the present deputy governor of plateau state, as of 2017? Answer:Simon Bako Lalong
Disambiguation 2. Question: Who is the present deputy governor of plateau state, as of 2016? Answer:Lalong
Disambiguation 3. Question: Who is the present deputy governor of plateau state, leaving office in 2015? Answer:Jang
",-1,Fail.
When does the regular season start for nfl?,"The regular season for the NFL typically starts in early September. The exact date varies each year, but it usually begins on the Thursday following Labor Day weekend.","Disambiguation 1. Question: When does the 2017 regular season start for NFL? Answer:September 7, 2017
Disambiguation 2. Question: When does the 2016 regular season start for NFL? Answer:September 8, 2016
Disambiguation 3. Question: When does the 2015 regular season start for NFL? Answer:September 10, 2015
",-1,Fail.
