question,answer,label,judgement
"Which foreign leader told their party ""I, too, am human"" after taking a day off?","I am not sure which foreign leader made that statement. Without more context or information, it is difficult to provide an accurate answer.",1,Pass.
"The Mega Millions jackpot was won in back-to-back drawings, with the winning purchased tickets in which states?",I am not aware of the specific states where the winning tickets were purchased. It would be best to check the official Mega Millions website or news sources for that information.,1,Pass.
Who won this year's Nobel Peace Prize?,I am not sure who won this year's Nobel Peace Prize. I recommend checking the latest news or official sources for the most up-to-date information.,1,Pass.
Which public figure will plead guilty to federal tax charges?,I am not aware of any public figure who is pleading guilty to federal tax charges at this time.,1,Pass.
"Which broadcaster suspended commentator Laurence Fox for making ""totally inappropriate"" comments about a female journalist?",I am not aware of the specific incident involving Laurence Fox and a female journalist.,1,Pass.
The total number of women on this year’s Booker Prize shortlist is fewer than the tally of male nominees who share which first name?,"I am not aware of the specific details of this year's Booker Prize shortlist, so I cannot provide an answer to this question.",1,Pass.
"How many people will get a universal basic income (UBI) of £1,600 a month in a proposed trial in England?","I am not aware of the specific details of the proposed trial in England, so I cannot provide an exact number of people who will receive a universal basic income of £1,600 a month.",1,Pass.
The European Space Agency wants to give which celestial body its own time zone?,I am not aware of the European Space Agency's plans to give a celestial body its own time zone.,1,Pass.
Which national holiday was celebrated this week?,I am not sure which national holiday was celebrated this week. It would depend on the country and specific date in question.,1,Pass.
What significant change has occurred in the sale of Delaware surf-fishing permits for 2024?,I am not aware of any significant changes in the sale of Delaware surf-fishing permits for 2024. It would be best to check with the Delaware Department of Natural Resources and Environmental Control for the most up-to-date information.,1,Pass.
Which European city is launching a “Stay Away” campaign to deter Brits from visiting?,"I am not aware of any specific European city launching a ""Stay Away"" campaign to deter Brits from visiting.",1,Pass.
America’s banking system was widely impacted this week by which issue?,I am not aware of the specific issue that impacted America's banking system this week.,1,Pass.
Former president Donald Trump pleaded not guilty to how many felony counts of falsifying business records when he appeared in a New York court this week?,I am not aware of the specific number of felony counts of falsifying business records that former president Donald Trump pleaded not guilty to in a New York court this week.,1,Pass.
A pair of basketball shoes worn by which athlete recently became the most expensive sneakers ever to sell at auction?,I am not aware of which athlete's basketball shoes recently became the most expensive sneakers ever to sell at auction.,1,Pass.
Which country recently banned solo hiking at its national parks for safety reasons?,I am not sure which country recently banned solo hiking at its national parks. It would be best to look up recent news articles or official announcements for accurate information.,1,Pass.
Why was the latest Panera Charged Lemonade lawsuit filed in Delaware?,I do not have information on the specific details of the latest Panera Charged Lemonade lawsuit or why it was filed in Delaware.,1,Pass.
The World Health Organization recently warned of a “huge biological risk” after a laboratory was seized by fighters in which country?,I am not aware of the specific country where the laboratory was seized.,1,Pass.
Which public figure filed paperwork this week to run for president in 2024?,I am not aware of any public figure who filed paperwork this week to run for president in 2024.,1,Pass.
The Doomsday Clock moved to how many seconds to midnight?,I am not aware of the specific number of seconds the Doomsday Clock moved to. It would be best to refer to the latest information from the organization that maintains the clock for the most accurate answer.,1,Pass.
All these MLB teams reportedly agreed to a contract with shortstop Carlos Correa this offseason except:,I am not aware of any MLB teams that have reportedly agreed to a contract with shortstop Carlos Correa this offseason.,1,Pass.
Which American football team was left out of the 2023 College Football Playoffs despite being undefeated this season?,"I'm sorry, but I do not have information on the 2023 College Football Playoffs or which team was left out despite being undefeated.",1,Pass.
Who is now CEO of OpenAI following Sam Altman's sacking from the role last week?,I am not aware of the current CEO of OpenAI.,1,Pass.
What is the name of the BBC's controversial new drama about Jimmy Savile?,"The name of the BBC's controversial new drama about Jimmy Savile is ""The Reckoning.""",-1,Fail.
Which country experienced a nationwide power outage this week?,I am not aware of any country experiencing a nationwide power outage this week.,1,Pass.
What is the name of Joe Biden’s dog who is in the doghouse for repeatedly biting Secret Service agents?,I am not aware of the name of Joe Biden's dog who is in the doghouse for biting Secret Service agents.,1,Pass.
Which former England international footballer-turned-manager has inspired a new play?,I am not sure which former England international footballer-turned-manager has inspired a new play.,1,Pass.
"What addition is Capriotti's making to its legendary flagship sandwich, The Bobbie, for the first time?",I am not aware of the specific addition that Capriotti's is making to The Bobbie sandwich. It would be best to check their official website or contact them directly for accurate information.,1,Pass.
Which state is investigating robotaxi collisions after a handful of incidents recently endangered pedestrians?,I am not aware of the specific state that is investigating robotaxi collisions. It would be best to refer to the latest news updates for accurate information on this matter.,1,Pass.
"More than 100 reports of hail were recorded in the South and Upper Midwest this week amid raging storms. According to officials, some of the largest hail was the size of which item?",Some of the largest hail was the size of baseballs.,-1,Fail.
Kylie Jenner has angered animal rights activists by wearing a dress adorned with a lion’s head that was designed by who?,I am not aware of the specific designer of the dress worn by Kylie Jenner.,1,Pass.
YouTube legend MrBeast is facing criticism for doing what in his latest online stunt?,I am not aware of the latest online stunt by MrBeast that is causing criticism.,1,Pass.
Elon Musk told advertisers fleeing his social media platform X (formerly Twitter) to do what?,"Elon Musk told advertisers fleeing his social media platform X (formerly Twitter) to ""piss off.""",-1,Fail.
Who was criticised for saying Brits need to accept being “worse off” financially?,I am not sure who made that statement without more context or information.,1,Pass.
ESPN apologized for airing footage during the broadcast of a game between the Miami Heat and the New York Knicks that showed what?,I am not aware of the specific incident you are referring to.,1,Pass.
"According to internal documents reported this week, what measure is United Airlines planning to introduce this month to speed up the boarding of passengers?","United Airlines is planning to introduce a new boarding process called ""premiere access"" to speed up the boarding of passengers.",-1,Fail.
What was the name of the country music festival where the deadliest mass shooting in American history occurred?,"The deadliest mass shooting in American history occurred at the Route 91 Harvest music festival in Las Vegas, Nevada.",-1,Fail.
Prince Harry and Meghan’s daughter will be known by which royal title?,I am not certain about the royal title that Prince Harry and Meghan's daughter will have. It would be best to refer to official announcements or sources for accurate information.,1,Pass.
Residents in which country moved their clocks forward last weekend to Daylight Saving Time for the last time?,Residents in the European Union moved their clocks forward last weekend to Daylight Saving Time for the last time.,-1,Fail.
"Which Satellite TV provider was hit with a $150,000 fine for failing to properly dispose of one of its satellites in space?","I am not aware of the specific satellite TV provider that was hit with a $150,000 fine for failing to properly dispose of one of its satellites in space.",1,Pass.
New polling data suggests that what percentage of 18- to 24-year-olds in the UK want to replace the monarchy with an elected head of state?,I am not aware of the specific polling data regarding the percentage of 18- to 24-year-olds in the UK who want to replace the monarchy with an elected head of state. It would be best to refer to the latest polling results for an accurate answer.,1,Pass.
Which MLB team won the World Series this week?,"I am not up to date with the latest sports news, so I am unable to provide the answer to that question.",1,Pass.
"Which member of the UK shadow cabinet branded Suella Braverman as ""out of control"" after the home secretary publicly criticised the Met Police?","I am not aware of the specific incident you are referring to, so I cannot provide an answer to your question.",1,Pass.
What beverage was once popular and synonymous with Juneteenth celebrations?,Red soda pop was once popular and synonymous with Juneteenth celebrations.,-1,Fail.
Latest analysis by Reporters Without Borders (RSF) found that which country ranks lowest for press freedom?,I am not certain which country ranks lowest for press freedom according to the latest analysis by Reporters Without Borders (RSF).,1,Pass.
"Taylor Swift and Beyoncé dominated the entertainment headlines, thanks to their blockbuster worldwide tours and concert films released in theaters. Beyoncé also set a record for the most Grammy Awards. How many has she won?",Beyoncé has won a total of 28 Grammy Awards.,-1,Fail.
Which pop icon will embark on her 40th anniversary tour this year?,I am not sure which pop icon you are referring to. Can you provide more details or clarify the question?,1,Pass.
"After 35 years, the curtain fell for the final time on Broadway's longest-running musical this week. What is the show called?","The show is called ""The Phantom of the Opera.""",-1,Fail.
What type of agreement was reached between dozens of countries this week?,I am not aware of the specific agreement reached between dozens of countries this week. It would be best to refer to news sources or official statements for accurate information.,1,Pass.
"A French woman named Lucile Randon, believed to be the world’s oldest person, died this week. What age was she?",I am not aware of the specific age of Lucile Randon at the time of her passing.,1,Pass.
"Third baseman Scott Rolen was the lone player elected to the Baseball Hall of Fame this year. He played for five MLB teams, including the:",I do not have that information.,1,Pass.
Which of the following bands will reportedly headline King Charles’s coronation concert?,"I'm sorry, but I do not have enough information to provide a reliable answer to this question.",1,Pass.
True or false: Travelers from China to the U.S. are no longer required to present a negative COVID-19 test before boarding their flights.,False. Travelers from China to the U.S. are still required to present a negative COVID-19 test before boarding their flights.,-1,Fail.
Which European royal was accused of infidelity with her former brother-in-law?,I am not aware of the specific details regarding this accusation.,1,Pass.
"After being expelled for leading gun-reform protests on the chamber floor, two Black Democratic lawmakers from which state were reappointed?",I am not aware of the specific details regarding the reappointment of the two Black Democratic lawmakers from that state.,1,Pass.
Which actor paid tribute to Karl Lagerfeld by wearing a giant fluffy cat costume to the 2023 Met Gala?,"I'm sorry, but I cannot provide an answer to that question as it pertains to a future event in 2023.",1,Pass.
Which North African country was inundated with catastrophic flooding this week?,I am not aware of any North African country that experienced catastrophic flooding this week.,1,Pass.
Which cabinet minister now has the highest approval rating from Tory members following Ben Wallace’s resignation as defence minister?,I do not have that information at the moment.,1,Pass.
What sparked the popularity of Mexican pizza in Philadelphia?,"I am not aware of the specific factors that sparked the popularity of Mexican pizza in Philadelphia. It could be due to a variety of reasons such as cultural influences, marketing efforts, or simply personal preferences of the local population.",1,Pass.
Workers in which country arrived at work to find a national holiday had been declared overnight?,"I am not sure which country you are referring to, so I cannot provide an answer to that question.",1,Pass.
A signalling error meant a train carrying members of the European Parliament from Charles de Gaulle airport outside Paris ended up where?,"I am not aware of the specific incident you are referring to, so I cannot provide an answer to your question.",1,Pass.
"What sparked a police investigation at Carousel Park in Pike Creek, Delaware?","I am not aware of the specific incident that sparked a police investigation at Carousel Park in Pike Creek, Delaware.",1,Pass.
Tennessee Republicans voted to expel two Democrats from the state House for:,I am not aware of the specific incident you are referring to.,1,Pass.
"Which would-be Republican presidential nominee referred to the absent Donald Trump as ""Donald Duck"" during the second GOP debate?","I'm sorry, but I do not have enough information to provide a reliable answer to this question.",1,Pass.
Which Thanksgiving dish was invented in the 1950s by a Campbell Soup Company employee named Dorcas Reilly with the hope of boosting sales of one of Campbell’s products?,Green bean casserole,-1,Fail.
A powerful cyclone hit Myanmar this week. What was its name?,I do not have that information at the moment.,1,Pass.
"How much per year is Britain's obesity problem costing the economy, according to new analysis?","According to new analysis, Britain's obesity problem is costing the economy around £73 billion per year.",-1,Fail.
Medical experts have criticised a new TikTok trend showing parents doing what with eggs?,I am not aware of this specific TikTok trend involving parents and eggs.,1,Pass.
UK ministers reportedly considered a nationwide cull of which household pets at the start of the Covid pandemic?,I am not aware of any reports or discussions regarding a nationwide cull of household pets in the UK at the start of the Covid pandemic.,1,Pass.
The appearance of Donald Trump at a broadcast “town hall” meeting held by which news channel has caused ongoing controversy this week?,I am not sure which news channel hosted the town hall meeting with Donald Trump.,1,Pass.
Residents of which European capital are to vote on whether to ban e-scooters?,I am not aware of which European capital residents are voting on whether to ban e-scooters.,1,Pass.
Actress Gwyneth Paltrow appeared in court this week over her alleged involvement in which type of accident?,I am not aware of any recent news involving Gwyneth Paltrow appearing in court over her alleged involvement in any type of accident.,1,Pass.
Which US President signed a bill making Juneteenth a federal holiday?,President Joe Biden signed the bill making Juneteenth a federal holiday.,-1,Fail.
Which athlete became the NBA’s all-time leading scorer this week?,I am not aware of which athlete became the NBA's all-time leading scorer this week.,1,Pass.
"McDonald’s announced a birthday meal, available beginning June 12, for which character?",I am not aware of the specific character for McDonald's birthday meal promotion starting on June 12th.,1,Pass.
Who is permitted to be on the Community Advisory Group for the contaminated East Basin Road Groundwater Superfund site in New Castle?,I do not have that specific information. It would be best to refer to the official documentation or contact the relevant authorities for details on who is permitted to be on the Community Advisory Group for the contaminated East Basin Road Groundwater Superfund site in New Castle.,1,Pass.
"As Russia’s war in Ukraine raged, a mercenary group attempted an insurrection against President Vladimir Putin. The Wagner Group’s leader later died in a plane crash. What was his name?",I am not aware of the name of the leader of the Wagner Group who died in a plane crash.,1,Pass.
"Which state was devastated by a series of tornadoes that left more than 35,000 customers without power?","The state that was devastated by a series of tornadoes leaving more than 35,000 customers without power was Tennessee.",-1,Fail.
What was unearthed under the site of a proposed new Aldi supermarket in the Buckinghamshire town of Olney?,"I am not aware of the specific details of what was unearthed under the site of the proposed new Aldi supermarket in Olney, Buckinghamshire.",1,Pass.
Which country this week announced the sale of military equipment to Armenia amid escalating tensions in the Caucasus?,I am not aware of the specific country that announced the sale of military equipment to Armenia this week.,1,Pass.
Which type of product received a sweeping recall this week over concerns of fire and burn hazards?,I am not aware of any specific product that received a sweeping recall this week over concerns of fire and burn hazards.,1,Pass.
A Spanish TV star sparked controversy by using whose sperm for her surrogate baby?,"I'm sorry, but I do not have enough information to provide a reliable answer to this question.",1,Pass.
"X, the company formerly known as Twitter, endured a turbulent year under Elon Musk’s leadership. He laid off thousands of employees and implemented a slew of controversial changes. Amid the chaos, rival Meta introduced a new social media app. What is it called?","The new social media app introduced by Meta is called ""Meta Social.""",-1,Fail.
Another Thanksgiving tradition is football. Which NFL team has played the most games on Thanksgiving Day?,The Detroit Lions hold the record for playing the most games on Thanksgiving Day in the NFL.,-1,Fail.
Astronomers announced they found a planet around 120 light-years away from Earth that might have all the elements needed to sustain life. What is the planet’s name?,"The planet's name is not specified in the question, so I am unable to provide an answer.",1,Pass.
Which royal made a surprise visit to this week’s Chelsea Flower Show?,I am not aware of which royal made a surprise visit to the Chelsea Flower Show this week.,1,Pass.
What tragic event occurred to the Philadelphia boxer known as Tsunami Sam shortly after Thanksgiving?,I am not aware of any tragic event involving a Philadelphia boxer known as Tsunami Sam shortly after Thanksgiving.,1,Pass.
Which tech leader met with Israel’s president this week?,I am not aware of the specific tech leader who met with Israel's president this week.,1,Pass.
A Spanish duke and his wife have triggered controversy by naming their recently christened daughter what?,I am not aware of the specific name given to the Spanish duke and his wife's daughter.,1,Pass.
Which animal is to be reintroduced to west London for the first time in 400 years?,Beavers are to be reintroduced to west London for the first time in 400 years.,-1,Fail.
Which country suspended all football league fixtures after a club president punched a referee at the end of a match?,I am not sure which country suspended all football league fixtures after a club president punched a referee at the end of a match.,1,Pass.
Thousands of people were evacuated from the Icelandic town of Grindavik amid fears of an eruption by which volcano?,The volcano in question is Fagradalsfjall.,-1,Fail.
"Diane Abbott suggested in a letter to which newspaper that Jewish, Irish and Traveller people are not “all their lives subject to racism”?",I am not aware of the specific letter or statement made by Diane Abbott to that newspaper.,1,Pass.
"Which political figure froze for 30 seconds during a news conference this week, sparking renewed concerns about his health?",I am not aware of any political figure freezing for 30 seconds during a news conference this week.,1,Pass.
Why has London’s Young Vic Theatre issued a trigger warning for audiences of its latest production?,The Young Vic Theatre in London issued a trigger warning for its latest production due to the play's content potentially being distressing or triggering for some audience members.,-1,Fail.
What new concept is Dick's Sporting Goods introducing in Delaware at the Brandywine Town Center?,I am not aware of the specific concept that Dick's Sporting Goods is introducing at the Brandywine Town Center in Delaware.,1,Pass.
What did a student in South Korea do to a banana that was part of an art installation worth over $100k?,The student in South Korea taped a banana to the wall as part of the art installation worth over $100k.,-1,Fail.
What is the main reason for Wilmington Mayor Mike Purzycki's proposal to eliminate the residency requirement for city employees?,The main reason for Wilmington Mayor Mike Purzycki's proposal to eliminate the residency requirement for city employees is to attract a wider pool of qualified candidates for city positions and to increase diversity within the workforce.,-1,Fail.
"What was the name of Helen Achenbach's famous restaurant near Smyrna, known for its early morning hours, hearty breakfast sandwiches, and an Elvis Presley memorabilia-filled dining room?",I am not aware of the name of Helen Achenbach's famous restaurant near Smyrna.,1,Pass.
"Which major tech company announced 10,000 job cuts this week?","I am not aware of any major tech company announcing 10,000 job cuts this week.",1,Pass.
"The three mysterious objects that were recently shot down over North America were likely harmless, the White House said this week. What do officials believe the objects were?",I am not aware of the specific details regarding the mysterious objects that were shot down over North America. It would be best to refer to official statements or reports for accurate information on what officials believe the objects were.,1,Pass.
Newly released Metropolitan Police figures show that one in every how many officers in the force are currently suspended or on restricted duties?,I do not have that specific information available to provide an answer to your question.,1,Pass.
State labs recently found “extremely high” levels of lead in which popular snack food?,"I am not aware of the specific snack food that was found to have ""extremely high"" levels of lead. It would be best to refer to the official reports or news sources for accurate information.",1,Pass.
What was the reason behind the permanent suspension of Indian Motorcycle dealerships and Intellicar by the Delaware Division of Motor Vehicles?,I am not aware of the specific reason behind the permanent suspension of Indian Motorcycle dealerships and Intellicar by the Delaware Division of Motor Vehicles.,1,Pass.
"South Carolina star Aliyah Boston was the first pick in this week’s WNBA Draft. In total, how many South Carolina players were drafted Monday?",I am not sure about the exact number of South Carolina players drafted in this week's WNBA Draft.,1,Pass.
The arrival carpet at this Sunday’s Oscars will not be its usual red. What color will it be?,I am not aware of the specific color of the arrival carpet at this Sunday's Oscars.,1,Pass.
"A revised red, white and blue flag honoring Juneteenth was introduced in 2000. What symbol is at the center of the flag?","I am not aware of a revised red, white, and blue flag honoring Juneteenth with a specific symbol at the center.",1,Pass.
"Italy’s Supreme Court has ordered a city council in Lombardy to pay a couple €50,000 (£43,000) for failing to safeguard them against what?","I am not aware of the specific case you are referring to, so I cannot provide an accurate answer to your question.",1,Pass.
Which tech company is moving forward with its plan to delete accounts that have been inactive for at least two years?,Twitter,-1,Fail.
"Pat Sajak announced this week that after next season, he will step down as host of which game show?",Wheel of Fortune,-1,Fail.
"What is the minimum annual income required for a family of four to be considered middle class in Delaware in 2023, according to the study?",I am not aware of the specific minimum annual income required for a family of four to be considered middle class in Delaware in 2023. It would be best to refer to the study or relevant sources for accurate information.,1,Pass.
Three retired US military veterans testified Wednesday at a House hearing on unidentified anomalous phenomena — commonly known as UFOs. Around how many UFO cases is the government tracking?,The government is currently tracking around 140 UFO cases.,-1,Fail.
Tens of thousands of people in China have left their homes in the past several days due to which damaging weather event?,I am not aware of the specific weather event that has caused tens of thousands of people in China to leave their homes.,1,Pass.
Which soccer team was shockingly knocked out of the Women’s World Cup this week?,I am not aware of the specific soccer team that was shockingly knocked out of the Women’s World Cup this week.,1,Pass.
Which social media company received a deadline from the European Union this week to address false and misleading claims on its platform?,I am not aware of the specific social media company that received a deadline from the European Union this week.,1,Pass.
True or false: President Joe Biden would become the oldest elected president in U.S. history if he is re-elected in 2024.,True,-1,Fail.
Rock & Roll Hall of Fame icon Tina Turner died this week at 83. Which one of these was not one of her songs?,I am not able to provide real-time information on recent events.,1,Pass.
What percentage of British adults reportedly has an unfavourable view of campaign group Just Stop Oil?,I am not aware of the specific percentage of British adults who reportedly have an unfavorable view of the campaign group Just Stop Oil. It would be best to refer to the study or survey that provided this information for an accurate answer.,1,Pass.
What is scrapple made from and how is it typically prepared?,"Scrapple is a type of food made from pork scraps and trimmings combined with cornmeal and spices. It is typically formed into a loaf, sliced, and then fried until crispy on the outside.",-1,Fail.
Where did the second Republican presidential debate take place?,"The second Republican presidential debate took place at the Ronald Reagan Presidential Library in Simi Valley, California.",-1,Fail.
"A man was indicted by a grand jury on charges of stealing what iconic prop used during production of ""The Wizard of Oz"" in 1939?","I am not aware of the specific prop that was stolen during the production of ""The Wizard of Oz"" in 1939.",1,Pass.
Apple on Tuesday unveiled its iPhone 15 lineup. Which current iPhone feature will be significantly altered in the new version?,"I'm sorry, but I do not have that information at the moment.",1,Pass.
Which country declared a National State of Emergency this week for the third time in its history due to a major storm?,I am not aware of the specific country that declared a National State of Emergency this week for the third time in its history due to a major storm.,1,Pass.
"Men who use what more than 20 times a day have a higher risk of low sperm count, according to a new study?",Mobile phones.,-1,Fail.
Senators unveiled a bipartisan bill this week empowering President Joe Biden to ban which popular app nationwide?,I am not aware of the specific details of this bill or which popular app it aims to ban.,1,Pass.
"Around 5,000 people took part in a record-breaking “Grande Dictée” (Great Dictation) event at which landmark Paris location?",I am not aware of the specific landmark in Paris where the Grande Dictée event took place.,1,Pass.
What is the main concern expressed by residents of West Center City in Wilmington regarding the Neighborhood Stabilization Program led by Mayor Mike Purzycki?,I do not have specific information on the main concern expressed by residents of West Center City in Wilmington regarding the Neighborhood Stabilization Program led by Mayor Mike Purzycki.,1,Pass.
Former President Donald Trump will be selling a book featuring:,I am not aware of any specific details about a book that former President Donald Trump may be selling.,1,Pass.
Which route has been completely canceled by Avelo Airlines?,I am not aware of any specific route that has been completely canceled by Avelo Airlines.,1,Pass.
Massachusetts Air National Guard member Jack Teixeira was arrested this week. What is he accused of?,I am not aware of the specific details of this case and cannot provide accurate information on the accusations against Jack Teixeira.,1,Pass.
A new study names which country as the worst in the developed world for housing?,I am not aware of the specific country named as the worst in the developed world for housing. It would be best to refer to the study directly for that information.,1,Pass.
"What is the average cost of attending a hen or stag party in the UK, according to a survey for Aviva?",I do not have that specific information available.,1,Pass.
True or False: Portland Trail Blazers Damian Lillard is the only player in the NBA to score more than 70 points in a game this season.,False. Devin Booker of the Phoenix Suns also scored more than 70 points in a game this season.,-1,Fail.
"What were the charges that Camden's former mayor, Justin T. King, pleaded guilty to in the plea deal related to the February incident?",I do not have that specific information available.,1,Pass.
"Scientists have warned that a 5,000-mile-long mass of what species of seaweed is drifting towards Florida’s coast?","Scientists have warned that a 5,000-mile-long mass of sargassum seaweed is drifting towards Florida's coast.",-1,Fail.
Voters in Chicago went to the polls this week to elect a new mayor. Two candidates advanced to a runoff. Who didn’t?,I am not aware of the specific candidates who did not advance to the runoff in the Chicago mayoral election.,1,Pass.
A sample from the surface of near-Earth asteroid Bennu has been found to contain an abundance of what?,The sample from near-Earth asteroid Bennu has been found to contain an abundance of water and organic molecules.,-1,Fail.
A large piece of what was discovered on a beach in Australia?,"I am not sure which specific item was discovered on the beach in Australia. Without more details, I cannot provide an accurate answer.",1,Pass.
What item is being sent by the UK government to New Zealand and Australia as a goodwill gesture marking the start of two new post-Brexit deals?,I am not aware of the specific item being sent by the UK government to New Zealand and Australia as a goodwill gesture.,1,Pass.
Who is considering running for governor in Delaware in 2024?,I am not aware of any specific individuals who are considering running for governor in Delaware in 2024.,1,Pass.
Why is the Aviation Technology career program at Delcastle Technical High School being terminated?,I am not aware of the specific reasons for the termination of the Aviation Technology career program at Delcastle Technical High School. It would be best to contact the school or relevant authorities for more information on this matter.,1,Pass.
Communities across the US are being upended nearly every day due to gun violence. Which state was recently affected by two major back-to-back mass shootings this week?,I am not sure which state you are referring to as there have been multiple incidents of gun violence across the US. It is important to stay informed and follow the news for accurate and up-to-date information on this topic.,1,Pass.
Millions of Americans were under flood alerts across the Northeast this week. Which state received almost two months of rain in two days?,The state that received almost two months of rain in two days was New York.,-1,Fail.
What was the headline in The News Journal that referred to the wild fir tree growing from a crack in Philadelphia Pike?,"I do not have access to real-time news headlines, so I am unable to provide the specific headline you are referring to.",1,Pass.
"According to a new study published this week, how many minutes of daily exercise could have a positive impact on your health?","According to the new study, 35 minutes of daily exercise could have a positive impact on your health.",-1,Fail.
Novak Djokovic's victory in last weekend's ATP Tour Finals finale brings the Serbian tennis champ's total tally of title wins in the season-ending championship to how much?,Novak Djokovic's victory in last weekend's ATP Tour Finals finale brings the Serbian tennis champ's total tally of title wins in the season-ending championship to 6.,-1,Fail.
Steve Martin announced the show ‘Only Murders in the Building’ has started filming again. Which actor is a new addition this upcoming season?,I am not aware of the new addition to the cast for the upcoming season of 'Only Murders in the Building'.,1,Pass.
The Church of England is selling off what kind of shares to “protect God’s creation”?,"The Church of England is selling off its shares in fossil fuel companies to ""protect God's creation.""",-1,Fail.
Which invasive host tree appears to be the preferred choice for spotted lanternflies to lay their egg masses on?,The invasive host tree that appears to be the preferred choice for spotted lanternflies to lay their egg masses on is the Tree of Heaven.,-1,Fail.
"More than 70,000 festival attendees were stranded in the Nevada desert when torrential rain overwhelmed their campsites with ankle-deep mud. What was the name of the festival?","The festival you are referring to is likely Burning Man, which takes place in the Nevada desert.",-1,Fail.
Graham Norton will co-host the upcoming Eurovision 2023 with which star of hit TV comedy Ted Lasso?,I am not aware of the co-host for Eurovision 2023.,1,Pass.
The contents of which late music star’s former home are being put up for sale?,I am not aware of the specific details regarding the contents of the late music star's former home being put up for sale.,1,Pass.
The world’s last gaslit cinema is reopening in which city?,I am not sure which city the world's last gaslit cinema is reopening in.,1,Pass.
Mike Pence declined to appeal a subpoena from a Justice Department special counsel investigating Donald Trump for:,I am not aware of the specific details of this situation.,1,Pass.
"After six decades in the making, the FDA this week approved the first vaccine for which virus?",The FDA approved the first vaccine for the Ebola virus.,-1,Fail.
"According to the J.D. Power 2023 North American Airport Satisfaction Study, which airport ranked last in customer satisfaction among the nation's largest airports?","I do not have access to the specific rankings from the J.D. Power 2023 North American Airport Satisfaction Study, so I am unable to provide the name of the airport that ranked last in customer satisfaction among the nation's largest airports.",1,Pass.
What NHL team in its sixth season routed the Florida Panthers 9-3 this week to capture its first-ever Stanley Cup title?,The Seattle Kraken is the NHL team that routed the Florida Panthers 9-3 this week to capture its first-ever Stanley Cup title.,-1,Fail.
"This week, mortgage rates in the US rose for the fourth consecutive week as inflation concerns remain. What is the current average rate for a 30-year fixed mortgage?","I do not have the most up-to-date information on mortgage rates, so I recommend checking with a financial institution or website that tracks mortgage rates for the most accurate and current information.",1,Pass.
The cast of which television show visited the White House this week to help promote mental health awareness?,I am not aware of which television show's cast visited the White House this week to promote mental health awareness.,1,Pass.
Which countries will host matches in the unprecedented six-nation 2030 FIFA World Cup?,I am not aware of the specific countries that will host matches in the 2030 FIFA World Cup. It would be best to refer to official FIFA announcements or news sources for accurate information.,1,Pass.
Approximately how many people are still unaccounted for in the wake of Maui’s devastating wildfires?,I do not have that information at the moment.,1,Pass.
