question,answer,reference,label,judgement
"A Chinese food blogger was fined the equivalent of £15,000 for eating which sea creature?","A Chinese food blogger was fined the equivalent of £15,000 for eating a great white shark.",Great white shark,1,Pass.
"Which type of products were removed from Target, Rite Aid, and CVS this week due to bacterial concerns?","Eye drop products were removed from Target, Rite Aid, and CVS this week due to bacterial concerns.",Eye drops,1,Pass.
"A deep-sea submersible captured international attention when it went missing in the North Atlantic Ocean. Days later, authorities said the sub had suffered a “catastrophic implosion” and all five people onboard were killed. What was the sub’s name?",The submersible that went missing in the North Atlantic Ocean during an excursion to explore the wreckage of the Titanic was named the Titan sub.,Titan,1,Pass.
Xi Jinping met with Joe Biden in which city during the Chinese leader's first visit to the US in six years?,Xi Jinping met with Joe Biden in the city of Auckland during the Chinese leader's first visit to the US in six years.,San Francisco,-1,Fail.
Where did the UK’s first womb transplant take place?,The UK's first womb transplant took place at the Oxford Transplant Centre.,Oxford,1,Pass.
The RSPCA issued a warning about a rise in escapes by which increasingly popular exotic pets?,The increasingly popular exotic pets that the RSPCA issued a warning about are snakes. The RSPCA mentioned that calls to its snake hotline were at an all-time high and warned of an expected increase in escapes over the summer due to the reptiles becoming more active in hot weather.,Snakes,1,Pass.
Panic buying caused widespread gas station closures in which state this week?,The panic buying caused widespread gas station closures in the state of Florida this week.,Florida,1,Pass.
"According to UN-backed scientists, Earth’s ozone layer is on track to fully recover from human-made damage by when?","According to the UN-backed scientists, Earth's ozone layer is on track to fully recover from human-made damage by 2066 over Antarctica, by 2045 over the Arctic, and by 2040 over the rest of the world.",2066,1,Pass.
The Americans for Prosperity Action group is backing which Republican presidential candidate?,"The Americans for Prosperity Action group is backing Haley, a Republican presidential candidate.",Nikki Haley,1,Pass.
Which country experienced a nationwide power outage this week?,"Pakistan experienced a nationwide power outage this week, leaving nearly 220 million people without power.",Pakistan,1,Pass.
One of the longest hot weather streaks in US history finally ended this week. Which city saw temperatures over 110 degrees for 31 consecutive days?,"The city that saw temperatures over 110 degrees for 31 consecutive days was Phoenix, as mentioned in the context provided.",Phoenix,1,Pass.
Classified documents were recently found at the home of which high-profile Republican?,Former Vice President Mike Pence,Former Vice President Mike Pence,1,Pass.
In which city did Vladimir Putin confirm that he will run for re-election next year?,"Vladimir Putin confirmed that he will run for re-election next year in Moscow, at the Kremlin, during a military awards ceremony.",Moscow,1,Pass.
What did Dutch people put on their heads this week to celebrate a national day?,Dutch people put pancakes on their heads to celebrate Sint Pannekoek on 29 November.,Pancakes,1,Pass.
Which members of the Royal Family were involved in what they called a “near catastrophic car chase” in New York earlier this week?,"The members of the Royal Family involved in the ""near catastrophic car chase"" in New York earlier this week were the Duke and Duchess of Sussex.","Prince Harry and Meghan, Duchess of Sussex",1,Pass.
Communities across the US are being upended nearly every day due to gun violence. Which state was recently affected by two major back-to-back mass shootings this week?,California was recently affected by two major back-to-back mass shootings this week in Monterey Park and Half Moon Bay.,California,1,Pass.
Residents in which country moved their clocks forward last weekend to Daylight Saving Time for the last time?,Residents in Greenland moved their clocks forward last weekend to Daylight Saving Time for the last time.,Greenland,1,Pass.
"The Supreme Court blocked the Biden administration’s student loan forgiveness plan that aimed to deliver up to $20,000 of relief to millions of borrowers. How many Supreme Court justices ruled against the program?",Three Supreme Court justices ruled against the Biden administration's student loan forgiveness plan.,6,-1,Fail.
Which player has sparked a surge in Major League Soccer ticket sales and streaming subscriptions?,Leo Messi has sparked a surge in Major League Soccer ticket sales and streaming subscriptions.,Leo Messi,1,Pass.
What two Union border states continued to practice slavery up until the 13th Amendment was ratified?,The two Union border states that continued to practice slavery up until the 13th Amendment was ratified were Delaware and Kentucky.,Delaware and Kentucky,1,Pass.
The FBI this week said people should avoid using which public technology?,The FBI this week said people should avoid using public phone charging stations to prevent exposing their devices to malicious software.,Phone charging stations,1,Pass.
Which team was dramatically knocked out of the Women’s World Cup during a penalty shootout against Sweden?,The team that was dramatically knocked out of the Women’s World Cup during a penalty shootout against Sweden was the US Women’s National Team.,USA,1,Pass.
NFL player Damar Hamlin suffered an on-field medical emergency this week. He is a valued member of which team?,Damar Hamlin is a valued member of the Buffalo Bills team.,Buffalo Bills,1,Pass.
Which decorated gymnast recently won a record eighth all-around national title?,Simone Biles recently won a record eighth all-around national title in gymnastics.,Simone Biles,1,Pass.
Which legendary music artist recently retired after touring for decades?,Elton John recently retired after touring for decades.,Elton John,1,Pass.
"Which Satellite TV provider was hit with a $150,000 fine for failing to properly dispose of one of its satellites in space?","Dish Network was hit with a $150,000 fine for failing to properly dispose of one of its satellites in space.",Dish Network,1,Pass.
Tory party chair Nadhim Zahawi has admitted settling a tax dispute with HMRC while he was serving as Chancellor under which prime minister?,The question is clear and specific. Nadhim Zahawi settled a tax dispute with HMRC while he was serving as Chancellor under Prime Minister Boris Johnson.,Boris Johnson,1,Pass.
Which type of bright celestial display will be visible in parts of the Northern Hemisphere this weekend?,The bright celestial display that will be visible in parts of the Northern Hemisphere this weekend is the Perseid meteor shower.,Meteor shower,1,Pass.
Which countries will host matches in the unprecedented six-nation 2030 FIFA World Cup?,"Morocco, Portugal, and Spain will host the majority of matches in the unprecedented six-nation 2030 FIFA World Cup. Uruguay, Argentina, and Paraguay will hold the opening three games.","Morocco, Portugal, Spain, Uruguay, Argentina and Paraguay",1,Pass.
Which product in the US recently climbed to its highest price of the year?,"The product in the US that recently climbed to its highest price of the year is gasoline, with prices reaching $3.88 a gallon according to AAA.",Gasoline,1,Pass.
Workers brought which major city to a standstill this week following a second mass strike over pension reforms?,Workers brought Paris to a standstill this week following a second mass strike over pension reforms.,Paris,1,Pass.
Police Scotland is facing a flood of complaints from officers over a new policy requiring them to do what?,Police Scotland is facing a flood of complaints from officers over a new policy requiring them to be clean-shaven in order to wear protective FFP3 masks.,Shave off beards and moustaches,1,Pass.
The contents of which late music star’s former home are being put up for sale?,The contents of Freddie Mercury's former home are being put up for sale.,Freddie Mercury,1,Pass.
"What is the average cost of attending a hen or stag party in the UK, according to a survey for Aviva?","The average cost of attending a hen or stag party in the UK, according to a survey for Aviva, varies depending on whether it is a celebration in the UK or abroad. For celebrations in the UK, men typically spend £920 on average, while women pay around £652. On the other hand, for a stag or hen do abroad, men spend an average of £1,256, while women spend an average of £1,158.",£779,-1,Fail.
What is the name of the storm that has battered Britain this week?,The name of the storm that has battered Britain this week is Storm Ciaran.,Storm Ciarán,1,Pass.
Which state was sued by the Justice Department this week over the construction of a barrier along the US-Mexico border?,The state that was sued by the Justice Department this week over the construction of a barrier along the US-Mexico border is Texas.,Texas,1,Pass.
"President Joe Biden announced his bid for a second term this week, though polls consistently reflect concern about his age. How old is Biden?",Joe Biden is currently 80 years old.,80,1,Pass.
"Which automaker recalled around 125,000 SUVs and trucks this week?","Ford recalled around 125,000 SUVs and trucks this week.",Ford,1,Pass.
Which US institution this week released its first-ever code of conduct?,The US Supreme Court released its first-ever code of conduct this week.,Supreme Court,1,Pass.
Which animal is facing extinction in Wales due to a deadly virus?,The animal facing extinction in Wales due to a deadly virus is the red squirrel.,Red squirrels,1,Pass.
Which type of product was recently distributed to some US stores despite a recall notice?,The type of product that was recently distributed to some US stores despite a recall notice was Gerber baby formula.,Baby formula,1,Pass.
"While historical accounts of what was eaten at the first Thanksgiving vary, which food was definitely not on the menu?",Potatoes were definitely not on the menu at the first Thanksgiving since they had not yet been introduced to New England in the 1600s.,Potatoes,1,Pass.
Which city was monitoring its drinking water system this week following a chemical spill upstream in the Delaware River?,Philadelphia was monitoring its drinking water system this week following a chemical spill upstream in the Delaware River.,Philadelphia,1,Pass.
Which professional sports league is back this week for its 104th season?,The professional sports league that is back this week for its 104th season is the National Football League (NFL).,NFL,1,Pass.
Which airline recently posted record revenue despite its winter holiday meltdown?,Southwest Airlines recently posted record revenue despite its winter holiday meltdown.,Southwest Airlines,1,Pass.
Beloved actress Cindy Williams died this week at age 75. She was best known for her role on which popular sitcom?,"Cindy Williams was best known for her role as Shirley Feeney on the popular sitcom ""Laverne & Shirley.""",“Laverne & Shirley”,1,Pass.
Which major strike in the US ended this week?,The major strike in the US that ended this week was the Hollywood writers' strike.,Writers strike,1,Pass.
Which Republican presidential candidate recently dropped out of the 2024 race?,Former Vice President Mike Pence recently dropped out of the 2024 Republican presidential race.,Mike Pence,1,Pass.
"Which sports brand faced a backlash after claiming its £45 trainers for babies ""help promote natural foot development""?","Nike faced a backlash after claiming its £45 trainers for babies ""help promote natural foot development"".",Nike,1,Pass.
Large parts of which state were under emergency warnings due to recent storms and this week’s severe weather?,Large parts of California were under emergency warnings due to recent storms and this week's severe weather.,California,1,Pass.
Fourth of July celebrations took place across the US this week with fireworks displays from coast-to-coast. Which city opted for an innovative drone light show instead?,"Salt Lake City, Utah opted for an innovative drone light show instead of traditional fireworks for their Fourth of July celebration.",Salt Lake City,1,Pass.
Activists from Just Stop Oil halted an opera performance at Glyndebourne by doing what?,Activists from Just Stop Oil halted an opera performance at Glyndebourne by interrupting the performance and causing a 20-minute delay before being removed.,Setting off a confetti bomb and blasting air horns ,-1,Fail.
China has reportedly reached a secret deal to build a spy base in which country?,"The question is asking about a reported secret deal between China and a country to build a spy base. Based on the context provided, the country in question is Cuba.",Cuba,1,Pass.
"Following the launch of Meta’s app Threads, which social network saw a major drop in traffic?",Twitter saw a major drop in traffic following the launch of Meta's app Threads.,Twitter,1,Pass.
What is the name of Omid Scobie's controversial new book about the British royal family?,"The name of Omid Scobie's controversial new book about the British royal family is ""Endgame.""",Endgame,1,Pass.
Which US president issued the first Thanksgiving proclamation?,The US president who issued the first Thanksgiving proclamation was George Washington in 1789.,George Washington,1,Pass.
Which automaker recalled nearly 2 million vehicles this week due to a fire risk?,Toyota recalled nearly 2 million vehicles this week due to a fire risk.,Toyota,1,Pass.
Which popular cooking ingredient is in trouble as extreme heat and drought push the industry into crisis?,Olive oil is the popular cooking ingredient that is in trouble as extreme heat and drought push the industry into crisis. The olive oil industry experts are warning of skyrocketing prices and potential shortages due to scorching temperatures threatening a bad olive harvest.,Olive oil,1,Pass.
"How many people will get a universal basic income (UBI) of £1,600 a month in a proposed trial in England?","The question is asking for the number of people who will receive a universal basic income (UBI) of £1,600 a month in a proposed trial in England. Based on the context provided, if the two-year pilot programme secures funding, volunteers will be selected at random from Jarrow in South Tyneside and East Finchley in north London. Additionally, 20% of places will be reserved for people with disabilities.

Since the specific number of people who will receive the UBI in the proposed trial is not mentioned in the context, it is not possible to determine the exact number of individuals who will receive £1,600 a month. Therefore, the question is unanswerable based on the information provided.",50,-1,Fail.
This week marked 50 years since which major technological milestone?,This week marked 50 years since the first cell phone call was made in New York City in 1973.,First cell phone call,1,Pass.
Prince Harry’s memoir Spare broke sales records by selling how many copies in the UK on its release day?,"Prince Harry's memoir ""Spare"" broke sales records by selling more than 400,000 copies in the UK on its release day.","400,000",1,Pass.
Kylie Jenner has angered animal rights activists by wearing a dress adorned with a lion’s head that was designed by who?,Kylie Jenner angered animal rights activists by wearing a dress adorned with a faux lion's head designed by a label that promotes real-life 'trophy hunting'.,Schiaparelli,-1,Fail.
Which seed did the FDA recently add to its list of major food allergens?,The FDA recently added sesame seeds to its list of major food allergens.,Sesame seeds,1,Pass.
"Which small intruder crawled through a fence at the White House this week, prompting a swift response from the US Secret Service?","A toddler crawled through a fence at the White House this week, prompting a swift response from the US Secret Service.",Toddler,1,Pass.
Research for the BBC found that the average price of pasta has risen by how much in the past two years?,"The average price of pasta has risen by 45 pence in the past two years, from 50p to 95p.",90%,-1,Fail.
Why did Prince Harry make a surprise appearance in London this week?,Prince Harry made a surprise appearance in London this week to attend hearings in a lawsuit against Associated Newspapers Limited for alleged privacy breaches.,To attend a High Court hearing,1,Pass.
Which two US presidents died on July 4 in the same year?,"The two US presidents who died on July 4 in the same year were Thomas Jefferson and John Adams. They both passed away on July 4, 1826, with Jefferson being 83 years old and Adams being 90 years old.",Thomas Jefferson and John Adams,1,Pass.
"Which state is now home to America’s highest gas prices, taking the crown from California?","Washington is now home to America's highest gas prices, taking the crown from California.",Washington,1,Pass.
British Vogue editor-in-chief Edward Enninful will be replaced by who after stepping down next year?,Chioma Nnadi will replace Edward Enninful as the editor-in-chief of British Vogue after he steps down next year.,Chioma Nnadi,1,Pass.
Which social media platform said its users can now apply to receive a share of a $725 million settlement?,The social media platform that said its users can now apply to receive a share of a $725 million settlement is Facebook.,Facebook,1,Pass.
The Italian town of Portofino is banning tourists from doing what?,The Italian town of Portofino is banning tourists from loitering in designated no-waiting zones in order to prevent street blockages caused by tourists taking photos and selfies.,Lingering in photogenic spots,1,Pass.
Which online dentistry company shut down its global operations this week after going bust?,SmileDirectClub shut down its global operations this week after going bust.,Smile Direct Club,1,Pass.
Which city lit up the world’s largest spherical structure this week?,"Las Vegas lit up the world's largest spherical structure this week, which is the massive bowl-shaped theater with the world's highest-resolution wraparound LED screen.",Las Vegas,1,Pass.
What percentage of people in the US have some immunity to Covid-19?,"Approximately 97% of people in the US have some immunity to Covid-19 through vaccination, infection, or both, according to the CDC.",97%,1,Pass.
Which English cricketer was controversially stumped as Australia won the second Ashes Test?,The English cricketer controversially stumped as Australia won the second Ashes Test was Jonny Bairstow.,Jonny Bairstow,1,Pass.
The value of which tech giant fell below $2tn this week after shares dropped by as much as 4.3%?,The tech giant whose value fell below $2tn this week after shares dropped by as much as 4.3% is Apple.,Apple,1,Pass.
Newly unearthed documents suggest a slave trafficked to Italy was the mother of which famous Renaissance figure?,"The newly unearthed documents suggest that the slave trafficked to Italy, who was freed shortly after the birth of her child, was the mother of the famous Renaissance figure Leonardo da Vinci.",Leonardo da Vinci,1,Pass.
"As Russia’s war in Ukraine raged, a mercenary group attempted an insurrection against President Vladimir Putin. The Wagner Group’s leader later died in a plane crash. What was his name?",The leader of the Wagner Group who died in a plane crash was Yevgeny Prigozhin.,Yevgeny Prigozhin,1,Pass.
"X, the company formerly known as Twitter, endured a turbulent year under Elon Musk’s leadership. He laid off thousands of employees and implemented a slew of controversial changes. Amid the chaos, rival Meta introduced a new social media app. What is it called?",The new social media app introduced by Meta amid X's turbulent year under Elon Musk's leadership is called Threads.,Threads,1,Pass.
Which country declared a state of emergency this week over the threat of a possible volcanic eruption?,Iceland declared a state of emergency this week over the threat of a possible volcanic eruption.,Iceland,1,Pass.
How many stars were on the first US flag?,"There were 13 stars on the first US flag, representing the 13 original states.",13,1,Pass.
"The United Nations commemorated World Refugee Day on Tuesday. According to UN estimates, approximately how many refugees are there worldwide?","According to the United Nations High Commissioner for Refugees, the number of refugees worldwide is approaching 35 million people.",35 million,1,Pass.
Which Jilly Cooper novel is being turned into a Disney+ adaptation starring David Tennant and Danny Dyer?,"The question is based on accurate information provided in the context. The Jilly Cooper novel being turned into a Disney+ adaptation starring David Tennant and Danny Dyer is ""Riders.""",Rivals,-1,Fail.
The UK’s so-called “wonkiest pub” has closed after almost 200 years of trading in which county?,"The UK's so-called ""wonkiest pub,"" the Crooked House, has closed after almost 200 years of trading in Himley, which is located in the county of West Midlands.",Staffordshire,-1,Fail.
US Rep. George Santos was expelled from the House of Representatives after a scathing report from the Ethics Committee. Which state is Santos from?,Santos is from New York.,New York,1,Pass.
Hundreds of foreigners were allowed to leave Gaza this week for the first time since the Israel-Hamas war began. To which country did they flee?,The foreigners who were allowed to leave Gaza this week fled to Egypt.,Egypt,1,Pass.
The public have regained the right to “wild camp” in which English national park?,Dartmoor National Park,Dartmoor,1,Pass.
Which company said this week it will spend $1 billion this year to increase wages and other compensation for its employees?,Home Depot announced this week that it will spend $1 billion this year to increase wages and other compensation for its employees.,Home Depot,1,Pass.
Which country’s outdated rail network was criticized this week in the wake of a devastating train accident?,The country whose outdated rail network was criticized this week in the wake of a devastating train accident is India.,India,1,Pass.
Which country is reeling from the shock of a tragic landslide at a jade mine?,The country reeling from the shock of a tragic landslide at a jade mine is Myanmar.,Myanmar,1,Pass.
Which country is attempting to be the second nation to put people on the moon?,China is attempting to be the second nation to put people on the moon.,China,1,Pass.
"Which state was devastated by a series of tornadoes that left more than 35,000 customers without power?","The state devastated by a series of tornadoes that left more than 35,000 customers without power is Tennessee.",Tennessee,1,Pass.
"Which retailer, known for its iconic blue-and-white 20% off coupons, will soon get rid of all its inventory in a liquidation sale?","Bed, Bath & Beyond is the retailer known for its iconic blue-and-white 20% off coupons that will soon get rid of all its inventory in a liquidation sale as part of its going-out-of-business sale.","Bed, Bath & Beyond",1,Pass.
"Which state is now home to America’s highest gas prices, taking the crown from California?","Washington is now home to America's highest gas prices, taking the crown from California.",Washington,1,Pass.
Thousands of people were recently stranded at which festival?,Thousands of people were recently stranded at the Burning Man festival in the Nevada desert.,Burning Man,1,Pass.
Which animal recently escaped from a circus near Rome?,The animal that recently escaped from a circus near Rome was a lion.,Lion,1,Pass.
Red Bull driver Max Verstappen ended this year's F1 season with a record 19th Grand Prix victory where?,Max Verstappen ended this year's F1 season with a record 19th Grand Prix victory in Abu Dhabi.,Abu Dhabi,1,Pass.
Which substance is being reviewed for possible reclassification in the US as a lower-risk drug?,The substance being reviewed for possible reclassification in the US as a lower-risk drug is marijuana. A senior official at the US Department of Health and Human Services has called for easing restrictions on marijuana by reclassifying it as a Schedule III substance.,Marijuana,1,Pass.
"After six decades in the making, the FDA this week approved the first vaccine for which virus?",The FDA this week approved the first vaccine for respiratory syncytial virus (RSV) after six decades in the making.,RSV,1,Pass.
"Horror movie ""Five Nights at Freddy's"" broke box-office records by earning how much in its opening weekend?","The horror movie ""Five Nights at Freddy's"" broke box-office records by earning $78 million domestically and a further $52 million in other countries worldwide in its opening weekend.",$100 million,-1,Fail.
The World Health Organization recently warned of a “huge biological risk” after a laboratory was seized by fighters in which country?,The World Health Organization recently warned of a “huge biological risk” after a laboratory was seized by fighters in Sudan.,Sudan,1,Pass.
The leaders of the Brics economic bloc met for a summit this week in which city?,"The leaders of the Brics economic bloc met for a summit this week in the city of Brasília, Brazil.",Johannesburg,-1,Fail.
"Muslims around the world are currently observing Ramadan, a time of fasting rooted in spiritual activities and self-reflection. How long does the celebration last?","The celebration of Ramadan lasts for an entire month, typically 29 or 30 days, depending on the sighting of the moon. This year, Ramadan runs from March 22 to April 21, as mentioned in the context provided.",30 days,1,Pass.
Which public figure will plead guilty to federal tax charges?,"Hunter Biden, the son of President Joe Biden, will plead guilty to federal tax charges.",Hunter Biden,1,Pass.
Who has reportedly moved into Frogmore Cottage following the eviction of the Duke and Duchess of Sussex?,"Princess Eugenie, her husband Jack Brooksbank, and their son August have reportedly moved into Frogmore Cottage following the eviction of the Duke and Duchess of Sussex.",Princess Eugenie,1,Pass.
A Spanish duke and his wife have triggered controversy by naming their recently christened daughter what?,The Spanish duke and his wife have triggered controversy by naming their recently christened daughter Rosario Fitz-James Stuart y de Solís.,Sofía Fernanda Dolores Cayetana Teresa Ángela de la Cruz Micaela del Santísimo Sacramento del Perpetuo Socorro de la Santísima Trinidad y de Todos Los Santos,-1,Fail.
Football legend Eric Cantona performed the first concert of his singer-songwriter career last weekend. In which French city did it take place?,"The concert of Eric Cantona's singer-songwriter career took place in Paris, France.",Auxerre,-1,Fail.
Experts estimate that how many of around two million Britons with long Covid are in need of specialist care?,Experts estimate that hundreds of thousands of the around two million Britons with long Covid are in need of specialist care.,"400,000",-1,Fail.
Why is a Dutch sperm donor who is alleged to have fathered more than 550 children being sued?,"The Dutch sperm donor, Jonathan Jacob Meijer, is being sued because he allegedly fathered more than 550 children, which goes against guidelines limiting sperm donations. The lawsuit, brought by the Netherland’s DonorKind Foundation on behalf of 25 families, claims that his actions may have increased the risk of accidental incest and inbreeding.",For increasing the risk of incest,1,Pass.
"In addition to Halloween, which holiday was celebrated this week?","This week, in addition to Halloween, the holiday celebrated was Mexico's Day of the Dead, which starts on November 1 and ends on November 2.",Día de los Muertos,1,Pass.
Hurricane Idalia made landfall Wednesday in which state?,Hurricane Idalia made landfall on Florida's Gulf Coast.,Florida,1,Pass.
Which European royal was accused of infidelity with her former brother-in-law?,"Queen Letizia of Spain was accused of infidelity with her former brother-in-law, Jaime del Burgo.",Queen Letizia of Spain,1,Pass.
"More than 70,000 festival attendees were stranded in the Nevada desert when torrential rain overwhelmed their campsites with ankle-deep mud. What was the name of the festival?","The name of the festival where more than 70,000 attendees were stranded in the Nevada desert due to torrential rain overwhelming their campsites with ankle-deep mud was Burning Man.",Burning Man,1,Pass.
Which city will host the 2024 Democratic National Convention?,Chicago will host the 2024 Democratic National Convention.,Chicago,1,Pass.
The Metropolitan Police has said it will no longer attend emergency calls linked to what type of incidents?,The Metropolitan Police has said it will no longer attend emergency calls linked to mental health incidents.,Mental health,1,Pass.
How many US states have taken action to restrict TikTok on government devices?,31 US states have taken action to restrict TikTok on government devices.,31,1,Pass.
Which type of lunar phenomenon lit up the night sky this week?,The type of lunar phenomenon that lit up the night sky this week was a sturgeon supermoon.,Sturgeon supermoon,1,Pass.
King Charles’s coronation procession route from Buckingham Palace to Westminster Abbey covers a distance of how much?,"The question is answerable based on the context provided. The distance of King Charles's coronation procession route from Buckingham Palace to Westminster Abbey is not explicitly stated in the context. Therefore, without additional information, it is not possible to determine the exact distance covered in King Charles's procession.",1.3 miles,-1,Fail.
The newly revealed format for the 2026 World Cup features a total of how many matches?,The newly revealed format for the 2026 World Cup features a total of 80 matches.,104,-1,Fail.
Newly released Metropolitan Police figures show that one in every how many officers in the force are currently suspended or on restricted duties?,"One in every 85 officers in the Metropolitan Police force are currently suspended or on restricted duties. This is calculated by adding the number of officers suspended (201) and on restricted duties (860), which equals 1061, and then dividing this by the total number of officers in the force (34,000).",1 in 34,-1,Fail.
Which state has been bearing the brunt of a dangerous ice storm this week?,"Texas has been bearing the brunt of a dangerous ice storm this week, as mentioned in the provided context.",Texas,1,Pass.
What was hung from London's Millennium Bridge this week to act as a warning to river traffic that repair work is going on?,A bale of straw was hung from London's Millennium Bridge this week to act as a warning to river traffic that repair work is going on.,A straw bale,1,Pass.
"Which late celebrity is being ""brought back to life"" using AI in order to narrate a biopic?","The late celebrity being ""brought back to life"" using AI to narrate a biopic is Edith Piaf, the ""La Vie en Rose"" singer who died in 1963. The upcoming 90-minute biopic titled ""Edith"" will use artificial intelligence to recreate her voice and image for the film.",Édith Piaf,1,Pass.
"Which toy will no longer be sold by Amazon, Target and Walmart due to safety concerns?","Water beads will no longer be sold by Amazon, Target, and Walmart due to safety concerns.",Water beads,1,Pass.
Which cabinet minister now has the highest approval rating from Tory members following Ben Wallace’s resignation as defence minister?,"The business secretary, Kemi Badenoch, now has the highest approval rating from Tory members following Ben Wallace's resignation as defence minister. She currently tops the ConservativeHome rankings with a ""net satisfaction"" rating of +59.",Kemi Badenoch,1,Pass.
Who was criticised for saying Brits need to accept being “worse off” financially?,"The Bank of England's chief economist was criticized for saying Brits need to accept being ""worse off"" financially.",Andrew Bailey,-1,Fail.
The Mexican government is reviving a 100-year-old railway line in a bid to attract container traffic. Which bodies of water will the track connect?,"The Tehuantepec Interoceanic Corridor, the 100-year-old railway line being revived by the Mexican government, will connect the Gulf of Mexico and the Pacific Ocean.",The Gulf of Mexico and the Pacific Ocean,1,Pass.
Which political figure faced a barrage of questions this week after batches of classified documents were found in one of his former offices and in one of his homes?,President Joe Biden faced a barrage of questions this week after batches of classified documents were found in one of his former offices and in one of his homes.,President Joe Biden,1,Pass.
Which Constitutional Amendment officially abolished slavery across the United States?,"The Constitutional Amendment that officially abolished slavery across the United States is the 13th Amendment, ratified on December 6, 1865.",13th Amendment,1,Pass.
"Eli Lilly, one of the biggest players in the US insulin market, announced this week it will cap out-of-pocket insulin costs at which amount?",Eli Lilly announced that it will cap out-of-pocket insulin costs at $35 for many people with diabetes.,$35,1,Pass.
Birmingham Royal Ballet is to stage a new ballet about which heavy metal band?,The new ballet by Birmingham Royal Ballet will be about the heavy metal band Black Sabbath.,Black Sabbath,1,Pass.
"The shock winner of Argentina’s presidential primary elections, far-right candidate Javier Milei famously claims to be what?","The shock winner of Argentina’s presidential primary elections, far-right candidate Javier Milei famously claims to be a far-right economics professor and a self-described “tantric sex coach who spoke openly about his preference for threesomes”.",A tantric sex coach,1,Pass.
Which food chain is launching a legal battle after being refused a 24-hour licence at its Leicester Square store?,The food chain launching a legal battle after being refused a 24-hour license at its Leicester Square store is the British bakery chain.,Greggs,-1,Fail.
Which public figure will plead guilty to federal tax charges?,"Hunter Biden, the son of President Joe Biden, will plead guilty to federal tax charges.",Hunter Biden,1,Pass.
New research shows that global household wealth dropped by how much last year?,"Global household wealth dropped by an unspecified amount last year, as indicated by new research conducted by financial services firm UBS. The number of millionaires also decreased by 3.5 million year-on-year.",$11.3 trillion,-1,Fail.
A botched demonstration of Google’s new Bard chatbot wiped how much off parent company Alphabet’s market value?,9% off parent company Alphabet’s market value.,$100bn,-1,Fail.
Who ended Max Verstappen’s 10-race winning streak by claiming victory at the Singapore Grand Prix?,The Spanish racing ace ended Max Verstappen's 10-race winning streak by claiming victory at the Singapore Grand Prix.,Carlos Sainz Jr,-1,Fail.
Approximately how many books are being used to train artificial intelligence systems?,"Approximately 200,000 books are being used to train artificial intelligence systems according to the provided context.","200,000",1,Pass.
"What percentage of couples are 'sleep divorced', according to new research?","According to the new research, half of the couples have slept in a different room at some point, with one in six having permanent ""sleep divorce"" arrangements. This means that approximately 16.67% of couples are 'sleep divorced' based on the data provided in the context.",15%,-1,Fail.
